time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,roll,pitch,yaw
7.810,11.385,2.466,0.569,-19.348,12.512,10.071,18.3,-79.5,-63.3
7.820,11.454,1.614,0.473,-14.404,5.005,12.695,19.3,-79.8,-64.6
7.830,10.987,0.148,0.815,-9.888,-3.296,15.808,20.1,-80.1,-65.7
7.840,10.652,-1.286,2.262,-1.953,-9.766,15.015,20.8,-80.4,-66.5
7.850,10.767,-2.735,5.475,8.423,-20.142,6.348,21.6,-80.8,-67.4
7.860,12.208,-4.211,5.839,13.184,-33.081,-10.559,23.1,-81.1,-69.0
7.870,14.701,-4.414,5.060,14.709,-25.757,-26.917,25.3,-81.4,-71.3
7.880,15.720,-2.402,4.010,18.372,-11.169,-41.565,28.4,-81.5,-74.4
7.890,14.610,0.385,4.514,33.081,10.071,-44.373,32.1,-81.4,-78.0
7.900,13.607,2.449,5.196,47.974,31.128,-35.950,35.1,-81.0,-80.7
7.910,11.944,4.388,4.342,50.476,37.170,-25.574,37.3,-80.5,-82.6
7.920,9.972,4.901,4.488,32.715,30.457,-17.456,39.5,-80.0,-84.6
7.930,8.991,3.905,5.030,14.709,26.001,-11.597,41.1,-79.6,-86.2
7.940,8.523,3.118,4.319,-1.709,23.010,-9.949,42.3,-79.3,-87.4
7.950,8.647,2.151,3.641,-17.822,21.851,-9.949,43.2,-79.0,-88.7
7.960,9.892,0.478,3.583,-26.550,18.860,-10.498,43.9,-78.7,-89.8
7.970,11.501,-1.116,3.760,-21.484,15.808,-10.437,44.5,-78.6,-90.8
7.980,12.822,-1.431,2.758,-2.319,8.789,-7.751,45.2,-78.5,-91.7
7.990,13.524,-1.161,0.865,18.799,3.784,0.183,46.2,-78.6,-92.8
8.000,12.797,-0.707,-0.260,30.884,16.418,11.292,47.1,-78.8,-93.6
8.010,11.217,-0.695,1.259,33.508,33.142,19.714,47.2,-78.9,-93.5
8.020,9.709,-0.274,2.447,36.804,30.518,22.644,46.8,-78.9,-92.9
8.030,9.140,0.324,1.920,38.940,23.560,22.217,46.7,-79.0,-92.5
8.040,8.483,0.502,1.286,37.231,22.339,21.057,46.9,-79.1,-92.5
8.050,7.931,0.193,1.440,33.081,22.400,20.935,47.2,-79.1,-92.5
8.060,7.682,0.032,1.703,31.128,18.311,21.240,47.4,-79.2,-92.6
8.070,7.933,0.028,1.536,30.518,13.184,22.278,47.8,-79.3,-92.8
8.080,8.286,0.372,1.005,29.907,10.376,25.330,48.2,-79.5,-93.1
8.090,8.645,0.287,0.703,28.503,10.498,30.823,48.7,-79.7,-93.4
8.100,8.705,0.312,0.195,28.564,12.207,36.377,48.9,-80.0,-93.5
8.110,8.711,0.136,0.066,28.625,15.381,39.551,49.0,-80.3,-93.4
8.120,8.689,-0.131,0.282,28.503,17.944,37.964,48.9,-80.6,-93.1
8.130,8.596,-0.592,0.693,28.564,22.278,35.339,48.7,-80.8,-92.7
8.140,8.531,-0.570,1.141,31.128,28.809,32.959,48.0,-81.0,-91.9
8.150,8.165,-0.441,1.215,34.851,37.720,33.081,47.0,-81.1,-90.7
8.160,7.586,-0.847,1.442,39.856,47.363,35.889,45.4,-81.1,-88.8
8.170,7.016,-0.843,1.494,44.495,53.589,37.170,43.4,-81.1,-86.5
8.180,6.612,-0.607,1.385,45.532,53.467,37.964,41.4,-81.0,-84.1
8.190,6.647,-0.421,1.183,43.762,47.058,38.757,39.6,-81.0,-82.0
8.200,7.023,0.248,0.810,39.917,37.781,38.086,38.2,-81.0,-80.4
8.210,7.773,0.600,0.152,33.875,31.067,37.109,37.4,-81.1,-79.3
8.220,8.640,0.897,-0.570,27.954,29.419,35.645,36.8,-81.3,-78.5
8.230,9.303,1.304,-1.080,22.217,32.715,33.752,36.4,-81.4,-78.0
8.240,9.304,1.253,-1.146,21.179,38.757,31.311,36.0,-81.4,-77.5
8.250,9.119,1.211,-1.108,25.391,43.335,28.076,35.6,-81.4,-76.9
8.260,8.684,1.199,-0.872,30.090,45.837,24.780,35.2,-81.4,-76.4
8.270,8.548,0.873,-0.354,34.241,46.448,21.973,35.0,-81.3,-76.0
8.280,8.376,0.336,0.518,33.630,45.471,19.043,34.8,-81.2,-75.5
8.290,8.523,-0.443,1.402,29.968,41.138,16.235,34.5,-81.1,-75.1
8.300,8.577,-0.835,1.888,25.146,34.119,13.062,34.3,-81.0,-74.7
8.310,8.481,-1.032,2.564,18.188,24.780,9.094,34.4,-81.0,-74.8
8.320,8.145,-0.655,2.809,12.573,13.489,4.944,34.9,-81.0,-75.3
8.330,8.251,0.066,2.498,8.972,4.456,3.357,36.0,-81.1,-76.4
8.340,8.461,1.730,1.432,9.033,-2.625,5.005,37.5,-81.2,-78.1
8.350,8.925,2.453,1.319,2.991,-6.592,8.850,39.7,-81.3,-80.3
8.360,9.757,2.923,3.048,0.122,-5.493,13.428,41.7,-81.5,-82.5
8.370,11.366,2.893,6.246,3.845,-12.024,25.391,43.1,-81.6,-84.0
8.380,13.403,2.068,6.667,12.207,-36.865,48.096,43.9,-82.0,-84.9
8.390,14.182,0.346,3.869,17.517,-56.885,74.524,44.6,-82.7,-85.6
8.400,13.070,-1.073,0.649,11.963,-51.270,93.872,44.6,-83.8,-85.5
8.410,11.695,-2.472,0.628,7.324,-8.728,100.952,41.4,-84.8,-82.4
8.420,10.363,-2.196,3.777,18.799,28.870,97.412,33.1,-85.4,-74.0
8.430,10.385,-1.903,5.492,36.560,33.508,90.820,22.5,-85.6,-63.2
8.440,11.412,-0.570,4.502,53.833,25.024,81.787,13.0,-85.6,-53.4
8.450,12.433,1.158,2.341,62.988,26.306,71.838,6.1,-85.6,-46.0
8.460,13.002,2.435,0.971,54.382,42.603,62.805,1.5,-85.5,-40.9
8.470,15.358,2.615,1.401,31.433,51.758,51.514,-1.3,-85.3,-37.9
8.480,14.832,2.656,1.083,17.822,52.979,34.790,-2.0,-85.1,-37.0
8.490,12.674,3.152,1.240,10.620,54.871,20.752,-1.0,-84.8,-38.1
8.500,10.867,3.274,1.883,5.615,47.668,11.108,1.2,-84.6,-40.3
8.510,10.669,3.131,2.164,8.667,37.170,11.169,3.5,-84.4,-42.7
8.520,11.116,2.647,1.991,15.564,37.354,16.724,5.2,-84.3,-44.4
8.530,10.796,2.509,1.486,15.869,41.931,22.034,6.1,-84.1,-45.2
8.540,10.217,2.277,1.407,7.996,43.701,25.818,6.4,-83.9,-45.6
8.550,10.018,1.937,1.600,-0.183,43.884,28.442,6.2,-83.8,-45.5
8.560,10.080,1.591,1.499,-5.432,45.593,28.076,5.7,-83.6,-45.2
8.570,10.134,1.015,1.193,-6.775,51.270,23.438,5.4,-83.3,-45.1
8.580,9.587,0.528,1.000,-6.958,55.908,17.944,5.3,-83.1,-45.1
8.590,9.272,0.139,0.554,-8.789,57.983,12.695,5.5,-82.8,-45.5
8.600,8.526,-0.253,0.415,-9.644,61.218,9.094,5.8,-82.5,-46.0
8.610,8.194,-0.311,0.456,-10.620,64.941,8.606,6.0,-82.2,-46.5
8.620,7.808,-0.360,0.515,-10.193,67.871,8.972,6.1,-81.8,-46.9
8.630,7.200,-0.226,0.637,-6.714,69.092,10.498,6.2,-81.4,-47.1
8.640,6.786,-0.056,0.964,-4.211,67.993,13.123,6.1,-81.0,-47.3
8.650,6.440,0.093,0.824,-2.136,62.439,14.954,6.0,-80.7,-47.3
8.660,6.175,-0.040,0.457,-1.404,56.274,17.700,5.9,-80.4,-47.3
8.670,6.019,0.020,0.170,0.061,49.561,19.959,5.6,-80.2,-47.2
8.680,5.941,0.077,0.153,-1.953,41.382,21.423,5.3,-80.1,-47.0
8.690,6.029,0.244,-0.013,-4.089,32.410,22.583,5.0,-80.0,-46.9
8.700,6.305,0.479,-0.416,-5.554,25.085,25.085,4.6,-80.1,-46.7
8.710,6.622,0.504,-0.239,-4.395,20.874,29.663,4.1,-80.2,-46.4
8.720,7.448,0.522,0.322,-0.977,16.968,34.912,3.3,-80.4,-45.7
8.730,8.323,0.803,1.005,4.883,9.583,39.001,2.4,-80.6,-44.8
8.740,8.731,0.600,1.677,8.972,-2.441,42.847,1.2,-80.9,-43.7
8.750,9.577,-0.190,2.600,13.123,-13.306,45.593,-0.3,-81.3,-42.2
8.760,11.080,-1.043,3.921,16.907,-22.400,45.349,-2.1,-81.7,-40.3
8.770,13.073,-2.628,4.696,20.081,-25.757,42.297,-4.3,-82.1,-38.1
8.780,13.799,-3.989,5.065,28.992,-14.099,35.156,-6.6,-82.4,-35.6
8.790,13.239,-4.244,6.720,43.701,10.559,22.400,-8.2,-82.5,-33.8
8.800,13.216,-2.986,5.244,53.589,28.931,2.930,-8.0,-82.3,-33.6
8.810,12.214,-2.215,2.639,53.894,46.997,-11.292,-6.1,-82.1,-35.1
8.820,10.439,-1.539,2.473,62.073,67.200,-16.174,-3.5,-81.7,-37.2
8.830,8.914,0.521,2.270,70.129,75.378,-9.216,-1.0,-81.2,-39.2
8.840,8.219,2.742,2.855,67.566,76.111,5.554,1.0,-80.7,-40.7
8.850,7.808,4.398,3.497,54.138,52.429,15.442,2.6,-80.3,-41.9
8.860,7.766,3.378,3.453,40.039,15.625,18.005,4.1,-80.2,-43.0
8.870,8.264,1.988,2.888,38.086,-0.854,15.869,5.4,-80.4,-44.1
8.880,8.573,0.735,2.706,41.809,2.441,13.184,6.6,-80.6,-45.0
8.890,9.573,-0.337,2.004,46.509,3.662,12.573,7.6,-80.8,-45.6
8.900,11.185,-1.447,1.702,45.593,2.258,11.230,8.4,-81.0,-46.2
8.910,12.682,-1.855,2.127,48.401,12.695,10.071,9.0,-81.2,-46.4
8.920,12.985,-1.620,2.237,52.979,23.315,10.864,9.5,-81.3,-46.5
8.930,11.745,-0.782,1.969,54.382,24.414,13.733,9.8,-81.3,-46.5
8.940,10.705,-0.721,1.689,53.711,26.245,18.555,10.1,-81.3,-46.4
8.950,10.297,-0.762,1.768,54.077,33.752,21.790,10.1,-81.3,-46.0
8.960,9.959,-0.931,2.033,54.504,40.161,23.987,9.9,-81.2,-45.3
8.970,9.746,-1.163,2.303,58.289,40.833,25.513,9.5,-81.1,-44.5
8.980,9.878,-1.383,2.266,63.965,38.391,27.161,9.0,-80.9,-43.5
8.990,9.975,-1.374,2.060,70.618,35.706,26.855,8.5,-80.9,-42.5
9.000,9.701,-1.146,1.715,75.073,31.250,26.978,8.2,-80.8,-41.5
9.010,9.855,-1.098,1.430,77.209,27.222,28.381,8.0,-80.8,-40.7
9.020,9.884,-0.931,1.159,78.857,26.184,29.419,7.7,-80.9,-39.8
9.030,9.751,-0.742,1.191,79.468,27.222,29.480,7.5,-80.9,-38.9
9.040,9.593,-0.423,1.263,80.688,28.137,29.419,7.4,-81.0,-38.1
9.050,9.320,-0.149,1.301,83.069,28.687,29.968,7.3,-81.0,-37.3
9.060,9.090,0.035,1.341,84.961,29.419,30.884,7.2,-81.0,-36.5
9.070,9.113,-0.169,1.360,86.975,31.982,32.043,7.2,-81.0,-35.7
9.080,9.172,-0.275,1.423,89.478,34.790,31.799,7.0,-81.0,-34.8
9.090,9.365,-0.330,1.343,90.576,36.011,31.067,6.9,-80.9,-33.9
9.100,9.529,-0.184,1.214,90.149,37.292,30.640,6.8,-80.9,-33.0
9.110,9.831,-0.093,1.071,89.233,39.246,30.884,6.7,-80.8,-32.2
9.120,9.829,-0.187,1.035,89.600,41.748,31.433,6.6,-80.7,-31.3
9.130,9.673,-0.157,1.092,90.454,43.701,32.471,6.5,-80.6,-30.3
9.140,9.364,-0.047,1.174,91.248,45.593,32.471,6.3,-80.5,-29.4
9.150,9.023,0.022,1.251,92.957,47.546,31.677,6.2,-80.3,-28.5
9.160,8.768,0.061,1.272,96.191,49.011,30.823,6.3,-80.1,-27.7
9.170,8.502,0.277,1.162,99.670,49.622,29.968,6.4,-79.9,-27.0
9.180,8.402,0.413,1.050,101.563,49.805,29.236,6.7,-79.7,-26.3
9.190,8.230,0.618,1.038,101.990,49.438,28.625,7.0,-79.6,-25.8
9.200,8.204,0.503,1.120,100.586,48.462,28.320,7.4,-79.4,-25.3
9.210,8.213,0.045,1.428,99.060,46.448,27.466,7.8,-79.2,-24.8
9.220,8.324,-0.538,1.621,98.938,42.908,26.367,8.1,-79.1,-24.3
9.230,8.409,-1.120,1.617,100.647,39.612,25.330,8.4,-79.0,-23.7
9.240,8.511,-1.629,1.221,104.126,37.048,24.780,8.6,-78.9,-23.0
9.250,8.572,-2.162,1.326,106.323,37.720,25.269,8.8,-78.9,-22.2
9.260,8.620,-2.537,1.831,108.704,38.269,27.649,8.7,-78.8,-21.2
9.270,8.917,-2.137,1.434,114.014,37.476,31.494,8.5,-78.7,-20.0
9.280,9.101,-1.453,0.869,123.901,34.790,36.499,8.3,-78.7,-18.7
9.290,9.377,-0.507,0.759,132.019,31.555,40.955,8.1,-78.8,-17.4
9.300,10.218,0.402,1.931,130.371,28.320,45.349,8.0,-78.8,-16.0
9.310,11.506,1.897,2.575,122.131,28.381,54.932,7.6,-78.9,-14.5
9.320,12.295,2.969,1.809,120.544,39.978,68.848,6.7,-78.8,-12.5
9.330,11.861,2.577,1.322,127.625,58.044,72.876,5.7,-78.7,-10.3
9.340,10.972,2.067,2.856,124.756,69.458,69.153,4.7,-78.3,-8.1
9.350,11.011,1.865,3.394,119.690,64.453,60.852,3.9,-78.0,-6.2
9.360,11.385,1.962,1.925,113.464,56.091,56.580,3.5,-77.7,-4.7
9.370,11.028,1.130,1.298,110.657,62.622,58.533,3.0,-77.4,-3.2
9.380,10.466,-0.193,1.478,117.188,69.031,58.044,2.4,-77.1,-1.5
9.390,10.147,-0.442,2.176,116.882,62.317,55.481,1.8,-76.7,0.2
9.400,10.323,-0.135,2.156,117.493,56.335,56.335,1.2,-76.5,1.9
9.410,10.311,0.233,1.715,126.221,60.547,60.974,0.6,-76.2,3.6
9.420,10.236,0.329,1.848,132.935,66.467,65.491,0.1,-75.9,5.4
9.430,10.111,0.493,1.730,136.231,63.660,67.566,-0.5,-75.5,7.3
9.440,10.147,0.733,1.670,137.451,61.279,69.031,-1.0,-75.2,9.1
9.450,9.914,0.792,1.569,139.160,62.866,70.374,-1.5,-74.9,10.9
9.460,9.582,0.877,1.635,139.893,62.988,70.374,-1.9,-74.6,12.6
9.470,9.439,0.874,1.499,139.099,60.425,69.702,-2.2,-74.3,14.3
9.480,9.376,0.974,1.241,137.940,57.922,69.336,-2.5,-74.0,15.9
9.490,9.424,0.958,1.096,138.428,55.542,69.946,-2.8,-73.8,17.5
9.500,9.483,0.590,1.192,140.381,54.688,70.740,-3.1,-73.6,19.1
9.510,9.455,0.309,1.360,143.311,53.406,70.435,-3.3,-73.4,20.8
9.520,9.516,0.585,1.628,146.057,50.720,68.970,-3.5,-73.2,22.4
9.530,9.508,0.928,1.800,148.132,47.424,66.650,-3.6,-73.0,23.9
9.540,9.382,1.421,1.743,149.292,45.593,63.293,-3.5,-72.8,25.2
9.550,9.589,2.131,1.719,148.010,44.922,60.059,-3.2,-72.7,26.3
9.560,9.623,2.827,1.845,144.348,43.396,57.068,-2.7,-72.6,27.2
9.570,9.543,3.307,1.690,140.198,40.955,54.382,-2.0,-72.5,27.9
9.580,9.227,3.440,1.646,136.292,40.283,52.551,-1.3,-72.4,28.5
9.590,8.872,3.358,1.633,133.606,40.100,52.063,-0.6,-72.4,29.1
9.600,8.745,2.995,1.908,130.737,38.086,52.307,0.0,-72.3,29.7
9.610,8.689,2.615,2.490,126.221,34.119,52.856,0.6,-72.3,30.4
9.620,8.712,1.831,2.304,120.483,27.405,54.016,0.9,-72.3,31.1
9.630,8.966,1.483,1.511,116.760,23.804,54.504,1.1,-72.4,32.0
9.640,9.178,1.768,1.076,110.657,24.048,54.138,1.3,-72.5,33.0
9.650,9.004,2.289,1.365,107.727,25.757,53.223,1.4,-72.6,33.8
9.660,8.817,2.821,1.665,104.248,24.170,50.720,1.7,-72.7,34.6
9.670,8.623,3.274,1.871,102.234,22.156,47.302,2.1,-72.8,35.1
9.680,8.559,3.242,2.089,102.051,22.034,43.823,2.7,-72.9,35.5
9.690,8.501,3.091,2.130,100.647,22.217,40.222,3.4,-73.0,35.7
9.700,8.376,2.891,2.150,96.008,20.386,36.987,4.1,-73.1,35.9
9.710,8.239,2.803,2.144,89.111,17.273,33.386,4.8,-73.2,36.0
9.720,8.320,2.984,2.377,83.008,16.235,29.480,5.6,-73.3,35.9
9.730,8.483,2.819,3.492,81.238,15.869,26.978,6.5,-73.4,35.7
9.740,9.073,2.231,4.140,82.153,10.010,25.574,7.4,-73.5,35.5
9.750,10.239,1.693,4.129,83.923,5.676,25.391,8.3,-73.7,35.4
9.760,11.416,1.002,3.905,82.031,5.615,26.123,9.0,-73.9,35.4
9.770,12.212,0.230,3.706,77.942,10.437,27.283,9.6,-74.1,35.5
9.780,12.119,-0.105,3.218,73.853,16.907,28.198,9.9,-74.2,35.8
9.790,11.166,0.162,2.504,71.106,25.940,30.273,10.1,-74.3,36.2
9.800,9.909,0.685,2.109,72.449,35.645,33.264,10.2,-74.3,36.7
9.810,9.021,0.794,1.816,75.562,43.579,36.438,10.2,-74.2,37.3
9.820,8.622,0.365,1.987,76.172,46.387,37.598,10.2,-74.1,38.0
9.830,8.218,0.020,1.685,76.050,41.748,35.400,10.2,-74.0,38.7
9.840,7.975,0.023,1.570,71.899,32.043,32.410,10.2,-74.0,39.2
9.850,8.323,0.111,1.433,65.735,23.804,30.212,10.4,-74.1,39.7
9.860,8.615,0.359,1.187,62.805,20.081,28.564,10.6,-74.2,39.9
9.870,8.891,0.587,0.989,61.829,21.240,27.954,10.9,-74.4,40.1
9.880,9.306,0.613,1.180,61.401,25.330,28.564,11.2,-74.5,40.4
9.890,9.855,0.312,1.774,62.378,29.785,29.968,11.3,-74.5,40.7
9.900,10.285,0.023,2.219,63.354,29.846,31.433,11.4,-74.6,41.1
9.910,10.524,-0.299,2.230,63.171,27.527,32.104,11.4,-74.6,41.7
9.920,10.536,-0.402,1.875,63.110,27.588,31.799,11.3,-74.7,42.2
9.930,10.375,-0.513,1.525,62.317,31.860,31.372,11.3,-74.8,42.8
9.940,9.998,-0.500,1.597,61.218,36.804,31.494,11.2,-74.8,43.4
9.950,9.704,-0.605,1.620,59.448,39.795,31.860,11.0,-74.7,44.1
9.960,9.545,-0.584,1.606,62.561,41.260,31.555,10.8,-74.7,44.8
9.970,9.407,-0.291,1.501,68.665,41.626,30.701,10.7,-74.6,45.4
9.980,9.207,-0.184,1.788,72.632,40.527,29.480,10.8,-74.6,45.9
9.990,9.191,-0.102,1.985,75.562,38.696,28.381,10.9,-74.5,46.4
10.000,9.399,-0.206,2.066,78.064,39.001,28.076,11.1,-74.5,46.9
10.010,9.735,-0.666,2.331,80.322,41.138,28.198,11.3,-74.4,47.4
10.020,9.936,-0.710,2.320,85.388,42.847,28.137,11.4,-74.3,48.0
10.030,9.692,-0.567,2.176,91.125,46.448,28.381,11.6,-74.2,48.6
10.040,9.495,-0.511,1.909,93.872,50.659,29.297,11.8,-74.0,49.2
10.050,9.297,-0.416,1.937,91.187,54.626,30.884,11.9,-73.8,49.9
10.060,9.003,-0.543,2.654,87.097,57.251,32.959,11.9,-73.6,50.7
10.070,8.964,-0.403,2.818,86.182,54.626,33.875,11.8,-73.4,51.5
10.080,9.336,-0.163,2.978,85.510,50.415,34.485,11.7,-73.2,52.3
10.090,9.527,0.549,2.526,84.106,47.485,36.743,11.7,-73.0,53.1
10.100,9.563,1.117,2.199,79.224,51.514,42.664,11.6,-72.8,53.9
10.110,9.450,1.472,1.920,77.026,59.998,48.828,11.3,-72.6,54.9
10.120,8.926,1.713,2.109,78.003,64.880,50.964,10.9,-72.4,56.0
10.130,8.701,1.806,2.583,75.317,62.927,50.781,10.6,-72.1,57.0
10.140,8.795,2.213,2.440,73.792,56.824,50.781,10.3,-71.9,58.0
10.150,9.022,2.455,1.813,71.228,50.293,52.979,10.1,-71.7,58.9
10.160,9.192,2.010,1.587,67.749,48.340,57.190,9.7,-71.6,59.8
10.170,9.246,1.568,1.987,64.514,45.593,60.608,9.2,-71.5,61.0
10.180,9.832,1.071,2.283,60.303,39.673,62.195,8.5,-71.5,62.2
10.190,10.676,0.372,2.216,57.007,35.645,63.843,7.7,-71.5,63.5
10.200,10.797,0.158,1.877,54.382,34.973,63.171,6.8,-71.6,64.9
10.210,10.434,0.346,1.159,54.260,38.330,61.157,6.0,-71.6,66.3
10.220,9.942,0.576,1.238,54.932,42.480,57.434,5.2,-71.6,67.5
10.230,9.696,0.916,1.383,57.556,43.213,52.917,4.7,-71.6,68.6
10.240,9.510,1.244,1.373,61.646,41.687,49.316,4.3,-71.5,69.4
10.250,9.284,1.107,1.427,64.636,38.940,47.668,4.1,-71.5,70.2
10.260,9.406,1.113,1.428,67.322,36.072,47.119,4.0,-71.5,70.9
10.270,9.379,1.244,1.513,67.383,33.997,47.119,3.8,-71.6,71.7
10.280,9.478,1.335,1.715,66.040,32.166,47.180,3.7,-71.6,72.4
10.290,9.522,1.283,1.742,65.918,31.189,47.241,3.6,-71.6,73.1
10.300,9.533,1.282,1.798,63.782,29.053,47.791,3.4,-71.7,73.8
10.310,9.671,1.193,1.718,61.707,26.917,48.096,3.2,-71.8,74.6
10.320,9.713,1.155,1.752,60.364,25.635,48.645,3.0,-71.9,75.3
10.330,9.636,1.081,1.739,59.387,24.719,48.462,2.7,-72.0,76.1
10.340,9.635,1.330,1.859,60.486,26.184,48.645,2.4,-72.1,76.9
10.350,9.719,1.547,1.825,60.974,27.649,49.683,2.2,-72.2,77.7
10.360,9.886,1.612,1.877,60.974,29.602,50.537,1.9,-72.2,78.5
10.370,9.838,1.701,2.232,59.509,30.457,51.025,1.7,-72.3,79.3
10.380,9.686,1.678,2.411,58.716,29.724,50.903,1.4,-72.3,80.1
10.390,9.829,1.782,2.449,57.800,29.663,49.561,1.1,-72.3,80.8
10.400,9.756,1.945,2.193,56.519,32.288,48.157,0.9,-72.3,81.5
10.410,9.664,2.042,2.013,53.162,35.156,46.021,0.8,-72.3,82.2
10.420,9.419,2.150,2.219,49.988,37.170,43.640,0.7,-72.2,82.7
10.430,9.290,2.139,2.404,47.974,37.048,41.565,0.6,-72.2,83.1
10.440,9.194,2.144,2.474,47.058,34.912,40.894,0.6,-72.1,83.5
10.450,9.218,2.027,2.338,46.631,33.447,41.565,0.6,-72.1,83.9
10.460,9.078,1.695,2.189,46.143,31.982,42.908,0.5,-72.1,84.4
10.470,8.974,1.360,2.146,45.532,30.212,43.701,0.3,-72.1,85.0
10.480,8.809,1.343,2.068,43.335,26.978,44.067,0.1,-72.1,85.6
10.490,8.821,1.143,1.998,41.687,24.963,45.410,-0.2,-72.2,86.2
10.500,9.060,0.657,3.185,39.063,23.804,46.265,-0.6,-72.3,86.9
10.510,9.309,0.316,4.558,36.377,17.822,45.776,-1.1,-72.3,87.7
10.520,10.078,-0.212,3.698,35.645,6.714,42.236,-1.6,-72.5,88.5
10.530,11.320,-0.508,2.068,35.522,10.986,35.339,-2.0,-72.7,89.1
10.540,12.019,-0.430,1.931,40.649,31.433,25.696,-2.1,-72.7,89.4
10.550,11.149,-0.238,2.285,52.795,49.316,19.104,-1.8,-72.6,89.5
10.560,9.925,1.051,2.497,61.768,52.734,19.287,-1.2,-72.4,89.4
10.570,9.555,2.065,2.826,62.500,45.898,25.146,-0.6,-72.3,89.3
10.580,9.533,2.062,3.242,62.317,39.001,32.532,-0.2,-72.2,89.4
10.590,9.260,1.721,3.173,61.218,34.851,38.025,0.1,-72.1,89.7
10.600,9.216,1.433,2.947,57.800,31.616,40.222,0.2,-72.0,90.1
10.610,9.339,1.051,3.015,52.734,28.137,39.734,0.1,-72.0,90.6
10.620,9.392,0.594,3.015,49.133,25.208,37.964,0.1,-72.0,91.0
10.630,9.446,-0.232,3.063,49.072,27.344,37.964,-0.1,-72.1,91.6
10.640,9.660,-0.751,2.937,52.246,30.457,38.757,-0.3,-72.1,92.2
10.650,9.830,-0.715,2.548,54.565,31.311,39.246,-0.6,-72.0,92.9
10.660,9.644,-0.204,2.112,55.298,30.396,39.978,-0.9,-72.0,93.7
10.670,9.606,0.170,1.906,56.335,31.128,41.626,-1.1,-72.1,94.4
10.680,9.371,0.406,1.855,59.692,34.058,42.847,-1.3,-72.1,95.1
10.690,9.176,0.371,1.910,63.599,35.950,43.152,-1.5,-72.0,95.8
10.700,8.520,0.290,2.037,67.078,35.522,43.030,-1.6,-72.0,96.4
10.710,7.993,0.254,2.007,68.115,32.227,42.542,-1.7,-72.0,97.1
10.720,7.623,-0.020,2.096,66.956,28.137,41.748,-1.8,-72.0,97.8
10.730,7.875,-0.247,2.267,65.735,25.818,40.710,-1.9,-72.0,98.5
10.740,8.279,-0.347,2.511,65.918,23.193,39.368,-2.0,-72.1,99.2
10.750,8.921,-0.525,2.763,67.749,20.447,38.391,-2.1,-72.1,99.8
10.760,9.546,-0.442,2.692,71.960,17.822,37.354,-2.2,-72.2,100.5
10.770,10.023,-0.412,2.232,76.172,16.113,37.415,-2.2,-72.4,101.1
10.780,10.097,-0.538,1.919,78.125,17.822,37.415,-2.1,-72.5,101.8
10.790,9.844,-0.655,1.847,78.857,21.667,38.513,-2.1,-72.6,102.4
