BTS G-STUDIO File

--------------------------------------------------------
Versione File:		5
Sensor type:		GS2
Accelerometro (g):	±2
Magnetico (uT):	OFF
Giroscopio (°/s):	±2000
Frequenza (Hz):		100
GPS (Hz):		OFF
Informazioni sull’orientamento:	ON
Frames:	1725
--------------------------------------------------------

Time		Acc.			Gyro.		Roll	Pitch	Yaw
0.670	9.617	0.731	-3.181	-0.122	0.183	0.122	167.0	-71.5	158.7
0.680	9.608	0.727	-3.162	-0.183	0.183	0.122	167.0	-71.4	158.7
0.690	9.625	0.734	-3.142	-0.122	0.305	0.122	167.0	-71.4	158.7
0.700	9.570	0.710	-3.170	-0.061	0.183	0.122	167.0	-71.4	158.7
0.710	9.618	0.695	-3.231	-0.122	0.305	0.122	167.0	-71.4	158.7
0.720	9.600	0.754	-3.258	-0.183	0.305	0.122	167.0	-71.4	158.7
0.730	9.606	0.740	-3.157	-0.122	0.244	0.061	167.0	-71.4	158.7
0.740	9.628	0.712	-3.233	-0.183	0.366	0.061	167.0	-71.4	158.7
0.750	9.616	0.701	-3.182	-0.183	0.366	0.061	167.0	-71.4	158.7
0.760	9.619	0.719	-3.148	-0.183	0.366	0.061	167.0	-71.4	158.7
0.770	9.594	0.725	-3.148	-0.183	0.305	0.122	167.0	-71.4	158.7
0.780	9.606	0.689	-3.213	-0.122	0.366	0.122	167.0	-71.4	158.7
0.790	9.607	0.715	-3.121	-0.183	0.366	0.122	167.0	-71.4	158.7
0.800	9.571	0.719	-3.137	-0.183	0.366	0.122	167.0	-71.4	158.7
0.810	9.623	0.701	-3.122	-0.183	0.244	0.122	167.0	-71.4	158.7
0.820	9.599	0.729	-3.237	-0.061	0.366	0.061	167.0	-71.4	158.7
0.830	9.595	0.723	-3.182	-0.122	0.244	0.122	167.0	-71.4	158.7
0.840	9.624	0.751	-3.164	-0.122	0.305	0.183	167.0	-71.4	158.7
0.850	9.613	0.713	-3.148	-0.183	0.366	0.122	167.0	-71.4	158.7
0.860	9.608	0.718	-3.217	-0.183	0.366	0.061	167.0	-71.4	158.7
0.870	9.634	0.722	-3.157	-0.122	0.244	0.122	167.0	-71.4	158.7
0.880	9.611	0.743	-3.172	-0.183	0.183	0.122	167.0	-71.4	158.7
0.890	9.616	0.727	-3.180	-0.061	0.305	0.061	167.0	-71.4	158.7
0.900	9.610	0.733	-3.195	0.000	0.244	0.122	167.0	-71.4	158.7
0.910	9.580	0.674	-3.169	-0.122	0.305	0.122	167.0	-71.4	158.7
0.920	9.640	0.737	-3.207	-0.183	0.366	0.122	167.0	-71.4	158.7
0.930	9.648	0.715	-3.199	-0.183	0.244	0.122	167.0	-71.4	158.7
0.940	9.620	0.737	-3.137	-0.061	0.366	0.000	167.0	-71.4	158.7
0.950	9.629	0.719	-3.180	-0.122	0.366	0.000	167.0	-71.4	158.7
0.960	9.604	0.686	-3.203	-0.183	0.244	0.061	167.0	-71.4	158.7
0.970	9.594	0.731	-3.138	-0.183	0.305	0.061	167.0	-71.4	158.7
0.980	9.611	0.746	-3.170	-0.061	0.366	0.183	167.0	-71.4	158.7
0.990	9.610	0.736	-3.172	-0.122	0.244	0.122	167.0	-71.4	158.7
1.000	9.634	0.711	-3.217	-0.122	0.183	0.183	167.0	-71.4	158.7
1.010	9.623	0.733	-3.186	-0.122	0.244	0.122	167.0	-71.4	158.7
1.020	9.604	0.704	-3.177	-0.061	0.305	0.183	167.0	-71.4	158.7
1.030	9.586	0.689	-3.180	-0.183	0.244	0.122	167.0	-71.4	158.7
1.040	9.625	0.734	-3.144	-0.183	0.183	0.183	167.0	-71.4	158.7
1.050	9.610	0.706	-3.102	-0.183	0.305	0.122	167.0	-71.4	158.7
1.060	9.580	0.728	-3.126	-0.244	0.244	0.122	167.0	-71.4	158.7
1.070	9.636	0.715	-3.078	-0.183	0.427	0.061	167.0	-71.4	158.7
1.080	9.623	0.719	-3.163	-0.183	0.305	0.122	167.0	-71.4	158.7
1.090	9.597	0.724	-3.201	-0.244	0.305	0.122	167.0	-71.4	158.7
1.100	9.613	0.691	-3.168	-0.183	0.366	0.061	167.0	-71.4	158.7
1.110	9.618	0.736	-3.146	-0.183	0.244	0.122	167.0	-71.4	158.7
1.120	9.650	0.743	-3.187	-0.183	0.305	0.183	167.0	-71.5	158.7
1.130	9.601	0.747	-3.148	-0.122	0.244	0.183	167.0	-71.5	158.7
1.140	9.603	0.752	-3.183	-0.061	0.183	0.122	167.0	-71.5	158.7
1.150	9.607	0.725	-3.221	-0.061	0.183	0.122	167.0	-71.5	158.7
1.160	9.610	0.723	-3.188	-0.061	0.183	0.122	167.0	-71.4	158.7
1.170	9.617	0.728	-3.218	-0.061	0.244	0.122	167.0	-71.4	158.7
1.180	9.617	0.701	-3.195	-0.122	0.183	0.061	167.0	-71.4	158.7
1.190	9.598	0.723	-3.194	-0.122	0.183	0.061	167.0	-71.4	158.7
1.200	9.544	0.697	-3.181	-0.183	0.183	0.122	167.0	-71.4	158.7
1.210	9.613	0.716	-3.167	-0.122	0.183	0.122	167.0	-71.4	158.7
1.220	9.629	0.729	-3.191	-0.183	0.183	0.000	167.0	-71.4	158.7
1.230	9.598	0.758	-3.134	0.000	0.183	0.122	167.0	-71.4	158.7
1.240	9.610	0.719	-3.221	0.000	0.244	0.061	167.0	-71.4	158.7
1.250	9.611	0.724	-3.140	-0.061	0.183	0.061	167.0	-71.4	158.7
1.260	9.620	0.687	-3.124	-0.061	0.183	0.122	167.0	-71.4	158.7
1.270	9.601	0.709	-3.102	-0.122	0.122	0.122	167.0	-71.4	158.7
1.280	9.628	0.715	-3.134	-0.122	0.183	0.122	167.0	-71.4	158.7
1.290	9.611	0.698	-3.241	-0.122	0.122	0.122	167.0	-71.4	158.7
1.300	9.599	0.739	-3.200	0.000	0.183	0.122	167.0	-71.4	158.7
1.310	9.611	0.730	-3.197	-0.183	0.244	0.122	167.0	-71.4	158.7
1.320	9.594	0.737	-3.193	0.000	0.183	0.122	167.0	-71.4	158.7
1.330	9.606	0.718	-3.228	-0.122	0.122	0.122	167.0	-71.4	158.7
1.340	9.597	0.683	-3.107	-0.122	0.122	0.122	167.0	-71.4	158.7
1.350	9.601	0.664	-3.155	-0.183	0.122	0.122	167.0	-71.4	158.7
1.360	9.595	0.713	-3.144	-0.183	0.183	0.122	167.1	-71.4	158.7
1.370	9.634	0.711	-3.140	-0.061	0.183	0.122	167.1	-71.4	158.7
1.380	9.623	0.712	-3.160	-0.183	0.061	0.061	167.1	-71.4	158.7
1.390	9.606	0.747	-3.169	-0.122	0.183	0.061	167.1	-71.4	158.7
1.400	9.618	0.733	-3.239	-0.061	0.061	0.122	167.1	-71.4	158.7
1.410	9.576	0.718	-3.223	-0.183	0.183	0.122	167.1	-71.4	158.7
1.420	9.614	0.751	-3.229	-0.122	0.122	0.122	167.1	-71.4	158.7
1.430	9.624	0.731	-3.180	-0.183	0.244	0.122	167.1	-71.4	158.7
1.440	9.564	0.721	-3.194	-0.122	0.244	0.122	167.1	-71.4	158.7
1.450	9.619	0.743	-3.172	-0.183	0.183	0.122	167.1	-71.4	158.7
1.460	9.642	0.718	-3.198	-0.183	0.244	0.122	167.1	-71.4	158.7
1.470	9.618	0.699	-3.181	-0.244	0.183	0.122	167.1	-71.4	158.7
1.480	9.606	0.715	-3.162	-0.183	0.183	0.122	167.1	-71.4	158.7
1.490	9.612	0.693	-3.201	-0.244	0.183	0.122	167.1	-71.4	158.7
1.500	9.632	0.697	-3.233	-0.244	0.122	0.122	167.1	-71.4	158.7
1.510	9.608	0.713	-3.195	-0.183	0.122	0.122	167.1	-71.4	158.7
1.520	9.594	0.724	-3.224	-0.183	0.122	0.122	167.1	-71.4	158.7
1.530	9.606	0.753	-3.179	-0.183	0.183	0.183	167.1	-71.4	158.7
1.540	9.598	0.722	-3.211	-0.183	0.183	0.183	167.1	-71.4	158.7
1.550	9.611	0.713	-3.199	-0.183	0.244	0.183	167.1	-71.4	158.7
1.560	9.595	0.716	-3.134	-0.122	0.244	0.122	167.1	-71.4	158.7
1.570	9.623	0.723	-3.173	-0.183	0.183	0.122	167.1	-71.4	158.7
1.580	9.648	0.727	-3.149	-0.183	0.244	0.122	167.1	-71.4	158.7
1.590	9.635	0.707	-3.156	-0.183	0.244	0.122	167.1	-71.4	158.7
1.600	9.636	0.703	-3.191	-0.244	0.183	0.183	167.1	-71.4	158.7
1.610	9.617	0.709	-3.216	-0.244	0.183	0.122	167.1	-71.4	158.7
1.620	9.585	0.763	-3.234	-0.183	0.244	0.122	167.1	-71.4	158.7
1.630	9.616	0.723	-3.216	-0.183	0.305	0.122	167.1	-71.4	158.7
1.640	9.608	0.718	-3.254	-0.183	0.366	0.122	167.1	-71.4	158.7
1.650	9.624	0.729	-3.205	-0.244	0.305	0.183	167.1	-71.4	158.7
1.660	9.604	0.724	-3.162	-0.305	0.427	0.122	167.1	-71.4	158.7
1.670	9.630	0.754	-3.256	-0.366	0.244	0.244	167.1	-71.4	158.6
1.680	9.612	0.728	-3.138	-0.366	0.427	0.244	167.1	-71.4	158.6
1.690	9.603	0.729	-3.063	-0.244	0.305	0.183	167.1	-71.4	158.6
1.700	9.597	0.707	-3.210	-0.183	0.366	0.183	167.1	-71.4	158.6
1.710	9.628	0.718	-3.173	-0.244	0.244	0.305	167.1	-71.4	158.6
1.720	9.582	0.701	-3.148	-0.183	0.366	0.244	167.1	-71.4	158.6
1.730	9.600	0.707	-3.164	-0.305	0.305	0.122	167.1	-71.4	158.6
1.740	9.589	0.709	-3.176	-0.244	0.305	0.244	167.1	-71.4	158.6
1.750	9.565	0.731	-3.158	-0.366	0.366	0.183	167.1	-71.4	158.6
1.760	9.618	0.713	-3.198	-0.427	0.366	0.183	167.1	-71.4	158.6
1.770	9.625	0.699	-3.193	-0.427	0.488	0.244	167.1	-71.4	158.6
1.780	9.593	0.722	-3.160	-0.366	0.366	0.244	167.1	-71.4	158.6
1.790	9.589	0.733	-3.175	-0.305	0.427	0.244	167.1	-71.4	158.6
1.800	9.630	0.718	-3.120	-0.305	0.305	0.183	167.1	-71.4	158.6
1.810	9.565	0.711	-3.148	-0.305	0.427	0.183	167.1	-71.4	158.6
1.820	9.607	0.683	-3.167	-0.183	0.305	0.305	167.1	-71.4	158.6
1.830	9.634	0.711	-3.137	-0.366	0.305	0.244	167.1	-71.4	158.6
1.840	9.636	0.709	-3.221	-0.305	0.366	0.244	167.1	-71.4	158.6
1.850	9.575	0.691	-3.132	-0.244	0.305	0.244	167.1	-71.4	158.6
1.860	9.598	0.719	-3.151	-0.366	0.366	0.183	167.1	-71.4	158.6
1.870	9.599	0.722	-3.163	-0.305	0.244	0.305	167.1	-71.4	158.6
1.880	9.593	0.736	-3.207	-0.244	0.244	0.244	167.1	-71.4	158.6
1.890	9.592	0.710	-3.168	-0.305	0.244	0.244	167.1	-71.4	158.6
1.900	9.600	0.716	-3.187	-0.305	0.427	0.244	167.1	-71.4	158.6
1.910	9.632	0.760	-3.133	-0.305	0.366	0.244	167.1	-71.4	158.6
1.920	9.623	0.695	-3.180	-0.305	0.244	0.244	167.1	-71.4	158.5
1.930	9.643	0.710	-3.188	-0.366	0.366	0.244	167.1	-71.4	158.5
1.940	9.612	0.723	-3.175	-0.366	0.305	0.366	167.1	-71.4	158.5
1.950	9.636	0.709	-3.096	-0.366	0.305	0.183	167.1	-71.4	158.5
1.960	9.620	0.719	-3.172	-0.305	0.244	0.244	167.1	-71.4	158.5
1.970	9.625	0.737	-3.156	-0.244	0.305	0.183	167.1	-71.4	158.5
1.980	9.595	0.728	-3.173	-0.305	0.305	0.305	167.1	-71.4	158.5
1.990	9.620	0.719	-3.148	-0.305	0.305	0.244	167.1	-71.4	158.5
2.000	9.614	0.724	-3.199	-0.366	0.366	0.244	167.1	-71.4	158.5
2.010	9.597	0.716	-3.115	-0.305	0.244	0.244	167.1	-71.4	158.5
2.020	9.588	0.742	-3.183	-0.305	0.244	0.244	167.1	-71.4	158.5
2.030	9.626	0.707	-3.175	-0.366	0.244	0.244	167.1	-71.4	158.5
2.040	9.623	0.749	-3.198	-0.244	0.305	0.244	167.1	-71.4	158.5
2.050	9.608	0.716	-3.167	-0.183	0.244	0.183	167.1	-71.4	158.5
2.060	9.583	0.716	-3.217	-0.244	0.244	0.183	167.1	-71.4	158.5
2.070	9.611	0.721	-3.173	-0.183	0.244	0.305	167.2	-71.4	158.5
2.080	9.616	0.705	-3.151	-0.244	0.244	0.183	167.2	-71.4	158.5
2.090	9.610	0.710	-3.125	-0.305	0.305	0.244	167.2	-71.4	158.5
2.100	9.575	0.733	-3.207	-0.305	0.244	0.183	167.2	-71.4	158.5
2.110	9.587	0.719	-3.173	-0.305	0.183	0.183	167.2	-71.5	158.5
2.120	9.611	0.727	-3.181	-0.244	0.244	0.244	167.2	-71.4	158.5
2.130	9.594	0.693	-3.154	-0.305	0.305	0.183	167.2	-71.5	158.5
2.140	9.605	0.699	-3.156	-0.244	0.244	0.244	167.2	-71.5	158.5
2.150	9.646	0.693	-3.140	-0.305	0.183	0.305	167.2	-71.5	158.5
2.160	9.619	0.681	-3.177	-0.244	0.183	0.244	167.2	-71.5	158.5
2.170	9.630	0.722	-3.199	-0.366	0.305	0.244	167.2	-71.5	158.4
2.180	9.618	0.693	-3.167	-0.305	0.183	0.183	167.2	-71.5	158.4
2.190	9.626	0.748	-3.157	-0.244	0.244	0.244	167.2	-71.5	158.4
2.200	9.595	0.727	-3.166	-0.183	0.244	0.183	167.2	-71.5	158.4
2.210	9.622	0.685	-3.185	-0.244	0.183	0.183	167.2	-71.5	158.4
2.220	9.619	0.698	-3.258	-0.305	0.183	0.122	167.2	-71.5	158.4
2.230	9.618	0.692	-3.137	-0.244	0.183	0.122	167.2	-71.5	158.4
2.240	9.641	0.739	-3.164	-0.366	0.183	0.183	167.2	-71.5	158.4
2.250	9.617	0.717	-3.173	-0.305	0.244	0.122	167.2	-71.5	158.4
2.260	9.613	0.725	-3.140	-0.244	0.183	0.244	167.2	-71.5	158.4
2.270	9.624	0.717	-3.207	-0.244	0.305	0.183	167.2	-71.5	158.4
2.280	9.599	0.712	-3.122	-0.366	0.244	0.183	167.2	-71.5	158.4
2.290	9.625	0.685	-3.157	-0.366	0.183	0.183	167.2	-71.5	158.4
2.300	9.586	0.719	-3.182	-0.366	0.183	0.244	167.2	-71.5	158.4
2.310	9.603	0.718	-3.183	-0.305	0.061	0.244	167.2	-71.5	158.4
2.320	9.624	0.716	-3.205	-0.305	0.122	0.244	167.2	-71.5	158.4
2.330	9.597	0.716	-3.158	-0.366	0.183	0.244	167.2	-71.4	158.4
2.340	9.597	0.695	-3.186	-0.305	0.183	0.122	167.2	-71.4	158.4
2.350	9.642	0.709	-3.134	-0.244	0.183	0.122	167.2	-71.4	158.4
2.360	9.612	0.685	-3.197	-0.244	0.183	0.183	167.2	-71.4	158.4
2.370	9.594	0.704	-3.149	-0.305	0.244	0.183	167.2	-71.4	158.4
2.380	9.606	0.688	-3.145	-0.244	0.305	0.122	167.2	-71.5	158.4
2.390	9.626	0.727	-3.161	-0.305	0.183	0.122	167.2	-71.5	158.4
2.400	9.626	0.716	-3.176	-0.183	0.244	0.122	167.2	-71.5	158.4
2.410	9.634	0.721	-3.132	-0.244	0.183	0.122	167.2	-71.5	158.4
2.420	9.622	0.733	-3.160	-0.183	0.305	0.183	167.2	-71.5	158.4
2.430	9.603	0.701	-3.144	-0.183	0.244	0.183	167.2	-71.5	158.4
2.440	9.622	0.733	-3.120	-0.122	0.244	0.122	167.2	-71.5	158.4
2.450	9.603	0.715	-3.193	-0.183	0.183	0.122	167.2	-71.5	158.4
2.460	9.637	0.715	-3.191	-0.183	0.244	0.122	167.2	-71.5	158.4
2.470	9.628	0.719	-3.162	-0.183	0.244	0.122	167.2	-71.5	158.4
2.480	9.573	0.695	-3.201	-0.183	0.183	0.122	167.2	-71.5	158.4
2.490	9.611	0.731	-3.138	-0.183	0.183	0.122	167.2	-71.4	158.4
2.500	9.598	0.717	-3.157	-0.183	0.305	0.061	167.2	-71.5	158.4
2.510	9.600	0.730	-3.148	-0.183	0.366	0.061	167.2	-71.5	158.4
2.520	9.591	0.722	-3.201	-0.183	0.427	0.061	167.2	-71.5	158.4
2.530	9.586	0.724	-3.118	-0.183	0.305	0.000	167.2	-71.5	158.4
2.540	9.617	0.683	-3.148	-0.122	0.183	0.061	167.2	-71.5	158.4
2.550	9.606	0.698	-3.161	-0.183	0.183	-0.061	167.2	-71.5	158.4
2.560	9.634	0.692	-3.217	-0.122	0.122	0.122	167.2	-71.5	158.4
2.570	9.607	0.692	-3.102	-0.122	0.183	0.061	167.2	-71.4	158.4
2.580	9.610	0.725	-3.157	-0.061	0.183	0.061	167.2	-71.5	158.4
2.590	9.644	0.740	-3.146	-0.061	0.183	0.061	167.2	-71.4	158.4
2.600	9.617	0.707	-3.183	-0.061	0.122	0.000	167.2	-71.4	158.4
2.610	9.616	0.685	-3.161	-0.122	0.122	0.061	167.2	-71.4	158.4
2.620	9.606	0.679	-3.204	0.000	0.244	0.122	167.2	-71.4	158.4
2.630	9.618	0.747	-3.204	-0.061	0.183	0.122	167.2	-71.4	158.4
2.640	9.607	0.728	-3.148	0.000	0.244	0.122	167.2	-71.4	158.4
2.650	9.601	0.688	-3.175	-0.061	0.183	0.122	167.2	-71.4	158.4
2.660	9.613	0.703	-3.200	-0.122	0.244	0.122	167.2	-71.4	158.4
2.670	9.614	0.663	-3.185	-0.122	0.122	0.122	167.2	-71.4	158.4
2.680	9.575	0.712	-3.204	-0.122	0.183	0.000	167.2	-71.4	158.4
2.690	9.630	0.729	-3.187	-0.183	0.183	0.122	167.2	-71.4	158.4
2.700	9.637	0.701	-3.195	-0.122	0.305	0.122	167.2	-71.4	158.4
2.710	9.586	0.695	-3.195	-0.183	0.244	0.061	167.2	-71.4	158.4
2.720	9.636	0.716	-3.137	-0.183	0.244	0.122	167.2	-71.4	158.4
2.730	9.635	0.743	-3.183	-0.122	0.366	0.122	167.2	-71.4	158.4
2.740	9.624	0.694	-3.134	-0.183	0.305	0.000	167.2	-71.4	158.4
2.750	9.599	0.725	-3.162	-0.122	0.305	0.122	167.2	-71.4	158.4
2.760	9.599	0.728	-3.156	-0.122	0.244	0.122	167.2	-71.4	158.4
2.770	9.626	0.731	-3.124	-0.061	0.305	0.122	167.2	-71.4	158.4
2.780	9.640	0.715	-3.183	-0.122	0.366	0.000	167.2	-71.4	158.4
2.790	9.610	0.700	-3.145	-0.122	0.305	0.122	167.2	-71.4	158.4
2.800	9.624	0.703	-3.179	-0.061	0.305	0.122	167.2	-71.4	158.4
2.810	9.614	0.729	-3.114	-0.122	0.366	0.061	167.2	-71.4	158.4
2.820	9.616	0.718	-3.161	-0.122	0.305	0.122	167.2	-71.4	158.4
2.830	9.573	0.699	-3.195	-0.183	0.183	0.122	167.2	-71.4	158.4
2.840	9.628	0.674	-3.181	-0.183	0.244	0.061	167.2	-71.4	158.4
2.850	9.616	0.739	-3.142	-0.122	0.244	0.122	167.2	-71.4	158.4
2.860	9.667	0.701	-3.185	-0.061	0.305	0.122	167.2	-71.4	158.4
2.870	9.600	0.698	-3.114	-0.122	0.183	0.000	167.2	-71.4	158.4
2.880	9.616	0.697	-3.223	-0.061	0.244	0.122	167.2	-71.4	158.4
2.890	9.612	0.745	-3.106	-0.061	0.366	0.061	167.2	-71.4	158.4
2.900	9.649	0.713	-3.116	-0.122	0.183	0.061	167.2	-71.4	158.4
2.910	9.637	0.731	-3.120	0.000	0.244	0.122	167.2	-71.4	158.4
2.920	9.612	0.703	-3.201	-0.061	0.183	0.122	167.2	-71.4	158.4
2.930	9.611	0.717	-3.183	-0.122	0.183	0.061	167.2	-71.4	158.4
2.940	9.630	0.728	-3.189	0.000	0.183	0.122	167.2	-71.4	158.4
2.950	9.617	0.682	-3.191	-0.061	0.183	0.122	167.2	-71.4	158.4
2.960	9.629	0.734	-3.189	-0.183	0.183	0.061	167.2	-71.4	158.4
2.970	9.632	0.718	-3.126	-0.183	0.244	0.000	167.2	-71.4	158.4
2.980	9.598	0.736	-3.138	-0.183	0.305	0.122	167.2	-71.4	158.5
2.990	9.597	0.695	-3.176	-0.122	0.305	0.061	167.2	-71.4	158.5
3.000	9.619	0.728	-3.172	-0.183	0.366	0.122	167.2	-71.4	158.5
3.010	9.610	0.689	-3.121	-0.183	0.305	0.061	167.2	-71.4	158.5
3.020	9.625	0.679	-3.169	-0.122	0.183	0.122	167.2	-71.4	158.5
3.030	9.577	0.679	-3.139	-0.122	0.183	0.061	167.2	-71.4	158.5
3.040	9.591	0.730	-3.189	-0.122	0.183	0.122	167.2	-71.4	158.5
3.050	9.631	0.699	-3.187	0.000	0.122	0.122	167.2	-71.4	158.5
3.060	9.598	0.704	-3.154	0.061	0.122	0.122	167.2	-71.4	158.5
3.070	9.601	0.745	-3.229	0.000	0.122	0.122	167.2	-71.4	158.5
3.080	9.603	0.736	-3.198	0.000	0.122	0.122	167.2	-71.4	158.5
3.090	9.619	0.661	-3.130	0.000	0.122	0.122	167.2	-71.4	158.5
3.100	9.632	0.734	-3.222	-0.061	0.122	0.000	167.2	-71.4	158.5
3.110	9.629	0.719	-3.169	-0.183	0.122	0.061	167.2	-71.4	158.5
3.120	9.598	0.715	-3.192	-0.122	0.183	0.000	167.2	-71.4	158.5
3.130	9.569	0.700	-3.195	-0.183	0.183	0.000	167.2	-71.4	158.5
3.140	9.608	0.695	-3.152	-0.183	0.244	0.000	167.2	-71.4	158.5
3.150	9.653	0.716	-3.215	-0.122	0.183	0.061	167.2	-71.4	158.5
3.160	9.570	0.707	-3.175	-0.061	0.244	0.122	167.2	-71.4	158.5
