BTS G-STUDIO File

--------------------------------------------------------
Versione File:		5
Sensor type:		GS2
Accelerometro (g):	±2
Magnetico (uT):	OFF
Giroscopio (°/s):	±2000
Frequenza (Hz):		100
GPS (Hz):		OFF
Informazioni sull’orientamento:	ON
Frames:	946
--------------------------------------------------------

Time		Acc.			Gyro.		Roll	Pitch	Yaw
t(s)	X(m/s²)	Y(m/s²)	Z(m/s²)	X(°/s)	Y(°/s)	Z(°/s)	(°)	(°)	(°)
6.140	9.049	-0.434	0.555	3.601	-11.475	-2.197	-6.4	-77.7	159.1
6.150	8.627	-0.653	1.177	-1.770	-20.935	-10.376	-6.2	-78.0	158.8
6.160	8.416	-0.203	1.384	-6.714	-34.363	-21.179	-5.6	-78.3	158.2
6.170	9.118	2.062	0.452	-12.390	-39.001	-28.137	-4.5	-78.8	156.9
6.180	10.458	3.858	0.578	-22.461	-12.573	-21.362	-2.9	-79.1	155.1
6.190	10.363	3.056	1.369	-19.653	17.517	-8.301	-1.6	-79.0	153.6
6.200	8.725	0.688	2.710	-11.108	22.278	1.648	-1.1	-78.8	153.0
6.210	7.862	-1.994	8.400	-17.395	7.629	13.550	-1.7	-78.6	153.5
6.220	9.016	-4.625	14.283	-32.227	-32.410	35.950	-4.1	-78.4	155.6
6.230	14.825	-1.637	13.823	-46.204	-82.764	70.679	-8.4	-78.5	159.5
6.240	17.493	1.575	3.820	-42.542	-85.327	105.957	-14.2	-78.8	164.9
6.250	13.119	1.800	-2.324	-30.334	-20.325	108.032	-20.1	-79.0	170.7
6.260	11.798	1.146	6.655	-33.142	49.255	98.816	-24.2	-78.4	174.4
6.270	11.393	-1.623	7.214	-5.310	44.312	83.740	-26.3	-77.5	176.5
6.280	13.027	-4.866	6.398	4.883	6.287	56.335	-28.2	-76.8	178.5
6.290	15.889	-5.532	5.041	8.423	-20.081	24.658	-29.9	-76.6	-179.6
6.300	17.099	-4.378	3.136	9.460	-15.015	2.136	-30.9	-76.6	-178.5
6.310	14.885	-1.163	0.164	6.775	10.315	-7.996	-31.0	-76.6	-178.4
6.320	13.079	0.565	2.130	1.099	47.424	-6.836	-29.9	-76.5	-179.5
6.330	10.777	0.917	5.043	0.732	55.237	-8.484	-28.1	-76.1	178.7
6.340	9.247	2.268	4.332	0.000	38.574	-13.916	-26.3	-75.7	176.8
6.350	9.423	2.769	3.244	-7.813	24.109	-16.968	-24.6	-75.5	175.1
6.360	8.742	2.514	2.345	-18.677	18.433	-18.982	-23.1	-75.4	173.5
6.370	8.398	2.193	2.581	-26.978	17.822	-18.066	-21.9	-75.4	172.0
6.380	8.541	1.884	1.993	-32.227	19.714	-16.541	-20.9	-75.3	170.6
6.390	8.519	1.927	1.921	-38.208	23.560	-15.015	-20.0	-75.2	169.3
6.400	8.304	2.264	1.530	-41.626	26.855	-13.062	-19.1	-75.1	168.0
6.410	7.808	1.533	1.654	-43.762	30.029	-12.939	-18.3	-74.9	166.8
6.420	7.558	0.689	2.047	-45.776	26.550	-16.602	-17.6	-74.7	165.6
6.430	7.691	-0.201	1.648	-45.349	18.799	-22.034	-17.0	-74.6	164.5
6.440	8.031	-1.387	1.122	-47.791	13.245	-26.733	-16.4	-74.5	163.4
6.450	7.083	-1.790	0.178	-46.387	19.653	-27.954	-16.0	-74.5	162.4
6.460	6.754	-1.994	0.847	-42.908	32.959	-26.367	-15.5	-74.3	161.4
6.470	6.080	-2.127	0.768	-41.321	32.654	-25.879	-15.0	-74.1	160.5
6.480	5.669	-2.104	0.760	-35.889	33.569	-24.109	-14.6	-73.9	159.6
6.490	5.196	-2.034	0.845	-32.532	35.217	-20.569	-14.2	-73.6	158.8
6.500	5.144	-1.564	1.211	-29.846	32.532	-16.968	-13.9	-73.3	158.2
6.510	5.504	-1.400	1.207	-26.855	30.945	-13.916	-13.6	-73.1	157.6
6.520	5.871	-0.994	1.043	-25.574	30.396	-12.268	-13.4	-72.8	157.1
6.530	6.834	-0.494	1.055	-26.794	25.696	-12.817	-13.2	-72.6	156.6
6.540	7.729	-0.202	0.889	-25.513	24.475	-13.977	-12.9	-72.5	155.9
6.550	8.377	0.073	0.840	-26.611	25.940	-14.709	-12.5	-72.3	155.3
6.560	8.890	0.147	0.662	-27.832	23.193	-15.381	-12.1	-72.2	154.6
6.570	9.161	0.139	0.464	-28.198	17.822	-15.747	-11.8	-72.2	153.9
6.580	9.289	0.231	0.103	-28.931	9.094	-14.709	-11.5	-72.2	153.3
6.590	9.114	0.575	0.130	-30.029	4.333	-12.207	-11.3	-72.3	152.8
6.600	8.735	0.796	0.640	-30.823	4.944	-9.216	-11.2	-72.4	152.4
6.610	8.550	0.994	1.588	-30.945	4.578	-6.897	-11.1	-72.4	152.0
6.620	8.581	0.858	2.019	-31.982	-2.197	-3.357	-11.1	-72.5	151.6
6.630	8.676	0.266	2.137	-35.339	-14.099	4.211	-11.4	-72.7	151.6
6.640	8.652	-1.642	1.155	-33.997	-23.987	13.367	-12.2	-72.9	152.1
6.650	9.421	-2.252	1.366	-35.828	-31.372	15.259	-13.5	-73.2	153.1
6.660	10.590	-2.964	4.196	-27.771	-26.428	3.906	-14.6	-73.5	153.9
6.670	11.315	-2.398	7.119	-19.836	-17.639	-16.296	-14.9	-73.6	153.9
6.680	12.502	-1.392	9.794	-17.944	-25.513	-39.246	-14.2	-73.7	153.0
6.690	14.103	-0.540	11.718	1.953	-44.739	-56.580	-12.6	-73.9	151.3
6.700	16.025	-3.385	10.158	39.612	-38.696	-60.120	-10.3	-74.2	149.2
6.710	12.919	-4.106	7.362	39.063	-17.944	-56.335	-8.4	-74.3	147.6
6.720	10.219	-2.788	6.912	35.217	-11.169	-50.781	-6.7	-74.3	146.2
6.730	7.783	-0.928	4.885	26.672	-12.695	-50.232	-4.9	-74.3	144.7
6.740	7.888	0.226	4.634	18.066	-18.738	-51.697	-3.0	-74.4	142.9
6.750	7.693	1.658	3.804	13.611	-19.104	-47.241	-1.0	-74.5	141.0
6.760	9.644	1.833	3.903	11.963	-27.283	-37.415	0.9	-74.7	139.1
6.770	11.708	0.994	4.172	18.372	-24.902	-21.912	2.3	-74.9	137.9
6.780	13.912	-0.888	4.564	26.245	-22.156	-6.531	3.0	-75.1	137.4
6.790	15.361	-2.903	3.281	32.104	-31.067	-4.089	3.2	-75.3	137.4
6.800	14.928	-3.851	2.131	37.842	-18.555	-8.118	3.3	-75.6	137.7
6.810	11.526	-2.945	2.644	41.138	10.010	-10.986	3.5	-75.7	137.9
6.820	8.918	-1.974	4.585	43.396	10.925	-8.484	3.7	-75.5	138.1
6.830	8.402	-0.621	4.625	48.523	-6.042	-6.653	4.1	-75.4	138.1
6.840	9.620	-0.044	3.884	44.434	-16.724	-6.226	4.7	-75.5	138.0
6.850	9.970	0.266	3.391	38.635	-15.381	-5.432	5.4	-75.6	137.7
6.860	10.139	0.662	3.014	35.767	-17.639	-1.953	5.9	-75.8	137.5
6.870	9.783	0.656	2.187	34.851	-18.127	2.563	6.4	-75.9	137.4
6.880	8.824	0.271	1.979	33.813	-12.085	7.690	6.6	-76.1	137.5
6.890	8.068	-0.059	1.720	33.508	-10.620	11.902	6.5	-76.2	137.9
6.900	7.795	-0.493	1.591	33.447	-11.292	13.916	6.3	-76.4	138.5
6.910	7.292	-0.320	1.636	31.738	-12.329	15.381	5.9	-76.5	139.2
6.920	7.429	-1.006	1.433	31.311	-16.541	17.029	5.5	-76.7	140.0
6.930	7.508	-1.287	1.396	27.649	-17.395	19.714	4.8	-76.9	140.9
6.940	7.299	-1.478	0.524	29.663	-21.606	18.799	4.1	-77.2	142.0
6.950	7.017	-1.334	0.554	27.832	-16.235	22.888	3.1	-77.4	143.2
6.960	6.891	-0.670	0.385	31.799	-13.672	24.658	2.1	-77.6	144.6
6.970	6.645	-0.017	-0.015	32.288	-13.550	24.597	1.2	-77.8	145.8
6.980	6.623	0.379	0.461	30.334	-14.832	24.719	0.4	-78.0	147.0
6.990	6.657	0.147	0.119	34.973	-19.409	22.766	-0.3	-78.3	148.1
7.000	6.762	0.509	0.260	32.776	-22.644	21.606	-1.1	-78.5	149.1
7.010	6.953	0.569	0.267	30.701	-26.367	20.142	-1.7	-78.8	150.1
7.020	6.979	0.703	0.603	26.245	-30.457	17.456	-2.3	-79.2	151.0
7.030	7.395	0.509	0.452	27.222	-33.691	14.343	-2.7	-79.5	151.7
7.040	7.858	0.551	0.435	23.010	-30.579	11.963	-3.1	-79.9	152.3
7.050	8.004	0.557	0.869	24.963	-19.531	10.132	-3.4	-80.2	152.9
7.060	8.298	0.209	0.767	27.466	-10.132	9.338	-3.6	-80.3	153.3
7.070	8.444	0.152	1.076	25.085	-2.808	8.606	-3.8	-80.4	153.8
7.080	8.694	-0.409	0.977	30.945	2.380	8.972	-4.0	-80.4	154.3
7.090	8.641	-0.230	0.546	28.564	8.240	11.841	-4.4	-80.3	155.0
7.100	8.514	-0.497	-0.008	26.917	16.968	16.174	-5.0	-80.2	155.9
7.110	8.312	-1.056	0.055	21.179	20.569	19.897	-5.9	-80.1	157.1
7.120	8.107	-1.523	0.547	21.240	20.935	22.034	-7.1	-79.9	158.5
7.130	7.976	-2.450	0.563	21.606	17.334	21.973	-8.4	-79.7	160.0
7.140	7.858	-2.938	1.095	15.564	9.033	16.357	-9.7	-79.6	161.5
7.150	7.648	-3.422	1.846	11.658	-6.531	4.395	-10.7	-79.6	162.6
7.160	8.016	-2.206	2.130	7.324	-33.264	-11.230	-11.2	-79.8	163.2
7.170	9.410	1.086	0.856	9.644	-57.922	-22.705	-10.8	-80.4	162.8
7.180	11.645	3.577	-0.665	6.592	-56.641	-19.348	-9.6	-81.1	161.7
7.190	12.702	3.786	-1.486	5.859	-27.344	-2.991	-8.3	-81.6	160.5
7.200	11.296	2.205	-0.511	10.498	-0.854	12.024	-7.9	-81.8	160.2
7.210	10.524	-2.140	4.142	2.563	7.507	25.024	-8.9	-81.8	161.2
7.220	12.663	-3.374	13.511	-13.794	-24.475	37.231	-12.0	-81.6	164.2
7.230	16.004	-0.054	11.775	-9.949	-100.586	48.157	-16.1	-81.7	168.3
7.240	18.968	2.535	3.895	-17.944	-119.873	66.101	-22.1	-82.4	174.2
7.250	14.600	1.675	-3.744	-18.982	-27.588	76.721	-28.5	-82.7	-179.6
7.260	9.587	1.582	1.296	-17.517	63.477	71.472	-31.7	-82.2	-176.5
7.270	9.161	-0.131	8.608	-11.719	62.805	65.735	-32.5	-81.2	-175.9
7.280	11.489	-0.472	7.542	-5.859	9.827	52.368	-33.4	-80.4	-174.9
7.290	13.811	-2.025	3.304	-2.075	-25.146	38.391	-35.3	-80.2	-173.0
7.300	15.254	-3.006	-0.033	-7.141	-18.433	27.527	-37.7	-80.2	-170.6
7.310	15.512	-2.454	0.576	-17.761	16.418	18.799	-39.2	-80.0	-169.3
7.320	13.073	-0.544	2.052	-21.240	42.786	11.780	-38.9	-79.7	-169.8
7.330	10.773	0.768	3.196	-21.240	46.692	8.362	-37.7	-79.3	-171.3
7.340	9.446	0.479	3.973	-24.231	28.992	1.038	-36.3	-79.0	-172.9
7.350	9.321	0.910	4.050	-23.071	10.742	-6.958	-35.3	-78.8	-174.2
7.360	9.527	1.038	3.106	-24.597	1.160	-8.911	-34.4	-78.8	-175.3
7.370	9.376	1.423	2.331	-25.879	4.578	-6.531	-33.7	-78.9	-176.3
7.380	9.358	1.201	2.138	-24.902	11.475	-2.319	-33.0	-78.8	-177.2
7.390	9.087	1.027	1.734	-23.315	17.334	-1.160	-32.3	-78.8	-178.2
7.400	8.526	0.846	1.790	-21.118	25.024	-1.587	-31.4	-78.6	-179.2
7.410	8.007	0.818	2.023	-18.372	25.574	-3.723	-30.5	-78.4	179.6
7.420	8.055	0.441	2.241	-19.959	21.667	-5.432	-29.5	-78.3	178.4
7.430	8.474	-0.187	1.778	-22.278	15.320	-8.179	-28.7	-78.2	177.4
7.440	8.756	-0.412	1.581	-24.963	14.282	-12.146	-28.1	-78.1	176.5
7.450	8.276	-0.688	1.274	-26.978	17.517	-14.160	-27.4	-78.0	175.5
7.460	7.534	-0.761	1.353	-26.917	21.545	-13.489	-26.6	-77.9	174.5
7.470	7.140	-1.016	1.191	-27.466	22.522	-12.268	-26.0	-77.8	173.5
7.480	7.098	-1.036	1.590	-28.076	22.522	-11.475	-25.4	-77.6	172.7
7.490	7.010	-1.084	1.216	-22.339	20.142	-11.047	-24.9	-77.5	171.8
7.500	7.044	-1.086	1.107	-20.386	20.142	-10.437	-24.4	-77.4	171.1
7.510	7.006	-1.110	1.199	-19.714	21.973	-10.132	-23.9	-77.2	170.4
7.520	6.727	-0.698	1.116	-19.165	22.217	-8.362	-23.4	-77.1	169.7
7.530	7.224	-0.678	1.812	-19.165	22.278	-6.104	-23.0	-76.9	169.1
7.540	8.155	-0.561	1.412	-20.142	13.977	-5.920	-22.7	-76.8	168.6
7.550	8.735	-0.513	1.373	-18.677	14.160	-4.944	-22.5	-76.7	168.1
7.560	9.361	-0.435	1.231	-18.066	16.602	-3.235	-22.3	-76.6	167.7
7.570	9.528	-0.195	0.589	-19.287	18.372	-3.418	-22.0	-76.5	167.3
7.580	9.343	-0.062	0.467	-21.667	24.475	-3.235	-21.8	-76.4	166.8
7.590	8.920	0.148	0.703	-23.987	30.090	-2.502	-21.4	-76.2	166.2
7.600	8.903	0.336	0.718	-25.635	30.640	-2.686	-21.1	-76.0	165.6
7.610	9.003	0.411	0.429	-27.649	32.043	-3.418	-20.7	-75.8	164.9
7.620	8.902	0.478	0.381	-29.785	34.668	-3.601	-20.3	-75.6	164.2
7.630	8.666	0.564	0.445	-31.921	31.555	-4.517	-19.9	-75.4	163.5
7.640	8.382	1.045	0.686	-32.104	23.682	-5.859	-19.5	-75.2	162.8
7.650	8.137	1.409	1.758	-31.372	17.151	-5.554	-19.2	-75.2	162.1
7.660	8.304	0.983	2.521	-29.846	9.827	-4.456	-18.9	-75.1	161.4
7.670	8.295	0.938	2.209	-28.931	1.282	-0.793	-18.7	-75.1	161.0
7.680	8.613	0.256	1.342	-34.546	-3.662	7.019	-19.0	-75.1	161.0
7.690	9.456	-0.228	0.657	-33.020	-7.629	11.536	-19.8	-75.2	161.4
7.700	10.953	-0.994	0.163	-45.776	-8.118	9.583	-20.8	-75.3	162.0
7.710	11.746	-1.443	0.326	-46.326	-6.714	-3.845	-21.5	-75.5	162.3
7.720	12.125	-0.297	1.506	-44.739	-3.784	-19.897	-21.6	-75.7	161.9
7.730	11.919	0.622	2.772	-35.156	0.671	-35.217	-20.8	-75.9	160.6
7.740	11.151	1.392	3.840	-31.067	1.282	-45.654	-19.1	-76.0	158.6
7.750	10.288	1.561	5.660	-29.114	-8.484	-49.622	-17.1	-76.2	156.2
7.760	10.801	-0.312	9.295	-13.794	-15.015	-48.767	-14.9	-76.3	153.8
7.770	13.626	-4.608	10.280	7.874	-25.635	-49.988	-12.9	-76.4	151.9
7.780	14.754	-7.852	8.196	15.198	-28.503	-55.237	-11.6	-76.5	150.6
7.790	12.614	-6.650	6.871	25.879	-17.761	-57.861	-10.3	-76.5	149.4
7.800	9.460	-4.841	5.055	31.128	-2.258	-55.176	-8.7	-76.5	148.0
7.810	7.410	-2.823	4.538	26.611	-6.226	-54.138	-6.8	-76.5	146.4
7.820	7.127	-1.295	3.901	24.414	-16.052	-51.209	-4.9	-76.5	144.6
7.830	8.006	-0.494	3.236	26.367	-18.555	-42.297	-2.9	-76.7	142.8
7.840	9.088	-0.074	3.129	27.100	-17.578	-31.128	-1.3	-76.8	141.4
7.850	11.222	-0.528	3.404	28.748	-17.456	-19.287	-0.1	-77.0	140.5
7.860	13.119	-1.187	3.813	34.180	-16.174	-12.817	0.7	-77.1	140.0
7.870	14.407	-1.585	3.548	38.513	-17.761	-14.404	1.4	-77.2	139.6
7.880	13.416	-1.412	2.878	39.124	-8.179	-18.799	2.3	-77.4	139.1
7.890	10.583	-0.957	3.554	34.729	11.414	-18.738	3.2	-77.3	138.5
7.900	9.078	-1.116	5.118	30.762	14.282	-16.602	3.9	-77.1	138.1
7.910	8.392	-0.240	4.480	29.053	1.282	-15.808	4.7	-76.9	137.6
7.920	8.724	0.174	4.005	24.414	-6.348	-11.719	5.4	-76.8	137.1
7.930	9.365	0.187	3.659	19.470	-10.254	-8.179	6.0	-76.8	136.7
7.940	9.394	-0.171	2.994	17.029	-9.399	-6.042	6.5	-76.9	136.4
7.950	9.083	-0.402	2.679	16.785	-4.639	-5.310	6.8	-76.9	136.3
7.960	8.966	-0.754	2.485	18.188	-1.526	-5.981	7.0	-76.9	136.2
7.970	8.571	-1.466	2.396	18.433	1.892	-6.836	7.2	-76.9	136.1
7.980	8.310	-1.344	2.491	20.508	2.258	-8.545	7.5	-76.8	136.1
7.990	8.001	-1.157	2.548	21.729	0.305	-8.667	7.7	-76.8	136.0
8.000	7.904	-1.092	2.778	19.531	-2.930	-7.141	8.0	-76.8	135.9
8.010	7.896	-0.919	2.181	18.860	-8.728	-5.615	8.2	-76.8	135.9
8.020	8.013	-1.034	1.891	15.686	-10.315	-2.991	8.4	-76.9	135.9
8.030	8.171	-1.000	1.982	12.573	-7.507	-0.305	8.3	-77.0	136.0
8.040	8.225	-0.540	1.560	13.794	-5.615	1.831	8.3	-77.1	136.2
8.050	8.295	-0.160	1.283	15.808	-2.930	4.211	8.1	-77.2	136.5
8.060	8.121	-0.236	1.620	17.761	0.305	6.836	8.0	-77.2	136.8
8.070	8.127	-0.385	1.867	23.743	-0.061	6.958	7.8	-77.2	137.2
8.080	7.931	-0.355	1.889	21.790	-2.991	7.019	7.6	-77.3	137.7
8.090	7.890	-0.329	2.018	21.240	-7.080	6.592	7.4	-77.3	138.1
8.100	8.058	-0.205	1.892	20.386	-11.597	5.676	7.3	-77.5	138.4
8.110	8.388	0.120	1.598	18.738	-14.832	3.784	7.3	-77.6	138.5
8.120	8.475	0.608	1.392	16.052	-15.747	1.465	7.5	-77.8	138.5
8.130	8.443	0.877	1.172	12.878	-15.686	-0.061	7.8	-78.0	138.3
8.140	8.344	0.895	1.130	10.681	-15.930	-0.793	8.2	-78.1	138.0
8.150	8.379	0.772	1.137	9.216	-17.456	-1.526	8.7	-78.3	137.7
8.160	8.575	0.468	1.210	8.545	-18.860	-1.404	9.1	-78.5	137.4
8.170	9.043	0.294	1.350	8.362	-19.897	-1.953	9.5	-78.8	137.1
8.180	9.376	0.012	1.246	7.935	-19.470	-2.441	9.8	-79.0	136.8
8.190	9.726	-0.228	1.181	7.568	-17.700	-2.380	10.1	-79.2	136.5
8.200	9.795	-0.585	1.173	7.141	-12.024	-2.319	10.4	-79.4	136.4
8.210	9.810	-0.703	1.815	5.432	-5.066	-3.418	10.4	-79.5	136.3
8.220	9.794	-0.834	2.383	5.676	-0.854	-4.456	10.5	-79.5	136.4
8.230	9.491	-0.730	2.578	7.080	1.038	-4.761	10.5	-79.4	136.4
8.240	9.626	-0.539	2.621	7.874	-1.038	-3.418	10.5	-79.4	136.5
8.250	9.697	-0.634	2.367	8.850	0.488	0.793	10.4	-79.4	136.7
8.260	9.407	-0.815	2.452	8.972	4.150	5.310	9.9	-79.4	137.2
8.270	8.986	-1.122	2.495	8.118	4.333	8.728	9.3	-79.3	137.9
8.280	8.617	-1.061	2.122	8.057	2.014	10.010	8.5	-79.3	138.8
8.290	8.516	-0.813	1.351	7.446	-0.366	10.376	7.7	-79.3	139.7
8.300	8.474	-0.563	0.936	6.592	-0.916	10.193	7.0	-79.3	140.4
8.310	8.322	-0.238	0.806	5.981	-0.427	8.972	6.5	-79.4	141.0
8.320	8.146	-0.215	1.055	7.080	-0.122	6.592	6.1	-79.4	141.5
8.330	8.119	-0.330	1.610	10.986	-1.892	3.418	5.9	-79.5	141.8
8.340	8.694	-0.788	2.357	16.785	-8.423	1.343	5.8	-79.5	142.0
8.350	9.588	-1.409	3.113	22.705	-18.433	1.831	5.7	-79.7	142.3
8.360	10.999	-1.676	3.780	25.818	-28.076	6.165	5.4	-79.9	142.8
8.370	12.441	-1.442	3.921	25.269	-32.715	14.160	4.6	-80.1	143.9
8.380	12.869	-0.284	3.301	20.630	-30.396	22.278	3.4	-80.4	145.3
8.390	12.060	0.949	2.915	13.916	-16.357	28.564	2.0	-80.6	146.9
8.400	10.621	1.322	3.663	11.719	0.000	32.776	0.5	-80.6	148.6
8.410	10.221	1.092	3.853	13.306	2.258	32.715	-1.0	-80.5	150.2
8.420	10.564	0.536	3.042	11.719	-0.244	30.457	-2.5	-80.4	151.8
8.430	10.578	0.424	2.511	7.996	1.892	27.649	-3.9	-80.3	153.4
8.440	10.546	0.582	2.328	3.296	6.714	26.123	-5.2	-80.2	154.7
8.450	10.475	0.800	2.335	0.549	12.451	25.940	-6.4	-80.1	156.0
8.460	10.090	1.058	2.387	-0.244	17.700	25.818	-7.5	-79.9	157.0
8.470	9.722	1.143	2.673	-1.343	23.804	26.367	-8.4	-79.6	158.0
8.480	9.380	1.271	3.246	-2.563	25.696	26.123	-9.2	-79.3	158.8
8.490	9.462	1.275	3.251	-2.686	23.193	24.292	-9.9	-79.0	159.5
8.500	10.056	1.043	3.007	-4.028	19.043	19.836	-10.4	-78.7	160.0
8.510	10.528	0.435	2.619	-6.104	16.479	13.794	-10.8	-78.5	160.3
8.520	10.652	0.144	2.193	-7.690	14.038	5.127	-10.9	-78.3	160.3
8.530	10.354	0.108	2.156	-8.362	13.977	-2.502	-10.7	-78.2	160.1
8.540	9.871	0.053	2.489	-6.958	13.062	-6.775	-10.3	-78.0	159.6
8.550	9.636	0.297	2.467	-4.700	9.338	-8.911	-9.7	-77.9	159.0
8.560	9.518	0.567	2.193	-3.662	7.019	-9.338	-9.1	-77.9	158.3
8.570	9.367	0.861	2.347	-3.662	8.301	-8.301	-8.5	-77.8	157.6
8.580	9.326	0.971	2.467	-4.395	10.925	-6.836	-7.9	-77.7	157.0
8.590	9.263	1.013	2.575	-4.822	13.916	-5.615	-7.3	-77.6	156.4
8.600	9.191	0.917	2.710	-5.066	16.663	-4.578	-6.8	-77.4	155.8
8.610	9.217	0.924	2.784	-4.944	17.822	-4.272	-6.3	-77.2	155.2
8.620	9.082	0.856	2.588	-4.333	17.639	-4.333	-5.9	-77.0	154.7
8.630	8.950	0.742	2.411	-4.211	16.907	-4.700	-5.4	-76.9	154.2
8.640	8.811	0.536	2.238	-4.272	15.259	-5.798	-5.0	-76.7	153.8
8.650	8.707	0.166	2.248	-4.639	14.771	-7.568	-4.6	-76.6	153.3
8.660	8.596	-0.078	2.155	-4.333	14.343	-9.583	-4.1	-76.4	152.8
8.670	8.717	-0.201	1.887	-4.028	12.878	-11.047	-3.7	-76.3	152.3
8.680	8.832	-0.329	2.080	-3.662	11.902	-11.353	-3.3	-76.2	151.8
8.690	8.891	-0.314	2.114	-2.991	9.888	-10.925	-2.9	-76.1	151.3
8.700	9.047	-0.204	2.224	-2.075	7.935	-9.888	-2.5	-76.0	151.0
8.710	9.231	-0.057	2.273	-1.648	7.629	-7.141	-2.2	-76.0	150.6
8.720	9.222	0.014	2.587	-1.160	9.766	-3.540	-2.0	-75.9	150.4
8.730	9.182	0.051	2.843	0.000	11.108	0.061	-1.9	-75.8	150.3
8.740	9.405	-0.083	3.036	1.221	10.498	2.625	-2.0	-75.6	150.4
8.750	9.611	-0.138	2.753	3.113	9.399	3.723	-2.1	-75.5	150.5
8.760	9.735	-0.214	2.619	5.066	10.132	4.211	-2.2	-75.4	150.7
8.770	9.823	-0.100	2.483	5.920	10.742	3.967	-2.3	-75.3	150.8
8.780	9.814	0.024	2.176	5.920	11.658	3.357	-2.4	-75.2	151.0
8.790	9.836	0.250	2.082	4.395	12.634	2.136	-2.4	-75.1	151.0
8.800	9.789	0.498	2.118	2.686	12.634	0.061	-2.3	-75.0	150.9
8.810	9.661	0.737	2.189	1.343	12.268	-2.075	-2.1	-74.9	150.7
8.820	9.625	0.722	2.361	0.671	11.108	-3.662	-1.8	-74.8	150.5
8.830	9.557	0.686	2.416	0.366	9.888	-4.944	-1.5	-74.8	150.2
8.840	9.367	0.634	2.569	0.244	9.705	-5.188	-1.1	-74.7	149.8
8.850	9.170	0.585	2.696	-0.122	9.033	-4.883	-0.8	-74.6	149.5
8.860	9.105	0.657	2.642	-0.366	7.568	-4.211	-0.6	-74.5	149.2
8.870	9.102	0.558	2.618	-0.122	6.836	-3.418	-0.3	-74.4	149.0
8.880	9.229	0.377	2.580	-0.061	6.592	-2.991	-0.1	-74.4	148.8
8.890	9.403	0.078	2.570	-0.061	6.836	-3.052	0.0	-74.3	148.6
8.900	9.587	-0.068	2.559	-0.183	6.958	-3.845	0.2	-74.2	148.5
8.910	9.631	-0.159	2.438	-0.244	7.080	-4.883	0.3	-74.2	148.3
8.920	9.622	-0.179	2.471	0.183	7.629	-5.798	0.5	-74.1	148.1
8.930	9.399	-0.102	2.553	0.366	8.423	-6.653	0.7	-74.1	147.9
8.940	9.209	0.132	2.623	0.488	7.874	-7.080	0.9	-74.0	147.7
8.950	9.094	0.232	2.662	0.671	6.165	-7.080	1.2	-73.9	147.4
8.960	9.061	0.209	2.673	0.366	4.883	-6.165	1.4	-73.9	147.1
8.970	9.164	0.184	2.479	-0.122	3.296	-5.005	1.6	-73.8	146.9
8.980	9.230	0.069	2.319	-1.648	1.831	-4.517	1.8	-73.8	146.8
8.990	9.314	0.067	2.291	-2.808	2.319	-4.272	1.9	-73.8	146.6
9.000	9.315	0.181	2.356	-2.808	3.662	-3.906	2.0	-73.8	146.5
9.010	9.180	0.231	2.383	-1.465	5.188	-2.747	2.1	-73.8	146.3
9.020	9.103	0.159	2.374	-1.709	5.859	-0.916	2.1	-73.7	146.3
9.030	9.196	0.081	2.472	-2.502	4.272	-0.305	2.1	-73.7	146.3
9.040	9.313	0.111	2.490	-3.357	2.014	-1.099	2.1	-73.7	146.2
9.050	9.411	0.138	2.531	-3.479	0.793	-2.075	2.2	-73.7	146.1
9.060	9.418	0.165	2.443	-2.869	1.038	-2.563	2.2	-73.7	146.0
9.070	9.486	0.037	2.371	-2.991	1.709	-2.441	2.3	-73.7	146.0
9.080	9.386	-0.029	2.331	-3.723	2.380	-2.136	2.3	-73.7	145.9
9.090	9.288	-0.013	2.351	-4.150	2.930	-2.075	2.3	-73.7	145.8
9.100	9.263	0.114	2.329	-4.150	2.197	-2.319	2.3	-73.7	145.8
9.110	9.302	0.223	2.199	-4.028	1.648	-2.808	2.4	-73.7	145.6
9.120	9.368	0.273	2.279	-3.662	1.709	-3.113	2.5	-73.7	145.5
9.130	9.415	0.311	2.331	-3.479	2.014	-3.357	2.6	-73.7	145.4
9.140	9.449	0.282	2.435	-3.662	1.343	-3.418	2.7	-73.7	145.2
9.150	9.486	0.174	2.341	-3.906	0.000	-3.540	2.8	-73.7	145.1
9.160	9.440	0.038	2.406	-4.150	-0.793	-3.052	2.9	-73.8	144.9
9.170	9.388	-0.117	2.498	-4.150	-0.671	-2.930	2.9	-73.8	144.9
9.180	9.519	-0.165	2.572	-3.723	-0.427	-2.869	2.9	-73.8	144.8
9.190	9.585	-0.127	2.531	-3.479	-0.977	-2.930	3.0	-73.8	144.7
9.200	9.600	-0.153	2.450	-3.784	-1.282	-2.686	3.0	-73.9	144.6
9.210	9.604	-0.187	2.456	-4.150	-0.610	-2.014	3.0	-73.9	144.6
9.220	9.642	-0.229	2.586	-4.395	0.244	-1.587	2.9	-73.9	144.6
9.230	9.508	-0.138	2.647	-4.272	0.549	-1.465	2.9	-73.9	144.6
9.240	9.450	-0.145	2.526	-4.456	1.465	-1.221	2.8	-73.9	144.6
9.250	9.327	-0.153	2.589	-4.883	2.686	-0.610	2.8	-73.9	144.6
9.260	9.194	-0.125	2.718	-4.639	3.845	0.122	2.7	-73.9	144.6
