BTS G-STUDIO File

--------------------------------------------------------
Versione File:		5
Sensor type:		GS2
Accelerometro (g):	±2
Magnetico (uT):	OFF
Giroscopio (°/s):	±2000
Frequenza (Hz):		100
GPS (Hz):		OFF
Informazioni sull’orientamento:	ON
Frames:	946
--------------------------------------------------------

Time		Acc.			Gyro.		Roll	Pitch	Yaw
t(s)	X(m/s²)	Y(m/s²)	Z(m/s²)	X(°/s)	Y(°/s)	Z(°/s)	(°)	(°)	(°)
3.020	9.219	-0.290	3.016	0.305	0.427	0.183	-5.6	-72.1	143.5
3.030	9.245	-0.300	2.932	0.305	0.427	0.122	-5.6	-72.1	143.5
3.040	9.207	-0.301	2.958	0.366	0.549	0.061	-5.6	-72.1	143.6
3.050	9.215	-0.266	2.957	0.366	0.549	0.061	-5.6	-72.1	143.6
3.060	9.213	-0.270	2.915	0.366	0.549	0.061	-5.6	-72.1	143.5
3.070	9.184	-0.319	2.943	0.366	0.549	0.122	-5.6	-72.1	143.6
3.080	9.212	-0.294	2.989	0.244	0.549	0.061	-5.6	-72.1	143.6
3.090	9.219	-0.303	2.942	0.183	0.427	-0.061	-5.6	-72.1	143.6
3.100	9.222	-0.244	2.971	0.061	0.366	0.061	-5.6	-72.1	143.5
3.110	9.206	-0.251	2.922	0.061	0.488	0.061	-5.6	-72.1	143.5
3.120	9.199	-0.294	2.940	0.061	0.244	0.061	-5.6	-72.1	143.5
3.130	9.180	-0.307	2.916	0.061	0.061	0.061	-5.6	-72.1	143.5
3.140	9.198	-0.296	2.993	0.061	0.122	0.061	-5.6	-72.1	143.5
3.150	9.249	-0.275	2.959	0.000	0.305	-0.061	-5.6	-72.1	143.5
3.160	9.198	-0.264	2.979	0.061	0.549	-0.061	-5.6	-72.1	143.5
3.170	9.192	-0.294	2.935	0.366	0.549	-0.061	-5.6	-72.1	143.5
3.180	9.197	-0.287	2.892	0.366	0.488	0.000	-5.6	-72.1	143.5
3.190	9.203	-0.342	2.914	0.366	0.366	0.122	-5.6	-72.1	143.5
3.200	9.160	-0.327	2.967	0.305	0.427	0.061	-5.6	-72.1	143.5
3.210	9.193	-0.280	2.967	0.366	0.183	-0.061	-5.6	-72.1	143.5
3.220	9.221	-0.277	2.994	0.244	0.061	-0.122	-5.6	-72.1	143.5
3.230	9.239	-0.260	3.002	0.366	0.000	-0.061	-5.6	-72.1	143.5
3.240	9.245	-0.299	2.934	0.305	0.000	0.061	-5.6	-72.2	143.5
3.250	9.245	-0.294	2.963	0.305	-0.061	0.000	-5.6	-72.2	143.5
3.260	9.197	-0.311	2.970	0.244	0.061	-0.122	-5.6	-72.2	143.5
3.270	9.219	-0.326	2.972	0.122	0.000	0.061	-5.6	-72.2	143.5
3.280	9.207	-0.300	2.976	0.122	-0.122	-0.061	-5.6	-72.2	143.5
3.290	9.197	-0.302	2.953	-0.061	0.122	-0.061	-5.6	-72.2	143.5
3.300	9.206	-0.218	2.976	-0.122	0.305	-0.122	-5.6	-72.2	143.5
3.310	9.233	-0.264	2.878	0.000	0.488	-0.061	-5.6	-72.2	143.5
3.320	9.210	-0.260	2.951	0.122	0.793	0.061	-5.6	-72.2	143.5
3.330	9.213	-0.290	2.935	0.122	0.549	0.061	-5.6	-72.2	143.5
3.340	9.200	-0.315	2.926	0.000	0.427	0.000	-5.6	-72.2	143.5
3.350	9.186	-0.349	2.971	-0.061	0.305	-0.122	-5.6	-72.2	143.5
3.360	9.213	-0.356	2.912	-0.122	0.427	-0.183	-5.6	-72.2	143.5
3.370	9.241	-0.321	2.989	-0.122	0.610	-0.122	-5.6	-72.2	143.5
3.380	9.227	-0.329	2.947	-0.122	0.549	-0.122	-5.6	-72.2	143.5
3.390	9.229	-0.293	2.946	0.122	0.488	-0.122	-5.6	-72.2	143.5
3.400	9.170	-0.335	2.966	0.244	0.366	-0.061	-5.6	-72.2	143.5
3.410	9.156	-0.338	2.955	0.366	0.183	0.000	-5.6	-72.2	143.5
3.420	9.223	-0.379	2.954	0.244	0.122	0.000	-5.6	-72.2	143.5
3.430	9.174	-0.326	2.948	0.305	0.061	-0.061	-5.6	-72.2	143.5
3.440	9.168	-0.295	2.977	0.244	0.122	-0.061	-5.6	-72.2	143.5
3.450	9.243	-0.228	2.965	0.183	0.366	0.061	-5.6	-72.2	143.5
3.460	9.215	-0.250	2.929	0.061	0.427	0.183	-5.6	-72.2	143.5
3.470	9.206	-0.290	2.955	0.122	0.549	0.122	-5.6	-72.2	143.5
3.480	9.173	-0.240	2.932	0.000	0.366	0.122	-5.6	-72.2	143.5
3.490	9.179	-0.314	2.983	0.122	0.244	0.061	-5.6	-72.2	143.5
3.500	9.193	-0.307	2.930	0.122	0.122	0.000	-5.6	-72.2	143.5
3.510	9.205	-0.315	2.906	0.244	0.122	-0.061	-5.6	-72.2	143.5
3.520	9.221	-0.326	2.942	0.244	0.061	-0.305	-5.6	-72.2	143.5
3.530	9.178	-0.343	2.970	0.366	-0.061	-0.366	-5.6	-72.2	143.5
3.540	9.184	-0.329	2.982	0.366	-0.183	-0.244	-5.6	-72.2	143.5
3.550	9.210	-0.323	2.978	0.366	-0.244	-0.122	-5.6	-72.2	143.5
3.560	9.191	-0.324	2.979	0.366	-0.244	0.000	-5.6	-72.2	143.5
3.570	9.179	-0.354	2.861	0.427	-0.549	-0.061	-5.6	-72.2	143.5
3.580	9.207	-0.354	2.839	0.549	-0.854	-0.061	-5.6	-72.3	143.5
3.590	9.212	-0.387	2.802	0.732	-1.160	0.061	-5.6	-72.3	143.5
3.600	9.230	-0.439	2.875	0.977	-1.526	0.061	-5.6	-72.3	143.5
3.610	9.276	-0.441	2.823	1.282	-2.197	-0.061	-5.7	-72.3	143.5
3.620	9.279	-0.388	2.809	1.221	-2.441	-0.244	-5.7	-72.4	143.6
3.630	9.231	-0.329	2.795	0.916	-2.380	-0.488	-5.7	-72.4	143.6
3.640	9.222	-0.223	2.789	0.488	-2.014	-0.488	-5.7	-72.4	143.6
3.650	9.185	-0.256	2.748	0.427	-1.526	-0.244	-5.7	-72.5	143.6
3.660	9.124	-0.266	2.705	0.427	-0.977	0.000	-5.7	-72.5	143.6
3.670	9.107	-0.347	2.582	0.366	-0.977	-0.061	-5.7	-72.5	143.6
3.680	9.127	-0.312	2.594	0.366	-1.709	-0.061	-5.7	-72.5	143.6
3.690	9.148	-0.329	2.590	0.366	-2.502	-0.122	-5.7	-72.6	143.6
3.700	9.225	-0.412	2.565	0.671	-2.991	0.000	-5.7	-72.6	143.6
3.710	9.307	-0.429	2.511	1.099	-3.418	0.000	-5.7	-72.7	143.6
3.720	9.332	-0.353	2.612	1.526	-3.845	0.000	-5.7	-72.7	143.7
3.730	9.337	-0.324	2.529	1.831	-4.517	-0.183	-5.8	-72.8	143.7
3.740	9.376	-0.293	2.538	1.953	-5.127	-0.977	-5.7	-72.9	143.7
3.750	9.320	-0.217	2.455	1.953	-5.676	-2.502	-5.7	-72.9	143.6
3.760	9.283	-0.040	2.264	1.587	-5.188	-4.211	-5.6	-73.0	143.5
3.770	9.284	0.144	2.350	0.610	-2.136	-6.226	-5.3	-73.1	143.3
3.780	9.298	0.224	2.319	0.366	-0.061	-8.057	-5.0	-73.1	143.0
3.790	9.491	0.291	2.209	0.244	0.061	-9.094	-4.7	-73.2	142.6
3.800	9.589	0.229	2.214	-0.061	0.061	-8.911	-4.3	-73.2	142.2
3.810	9.618	0.081	2.151	0.061	0.244	-8.362	-4.0	-73.2	141.9
3.820	9.555	-0.100	2.125	0.549	1.282	-7.324	-3.7	-73.3	141.6
3.830	9.567	-0.264	2.271	1.038	1.343	-6.348	-3.4	-73.3	141.4
3.840	9.649	-0.397	2.248	1.404	0.488	-4.883	-3.3	-73.3	141.2
3.850	9.765	-0.449	2.139	1.526	-0.549	-3.418	-3.2	-73.4	141.1
3.860	9.744	-0.514	2.082	1.282	-1.038	-2.136	-3.1	-73.4	141.1
3.870	9.642	-0.563	2.128	1.343	-1.648	-1.343	-3.1	-73.5	141.1
3.880	9.557	-0.512	2.106	1.343	-1.770	-0.916	-3.2	-73.5	141.1
3.890	9.449	-0.452	2.103	0.854	-0.854	-0.610	-3.2	-73.6	141.1
3.900	9.448	-0.324	2.145	0.366	0.610	-0.244	-3.2	-73.6	141.2
3.910	9.348	-0.290	2.092	-0.366	1.831	0.244	-3.3	-73.6	141.2
3.920	9.278	-0.247	2.187	-1.099	2.808	1.038	-3.3	-73.6	141.2
3.930	9.142	-0.272	2.067	-1.770	2.930	1.892	-3.4	-73.6	141.3
3.940	9.015	-0.199	1.963	-1.953	2.686	2.441	-3.5	-73.6	141.4
3.950	8.912	-0.270	1.989	-2.380	2.075	2.991	-3.7	-73.6	141.5
3.960	9.021	-0.289	2.091	-3.052	0.549	3.235	-3.8	-73.6	141.6
3.970	9.292	-0.271	2.188	-4.456	-1.038	3.357	-4.0	-73.7	141.8
3.980	9.599	-0.147	2.344	-5.432	-1.465	4.028	-4.2	-73.7	141.9
3.990	9.772	-0.039	2.328	-6.226	-0.610	4.761	-4.4	-73.7	142.1
4.000	9.766	-0.234	2.481	-6.775	1.526	5.432	-4.7	-73.8	142.3
4.010	9.582	-0.380	2.717	-6.531	3.418	5.310	-4.9	-73.7	142.5
4.020	9.351	-0.420	2.892	-6.226	3.418	5.127	-5.2	-73.7	142.7
4.030	9.213	-0.463	2.922	-6.714	3.845	5.310	-5.4	-73.7	142.8
4.040	9.154	-0.500	2.803	-7.813	5.859	6.165	-5.7	-73.6	143.1
4.050	9.029	-0.557	2.671	-8.728	9.705	7.874	-6.1	-73.5	143.3
4.060	8.830	-0.477	2.539	-8.484	13.489	10.254	-6.5	-73.4	143.7
4.070	8.548	-0.543	2.356	-7.813	16.174	12.939	-6.9	-73.2	144.0
4.080	8.438	-0.556	2.349	-7.263	16.541	15.808	-7.5	-73.0	144.5
4.090	8.386	-0.732	2.417	-7.385	16.296	18.250	-8.1	-72.9	145.1
4.100	8.526	-0.830	2.734	-7.690	15.747	20.447	-8.8	-72.7	145.7
4.110	9.082	-0.859	2.991	-7.568	13.611	21.851	-9.5	-72.5	146.4
4.120	9.583	-0.891	3.277	-7.141	11.597	22.339	-10.3	-72.3	147.1
4.130	10.051	-0.779	3.242	-6.836	10.986	22.034	-11.0	-72.2	147.8
4.140	9.683	-0.196	3.255	-5.005	13.733	22.278	-11.6	-72.0	148.4
4.150	9.392	-0.209	2.972	-1.831	18.555	24.841	-12.2	-71.8	149.0
4.160	8.721	-0.171	2.593	-1.404	21.423	27.466	-12.8	-71.6	149.6
4.170	7.837	-0.072	2.230	-0.427	23.376	31.128	-13.5	-71.3	150.3
4.180	7.863	0.269	2.076	-1.526	17.944	33.203	-14.3	-71.0	151.1
4.190	9.023	0.018	1.496	-0.671	10.254	32.654	-15.0	-70.9	151.9
4.200	9.055	0.285	0.777	-1.221	11.719	32.715	-15.8	-70.8	152.7
4.210	10.590	-0.329	1.761	-8.057	10.986	32.410	-16.6	-70.7	153.6
4.220	10.667	0.001	1.231	-4.028	11.169	29.602	-17.4	-70.6	154.3
4.230	11.066	-0.252	1.964	-5.493	16.541	29.480	-18.0	-70.5	155.0
4.240	10.895	-0.804	2.510	-6.958	17.944	26.428	-18.7	-70.3	155.5
4.250	10.759	-1.193	2.612	-5.249	12.817	21.118	-19.2	-70.1	156.0
4.260	10.632	-1.125	2.655	-2.991	11.292	16.296	-19.6	-70.0	156.4
4.270	10.375	-0.975	2.693	2.197	15.869	13.733	-19.9	-69.9	156.7
4.280	10.322	-0.934	2.582	5.798	17.822	12.512	-20.0	-69.7	156.9
4.290	10.183	-0.888	2.434	8.484	18.555	11.475	-20.0	-69.5	157.0
4.300	10.399	-0.822	2.220	10.437	17.761	10.254	-20.0	-69.4	157.1
4.310	10.551	-0.913	2.106	10.986	18.250	8.423	-20.0	-69.3	157.2
4.320	10.450	-0.524	2.029	11.292	20.020	6.592	-19.9	-69.1	157.2
4.330	10.170	-0.032	1.761	10.376	20.264	5.249	-19.7	-69.0	157.1
4.340	9.866	0.291	1.805	7.874	22.156	5.066	-19.5	-68.9	157.0
4.350	9.668	0.382	1.981	5.798	24.353	5.066	-19.3	-68.7	156.8
4.360	9.314	0.420	2.071	2.014	24.780	4.395	-19.0	-68.6	156.6
4.370	9.158	0.472	1.976	1.892	24.292	3.235	-18.7	-68.4	156.3
4.380	9.131	0.455	1.819	0.854	24.963	2.075	-18.5	-68.3	156.1
4.390	9.108	0.297	2.013	-2.808	26.184	1.648	-18.2	-68.1	155.8
4.400	9.229	0.381	2.118	-2.869	24.292	1.160	-18.0	-67.9	155.5
4.410	9.559	0.265	2.077	-2.808	23.315	1.038	-17.8	-67.8	155.3
4.420	9.761	0.290	1.780	-3.174	23.376	1.465	-17.6	-67.7	155.0
4.430	9.655	0.350	1.408	-3.540	23.926	1.404	-17.4	-67.5	154.8
4.440	9.568	0.790	1.914	-10.376	22.766	0.183	-17.2	-67.4	154.5
4.450	9.557	0.871	1.833	-11.414	23.499	-2.014	-17.0	-67.3	154.2
4.460	9.631	0.892	1.629	-15.930	22.034	-5.005	-16.7	-67.2	153.7
4.470	9.825	0.949	1.503	-20.996	20.813	-9.216	-16.4	-67.1	153.3
4.480	9.829	0.731	1.359	-25.696	19.836	-13.611	-16.1	-67.1	152.7
4.490	9.756	0.711	1.293	-33.813	17.944	-16.174	-15.8	-67.1	152.0
4.500	9.589	0.865	1.323	-31.921	17.151	-17.822	-15.5	-67.1	151.4
4.510	9.298	0.936	1.713	-29.358	15.747	-16.602	-15.2	-67.1	150.7
4.520	9.119	0.809	2.286	-26.306	9.644	-12.939	-14.9	-67.2	150.1
4.530	8.933	0.698	3.163	-21.729	3.906	-7.324	-14.8	-67.2	149.7
4.540	9.319	0.232	4.616	-15.869	-7.324	-2.747	-14.8	-67.3	149.5
4.550	10.986	-1.717	6.582	-6.775	-20.996	-2.197	-14.8	-67.4	149.5
4.560	13.589	-5.637	5.393	6.653	-29.419	-3.845	-15.0	-67.6	149.7
4.570	13.342	-5.929	2.334	21.790	-28.259	-8.606	-15.4	-67.9	150.2
4.580	10.505	-3.993	3.080	32.776	-14.221	-6.897	-15.5	-68.1	150.6
4.590	9.382	-2.840	4.435	40.955	-24.231	-9.094	-15.4	-68.4	150.9
4.600	9.606	-1.193	3.844	43.457	-41.504	-14.404	-15.0	-68.7	150.9
4.610	9.635	0.030	3.723	39.795	-35.095	-13.367	-14.5	-69.1	150.8
4.620	9.380	0.741	4.490	31.616	-20.996	-6.775	-14.0	-69.4	150.6
4.630	9.152	0.947	6.004	27.710	-14.343	0.305	-13.5	-69.5	150.4
4.640	9.362	-0.251	6.676	29.480	-14.771	4.639	-13.1	-69.5	150.4
4.650	9.392	-1.842	6.189	30.334	-13.916	2.930	-12.9	-69.5	150.5
4.660	9.449	-2.622	5.760	27.466	-14.465	-5.188	-12.7	-69.6	150.6
4.670	8.921	-2.888	5.029	25.757	-14.099	-15.381	-12.4	-69.6	150.5
4.680	8.400	-2.350	4.366	26.489	-11.047	-22.095	-11.9	-69.7	150.2
4.690	8.224	-1.483	3.781	28.442	-8.789	-24.292	-11.2	-69.8	149.7
4.700	8.492	-0.701	3.546	30.945	-9.949	-24.719	-10.4	-69.9	149.1
4.710	8.240	0.053	3.431	35.339	-9.033	-21.790	-9.4	-70.0	148.5
4.720	8.332	-0.069	3.629	37.659	-11.658	-15.625	-8.6	-70.1	147.9
4.730	8.858	-0.003	4.051	41.016	-16.724	-9.521	-7.8	-70.3	147.6
4.740	9.259	-0.762	3.830	44.861	-21.118	-3.601	-7.3	-70.5	147.5
4.750	9.045	-1.174	3.653	44.373	-18.616	0.854	-7.0	-70.6	147.6
4.760	8.623	-2.043	3.768	42.419	-15.320	3.723	-6.8	-70.8	147.9
4.770	8.273	-2.267	3.617	39.246	-16.052	5.249	-6.8	-70.9	148.3
4.780	7.957	-2.542	3.200	41.443	-17.700	6.165	-6.9	-71.0	148.8
4.790	8.267	-2.043	2.976	36.621	-19.470	8.240	-7.1	-71.2	149.4
4.800	8.259	-1.801	2.886	38.025	-19.409	9.949	-7.3	-71.4	150.0
4.810	8.075	-1.521	2.523	37.598	-16.724	11.597	-7.5	-71.5	150.6
4.820	8.402	-1.095	2.608	39.124	-16.357	11.963	-7.7	-71.7	151.2
4.830	8.480	-0.891	2.344	39.612	-15.625	11.658	-7.8	-71.8	151.7
4.840	8.537	-0.762	2.191	40.771	-14.893	11.169	-7.9	-72.0	152.2
4.850	8.179	-0.550	1.994	40.161	-12.512	11.108	-8.0	-72.1	152.6
4.860	8.067	-0.564	2.462	39.917	-12.329	10.010	-8.0	-72.2	153.1
4.870	7.929	-0.314	2.515	39.978	-14.954	8.301	-7.9	-72.4	153.4
4.880	7.993	-0.370	2.556	37.415	-17.517	7.263	-7.9	-72.6	153.8
4.890	8.147	-0.098	2.683	36.560	-22.034	4.639	-7.8	-72.8	154.0
4.900	8.328	-0.141	1.813	33.691	-23.193	5.493	-7.7	-73.0	154.3
4.910	8.043	0.310	1.843	31.921	-17.029	7.690	-7.6	-73.2	154.6
4.920	8.135	0.443	1.560	28.687	-17.639	8.362	-7.6	-73.4	154.9
4.930	7.919	0.818	1.617	28.259	-14.771	9.338	-7.6	-73.6	155.2
4.940	8.040	0.034	1.322	31.555	-12.451	10.376	-7.5	-73.7	155.4
4.950	8.013	0.225	1.639	29.968	-9.827	10.254	-7.6	-73.9	155.8
4.960	7.836	-0.654	1.731	32.471	-6.470	10.071	-7.6	-74.0	156.2
4.970	7.457	-0.841	2.049	34.668	-4.272	10.376	-7.7	-74.0	156.6
4.980	7.747	-1.365	2.116	36.194	-5.310	11.658	-7.9	-74.1	157.2
4.990	7.899	-1.791	1.829	37.415	-8.728	12.878	-8.2	-74.1	157.9
5.000	8.524	-1.799	1.569	38.696	-13.794	12.939	-8.6	-74.2	158.7
5.010	8.562	-1.196	1.043	35.034	-16.296	14.282	-9.0	-74.4	159.5
5.020	9.227	-0.815	1.268	32.532	-14.832	16.235	-9.5	-74.6	160.3
5.030	9.684	-0.451	0.955	32.593	-16.541	16.968	-10.0	-74.8	161.1
5.040	10.154	0.011	0.493	28.076	-18.372	17.090	-10.5	-75.0	161.9
5.050	10.250	0.347	0.521	26.306	-12.817	17.090	-10.9	-75.2	162.7
5.060	10.399	0.452	0.819	24.475	-8.484	15.869	-11.3	-75.4	163.3
5.070	10.430	0.620	0.912	22.766	-6.897	13.184	-11.5	-75.5	163.8
5.080	10.323	0.734	0.853	21.423	-4.822	10.498	-11.6	-75.6	164.1
5.090	10.194	0.701	0.905	20.142	-2.502	8.179	-11.6	-75.7	164.3
5.100	9.964	0.563	0.859	18.372	-0.977	6.287	-11.6	-75.8	164.5
5.110	9.877	0.128	1.077	16.296	-0.366	4.944	-11.5	-75.9	164.6
5.120	9.836	-0.384	0.961	14.221	-1.770	3.845	-11.5	-76.0	164.7
5.130	10.089	-0.847	0.958	11.902	-5.554	2.197	-11.6	-76.1	164.9
5.140	10.023	-1.208	1.165	7.019	-7.507	-1.160	-11.7	-76.2	165.1
5.150	10.015	-1.029	1.639	1.038	-11.475	-6.348	-11.7	-76.4	165.2
5.160	10.361	-0.299	0.834	-2.319	-20.813	-11.108	-11.6	-76.6	165.0
5.170	10.725	1.067	-0.193	-3.906	-23.193	-13.000	-11.3	-76.9	164.6
5.180	10.638	2.012	-0.208	-6.714	-11.719	-10.925	-10.7	-77.3	164.0
5.190	10.242	2.080	0.741	-6.165	2.258	-6.226	-10.0	-77.4	163.3
5.200	9.759	0.754	2.957	-5.615	11.230	1.160	-9.5	-77.4	162.7
5.210	9.509	-2.641	7.141	-5.737	10.132	13.000	-9.8	-77.2	163.0
5.220	9.731	-4.983	12.711	-12.878	-11.719	25.879	-11.3	-76.9	164.3
5.230	12.515	-3.011	11.191	-18.616	-55.115	41.687	-13.8	-76.8	166.7
5.240	14.975	1.263	3.857	-15.991	-71.716	62.012	-17.0	-77.0	169.8
5.250	12.574	0.710	-0.245	-17.700	-19.592	71.350	-20.3	-77.2	173.0
5.260	8.197	0.865	4.157	-5.981	35.950	62.378	-22.4	-76.8	175.1
5.270	7.982	-0.065	6.939	1.709	29.175	51.147	-23.5	-76.2	176.2
5.280	10.646	-0.179	5.479	5.066	7.874	39.185	-24.3	-75.8	177.2
5.290	11.513	-0.599	3.348	5.310	0.244	26.489	-25.0	-75.5	177.9
5.300	12.123	-0.669	1.865	-2.258	4.272	17.090	-25.5	-75.4	178.5
5.310	12.576	-1.152	3.461	-14.160	24.963	11.169	-25.6	-75.3	178.5
5.320	12.969	-1.315	3.640	-17.761	27.100	2.075	-25.5	-75.0	178.2
5.330	12.493	-0.561	3.313	-18.066	27.771	-4.761	-25.0	-74.7	177.5
5.340	11.076	-0.171	3.197	-20.996	32.593	-7.813	-24.4	-74.5	176.6
5.350	9.811	0.358	3.701	-21.118	32.898	-8.118	-23.6	-74.2	175.6
5.360	8.887	0.373	3.579	-19.226	27.161	-7.690	-22.9	-74.0	174.7
5.370	8.562	0.523	3.182	-17.639	18.738	-7.263	-22.3	-73.8	173.9
5.380	8.700	0.080	2.791	-16.907	15.564	-8.362	-21.8	-73.7	173.2
5.390	8.540	0.474	1.875	-19.836	15.686	-8.301	-21.3	-73.6	172.5
5.400	7.848	0.923	1.638	-24.109	23.926	-4.578	-20.9	-73.4	171.9
5.410	7.523	0.840	1.960	-26.672	28.992	-1.831	-20.5	-73.2	171.2
5.420	7.941	-0.248	2.122	-26.794	24.597	-4.333	-20.2	-73.0	170.6
5.430	7.250	-0.567	1.955	-32.532	21.606	-9.277	-20.0	-72.9	170.1
5.440	7.128	-0.527	1.859	-31.738	15.625	-16.174	-19.7	-72.8	169.4
5.450	7.224	-0.750	1.362	-32.898	12.512	-21.729	-19.2	-72.7	168.6
5.460	7.023	-0.605	1.781	-34.241	18.555	-23.193	-18.8	-72.7	167.7
5.470	8.079	-0.944	1.652	-33.508	13.733	-24.536	-18.3	-72.6	166.8
5.480	7.295	-0.998	1.213	-32.654	20.569	-24.414	-17.7	-72.6	165.9
5.490	6.349	-1.251	1.426	-33.386	26.184	-21.118	-17.2	-72.4	165.1
5.500	5.852	-1.086	1.995	-32.776	28.687	-19.836	-16.8	-72.2	164.2
5.510	6.335	-1.542	2.179	-31.433	27.405	-22.400	-16.3	-72.0	163.4
5.520	6.894	-1.556	1.988	-34.180	23.010	-26.306	-15.8	-71.8	162.5
5.530	7.450	-1.000	1.762	-34.241	19.959	-29.724	-15.3	-71.7	161.5
5.540	7.975	-0.459	1.286	-32.471	18.066	-30.457	-14.6	-71.7	160.5
5.550	8.695	-0.368	1.013	-30.151	16.663	-29.785	-13.9	-71.6	159.5
5.560	9.193	-0.071	0.734	-27.527	14.404	-28.687	-13.3	-71.6	158.5
5.570	9.620	0.071	0.099	-25.940	9.399	-26.794	-12.7	-71.7	157.5
5.580	9.497	-0.114	-0.489	-25.757	3.967	-24.658	-12.1	-71.9	156.7
5.590	9.395	-0.052	-0.484	-24.292	2.625	-21.240	-11.7	-72.0	156.0
5.600	9.083	-0.335	-0.326	-23.193	2.502	-16.663	-11.4	-72.2	155.4
5.610	8.834	-0.077	0.054	-22.217	1.465	-13.733	-11.3	-72.3	155.0
5.620	8.996	0.180	0.972	-20.630	-1.709	-12.756	-11.1	-72.5	154.6
5.630	9.045	0.631	1.458	-16.174	-4.822	-11.719	-10.8	-72.6	154.2
5.640	9.219	1.207	1.940	-14.526	-8.118	-5.371	-10.6	-72.8	153.8
5.650	9.691	0.715	2.475	-12.817	-12.390	2.380	-10.6	-72.9	153.7
5.660	11.132	-0.873	6.058	-17.456	-18.188	6.897	-11.0	-73.1	153.9
5.670	13.387	-3.862	9.619	-2.136	-24.658	-0.061	-11.4	-73.1	154.2
5.680	15.092	-5.642	10.936	16.602	-28.503	-13.489	-11.5	-73.2	154.4
5.690	15.486	-6.037	9.228	33.752	-32.166	-29.724	-11.1	-73.2	154.2
5.700	12.552	-5.147	6.555	48.401	-31.738	-37.537	-10.3	-73.4	153.8
5.710	10.411	-2.737	6.527	63.721	-17.822	-37.598	-9.1	-73.5	153.2
5.720	8.994	-0.302	4.299	53.894	-15.442	-38.330	-7.5	-73.6	152.1
5.730	8.226	2.750	2.724	33.020	-14.038	-41.321	-5.7	-73.8	150.6
5.740	6.953	3.608	4.118	15.015	-0.732	-37.537	-3.6	-73.8	148.7
5.750	6.824	3.786	5.749	7.629	4.272	-31.677	-1.8	-73.7	146.9
5.760	7.559	3.581	6.440	4.333	-1.770	-26.001	-0.2	-73.6	145.3
5.770	9.623	1.614	5.862	5.127	-21.912	-24.597	1.2	-73.5	144.0
5.780	12.195	-1.139	6.017	10.132	-32.654	-26.733	2.3	-73.7	142.9
5.790	13.396	-2.496	4.289	15.076	-40.466	-32.654	3.3	-74.0	142.0
5.800	13.875	-2.505	2.529	16.724	-34.790	-35.461	4.3	-74.4	141.1
5.810	13.210	-2.437	2.449	16.785	-10.559	-32.898	5.3	-74.6	140.2
5.820	10.835	-1.346	3.125	20.020	11.780	-28.076	6.1	-74.6	139.5
5.830	9.708	-0.172	3.603	20.264	8.118	-23.010	6.9	-74.4	138.9
5.840	9.296	0.004	3.306	16.968	-1.953	-16.296	7.7	-74.4	138.3
5.850	8.878	-0.039	3.915	14.709	-8.545	-9.033	8.2	-74.4	137.9
5.860	8.929	-0.397	3.128	15.625	-16.296	-2.075	8.4	-74.5	137.8
5.870	8.164	-0.969	2.241	16.113	-14.832	3.357	8.5	-74.6	137.9
5.880	7.778	-1.619	2.386	16.846	-11.230	8.057	8.2	-74.8	138.3
5.890	7.325	-2.367	2.058	17.944	-12.634	11.719	7.7	-74.9	139.0
5.900	7.599	-3.132	2.199	18.982	-16.418	15.320	6.9	-75.1	140.0
5.910	7.733	-2.924	1.663	20.752	-22.156	17.578	6.0	-75.3	141.1
5.920	8.428	-2.484	1.408	20.874	-25.513	20.447	5.0	-75.6	142.3
5.930	8.153	-1.613	0.976	26.001	-21.362	23.804	4.0	-75.9	143.5
5.940	7.868	-1.307	0.628	27.954	-15.991	25.879	3.0	-76.2	144.8
5.950	7.360	-0.408	0.688	28.931	-12.024	26.001	2.1	-76.4	146.1
5.960	6.508	-0.116	0.640	28.442	-9.216	25.940	1.2	-76.5	147.2
5.970	6.851	0.133	1.209	26.611	-13.123	23.315	0.5	-76.7	148.3
5.980	6.597	0.239	0.806	26.672	-17.334	23.132	-0.2	-76.9	149.3
5.990	6.649	0.882	0.730	24.719	-19.287	23.132	-0.9	-77.1	150.2
6.000	6.933	0.940	0.741	26.001	-20.630	21.362	-1.4	-77.3	151.0
6.010	7.261	1.306	1.016	19.531	-20.935	19.287	-1.9	-77.6	151.8
6.020	7.013	1.080	0.856	22.461	-16.602	17.029	-2.3	-77.8	152.4
6.030	7.146	0.885	1.477	16.724	-9.949	15.015	-2.6	-77.9	152.9
6.040	7.501	0.105	1.562	23.193	-4.456	11.719	-2.8	-78.0	153.4
6.050	7.715	-0.130	1.998	20.630	-0.183	8.789	-3.1	-78.0	153.8
6.060	8.158	-1.082	1.663	27.161	6.348	7.202	-3.2	-77.9	154.2
6.070	8.706	-1.183	1.569	25.574	11.169	7.996	-3.5	-77.8	154.7
6.080	9.346	-1.263	0.953	28.442	15.625	10.132	-3.8	-77.7	155.3
6.090	9.616	-1.049	0.115	28.015	18.555	13.306	-4.3	-77.6	156.1
6.100	9.810	-0.958	-0.663	27.893	19.043	15.686	-4.8	-77.5	156.9
6.110	9.792	-0.918	-0.860	22.522	16.418	14.893	-5.4	-77.4	157.8
6.120	9.449	-0.836	-0.512	15.259	9.644	10.559	-5.9	-77.4	158.5
6.130	9.243	-0.701	-0.160	9.155	-3.540	4.333	-6.3	-77.5	158.9
