BTS G-STUDIO File

--------------------------------------------------------
Versione File:		5
Sensor type:		GS2
Accelerometro (g):	±2
Magnetico (uT):	OFF
Giroscopio (°/s):	±2000
Frequenza (Hz):		100
GPS (Hz):		OFF
Informazioni sull’orientamento:	ON
Frames:	1768
--------------------------------------------------------

Time		Acc.			Gyro.		Roll	Pitch	Yaw
0.880	9.207	1.422	-4.114	-0.061	0.122	-0.061	160.9	-64.9	155.9
0.890	9.212	1.448	-4.139	-0.183	0.732	0.000	160.9	-64.9	155.9
0.900	9.219	1.432	-4.126	-0.427	1.343	-0.061	160.9	-64.9	155.9
0.910	9.236	1.453	-4.080	-0.610	1.465	-0.061	160.9	-65.0	155.9
0.920	9.204	1.432	-4.033	-0.793	0.916	-0.122	160.9	-65.0	155.9
0.930	9.260	1.395	-4.011	-0.610	0.549	-0.122	160.8	-65.0	155.9
0.940	9.224	1.403	-4.087	-0.427	0.610	-0.061	160.8	-65.0	155.9
0.950	9.235	1.389	-4.066	-0.366	0.793	-0.061	160.8	-65.0	155.9
0.960	9.248	1.417	-4.102	-0.427	0.916	0.061	160.8	-65.0	155.9
0.970	9.221	1.441	-4.079	-0.488	0.916	0.122	160.8	-65.0	155.9
0.980	9.230	1.424	-4.084	-0.671	1.160	0.183	160.8	-65.0	155.9
0.990	9.221	1.414	-4.085	-0.549	1.526	0.122	160.8	-65.0	155.9
1.000	9.227	1.430	-3.952	-0.671	1.404	0.061	160.8	-65.1	155.9
1.010	9.212	1.438	-3.940	-0.671	0.610	-0.061	160.8	-65.1	155.9
1.020	9.277	1.422	-3.995	-0.549	0.000	-0.061	160.8	-65.1	156.0
1.030	9.240	1.442	-3.988	-0.366	0.000	-0.122	160.8	-65.1	156.0
1.040	9.239	1.417	-4.128	-0.366	-0.061	-0.122	160.8	-65.1	156.0
1.050	9.240	1.418	-4.085	-0.244	0.000	-0.061	160.8	-65.1	155.9
1.060	9.221	1.401	-4.027	-0.305	0.427	0.122	160.8	-65.1	155.9
1.070	9.219	1.433	-4.098	-0.366	1.038	0.183	160.8	-65.1	155.9
1.080	9.283	1.410	-4.039	-0.366	1.343	0.122	160.8	-65.1	156.0
1.090	9.206	1.375	-4.030	-0.610	1.343	0.183	160.8	-65.1	156.0
1.100	9.218	1.390	-3.985	-0.671	1.343	0.061	160.7	-65.1	156.0
1.110	9.203	1.404	-4.007	-0.610	0.916	0.000	160.7	-65.2	156.0
1.120	9.211	1.447	-4.006	-0.549	0.183	-0.061	160.7	-65.2	156.0
1.130	9.241	1.409	-4.024	-0.549	0.000	-0.061	160.7	-65.2	156.0
1.140	9.210	1.390	-4.027	-0.244	0.183	-0.061	160.7	-65.2	156.0
1.150	9.236	1.421	-4.013	-0.305	0.366	-0.122	160.7	-65.2	156.0
1.160	9.230	1.399	-4.018	-0.244	0.244	-0.122	160.7	-65.2	156.0
1.170	9.253	1.399	-4.070	-0.244	0.122	-0.122	160.7	-65.2	156.0
1.180	9.267	1.379	-4.045	-0.366	0.183	-0.061	160.7	-65.2	156.0
1.190	9.245	1.438	-4.054	-0.366	0.366	-0.061	160.7	-65.2	156.0
1.200	9.247	1.452	-3.989	-0.366	0.549	0.000	160.7	-65.2	156.0
1.210	9.267	1.397	-4.003	-0.366	0.488	-0.061	160.7	-65.2	156.0
1.220	9.227	1.412	-3.963	-0.183	0.305	0.000	160.7	-65.2	156.0
1.230	9.224	1.446	-4.000	-0.183	-0.244	-0.061	160.7	-65.2	156.0
1.240	9.252	1.392	-4.023	-0.183	-0.244	-0.122	160.7	-65.2	156.0
1.250	9.231	1.454	-3.989	-0.183	0.305	-0.061	160.7	-65.2	156.0
1.260	9.241	1.441	-4.006	-0.183	0.916	-0.061	160.7	-65.2	156.0
1.270	9.270	1.410	-3.995	-0.305	0.549	-0.122	160.7	-65.2	156.0
1.280	9.247	1.408	-4.005	-0.366	-0.183	-0.122	160.7	-65.2	156.0
1.290	9.225	1.383	-4.003	-0.366	-0.427	-0.183	160.7	-65.2	156.0
1.300	9.239	1.397	-3.962	-0.366	-0.244	-0.122	160.7	-65.2	156.0
1.310	9.210	1.405	-4.036	-0.305	-0.366	-0.122	160.7	-65.2	156.0
1.320	9.236	1.433	-4.032	-0.244	-0.549	-0.122	160.7	-65.2	156.0
1.330	9.237	1.426	-4.160	-0.244	-0.488	-0.122	160.7	-65.2	156.0
1.340	9.233	1.434	-4.075	-0.244	-0.122	-0.061	160.7	-65.2	156.0
1.350	9.263	1.391	-4.080	-0.183	-0.183	-0.061	160.7	-65.2	156.0
1.360	9.278	1.398	-4.029	0.000	0.000	-0.122	160.7	-65.2	156.0
1.370	9.218	1.399	-4.015	-0.183	0.000	-0.122	160.7	-65.2	156.0
1.380	9.260	1.398	-4.015	-0.183	-0.061	-0.122	160.7	-65.2	156.0
1.390	9.261	1.438	-4.036	-0.122	-0.366	-0.183	160.7	-65.2	156.0
1.400	9.255	1.408	-3.983	-0.366	-0.732	-0.122	160.7	-65.2	156.0
1.410	9.233	1.442	-4.021	0.000	-0.854	-0.305	160.7	-65.2	155.9
1.420	9.224	1.434	-4.005	-0.122	-1.160	-0.366	160.7	-65.2	155.9
1.430	9.235	1.377	-4.033	-0.183	-1.282	-0.488	160.7	-65.2	155.9
1.440	9.271	1.407	-4.047	-0.366	-1.099	-0.366	160.7	-65.1	155.9
1.450	9.246	1.433	-3.976	-0.244	-0.793	-0.366	160.7	-65.1	155.9
1.460	9.233	1.390	-3.950	-0.305	-0.977	-0.366	160.7	-65.1	155.9
1.470	9.249	1.395	-3.974	-0.183	-1.526	-0.427	160.7	-65.1	155.9
1.480	9.264	1.405	-4.014	0.000	-1.831	-0.427	160.7	-65.1	155.9
1.490	9.247	1.390	-4.054	0.061	-1.282	-0.366	160.7	-65.1	155.9
1.500	9.269	1.414	-4.057	-0.061	-0.732	-0.427	160.7	-65.1	155.9
1.510	9.233	1.421	-4.053	0.000	-0.793	-0.305	160.7	-65.1	155.9
1.520	9.236	1.451	-4.035	-0.061	-0.854	-0.366	160.7	-65.1	155.9
1.530	9.211	1.441	-3.983	-0.122	-0.793	-0.305	160.7	-65.1	155.9
1.540	9.206	1.424	-3.995	-0.122	-0.916	-0.366	160.7	-65.1	155.9
1.550	9.258	1.463	-4.037	-0.122	-1.404	-0.366	160.7	-65.0	155.9
1.560	9.248	1.429	-4.031	-0.061	-1.465	-0.488	160.8	-65.0	155.9
1.570	9.257	1.444	-4.036	-0.061	-1.587	-0.366	160.8	-65.0	155.9
1.580	9.298	1.482	-4.112	-0.061	-1.709	-0.427	160.8	-65.0	155.9
1.590	9.219	1.469	-4.118	-0.183	-1.465	-0.488	160.8	-65.0	155.9
1.600	9.241	1.408	-4.063	-0.244	-1.160	-0.366	160.8	-65.0	155.9
1.610	9.203	1.404	-4.055	-0.244	-1.221	-0.427	160.8	-65.0	155.9
1.620	9.200	1.408	-4.078	-0.183	-1.282	-0.427	160.8	-64.9	155.9
1.630	9.206	1.385	-4.020	-0.183	-1.282	-0.366	160.8	-64.9	155.9
1.640	9.254	1.387	-4.078	-0.122	-1.343	-0.305	160.8	-64.9	155.9
1.650	9.234	1.448	-4.110	-0.122	-1.099	-0.183	160.8	-64.9	155.9
1.660	9.249	1.401	-4.044	0.000	-0.671	-0.183	160.8	-64.9	155.9
1.670	9.239	1.453	-4.117	-0.061	-0.610	-0.244	160.8	-64.9	155.9
1.680	9.215	1.363	-3.975	0.061	-1.099	-0.305	160.8	-64.9	155.9
1.690	9.210	1.402	-4.029	0.183	-1.465	-0.427	160.8	-64.9	155.9
1.700	9.243	1.365	-4.007	0.366	-1.709	-0.488	160.8	-64.9	155.9
1.710	9.228	1.415	-4.091	0.305	-1.770	-0.549	160.8	-64.8	155.9
1.720	9.210	1.433	-4.105	0.305	-1.831	-0.488	160.8	-64.8	155.9
1.730	9.233	1.424	-4.160	0.244	-2.014	-0.427	160.9	-64.8	155.8
1.740	9.248	1.463	-4.118	0.122	-1.831	-0.366	160.9	-64.8	155.8
1.750	9.230	1.456	-4.151	0.244	-1.404	-0.305	160.9	-64.8	155.8
1.760	9.224	1.471	-4.104	0.061	-0.854	-0.183	160.9	-64.7	155.8
1.770	9.225	1.403	-4.067	0.061	-0.977	-0.244	160.9	-64.7	155.8
1.780	9.225	1.403	-4.142	-0.061	-1.099	-0.244	160.9	-64.7	155.8
1.790	9.174	1.428	-4.155	0.000	-0.977	-0.183	160.9	-64.7	155.8
1.800	9.227	1.403	-4.054	-0.183	-0.854	-0.122	160.9	-64.7	155.8
1.810	9.219	1.407	-4.036	-0.122	-0.793	-0.244	160.9	-64.7	155.8
1.820	9.225	1.428	-4.064	0.000	-0.916	-0.244	160.9	-64.7	155.8
1.830	9.212	1.430	-4.118	0.122	-1.343	-0.366	160.9	-64.7	155.8
1.840	9.231	1.451	-4.091	0.122	-1.648	-0.366	160.9	-64.7	155.8
1.850	9.245	1.403	-4.075	0.122	-1.709	-0.305	160.9	-64.7	155.8
1.860	9.233	1.405	-4.057	0.122	-1.343	-0.305	160.9	-64.6	155.8
1.870	9.227	1.432	-4.193	0.122	-0.732	-0.122	161.0	-64.6	155.8
1.880	9.193	1.439	-4.106	-0.122	-0.793	-0.122	161.0	-64.6	155.8
1.890	9.213	1.377	-4.133	-0.183	-1.160	-0.122	161.0	-64.6	155.8
1.900	9.223	1.411	-4.051	0.061	-1.343	-0.122	161.0	-64.6	155.8
1.910	9.241	1.465	-4.166	0.183	-0.793	-0.122	161.0	-64.6	155.7
1.920	9.234	1.430	-4.152	0.000	-0.549	-0.122	161.0	-64.6	155.7
1.930	9.227	1.445	-4.120	-0.183	-0.610	-0.122	161.0	-64.6	155.7
1.940	9.194	1.412	-4.110	-0.183	-0.793	-0.122	161.0	-64.6	155.7
1.950	9.179	1.434	-4.161	-0.061	-0.671	-0.183	161.0	-64.6	155.7
1.960	9.184	1.435	-4.100	0.183	-0.916	-0.122	161.0	-64.6	155.7
1.970	9.186	1.434	-4.102	0.061	-0.977	-0.122	161.0	-64.6	155.7
1.980	9.255	1.423	-4.122	-0.122	-1.038	-0.122	161.1	-64.5	155.7
1.990	9.233	1.427	-4.206	-0.183	-0.793	-0.061	161.1	-64.5	155.7
2.000	9.279	1.424	-4.129	-0.061	-0.610	-0.122	161.1	-64.5	155.7
2.010	9.237	1.417	-4.153	0.183	-0.671	-0.244	161.1	-64.5	155.7
2.020	9.198	1.418	-4.142	0.183	-0.671	-0.122	161.1	-64.5	155.7
2.030	9.215	1.401	-4.135	0.122	-0.488	-0.122	161.1	-64.5	155.7
2.040	9.248	1.440	-4.175	0.061	-0.427	-0.122	161.1	-64.5	155.7
2.050	9.200	1.412	-4.172	-0.122	-0.427	-0.122	161.1	-64.5	155.7
2.060	9.206	1.403	-4.106	-0.061	-0.427	-0.122	161.1	-64.5	155.7
2.070	9.230	1.407	-4.172	0.000	-0.610	-0.061	161.1	-64.5	155.6
2.080	9.237	1.426	-4.133	-0.061	-0.549	-0.122	161.1	-64.5	155.6
2.090	9.229	1.404	-4.170	-0.061	-0.183	-0.061	161.1	-64.5	155.6
2.100	9.234	1.434	-4.127	0.183	0.244	-0.061	161.1	-64.5	155.6
2.110	9.223	1.475	-4.127	0.183	0.305	-0.061	161.1	-64.5	155.6
2.120	9.190	1.446	-4.166	0.000	0.000	-0.122	161.1	-64.5	155.6
2.130	9.161	1.391	-4.167	-0.122	0.000	-0.061	161.1	-64.5	155.6
2.140	9.182	1.366	-4.078	0.061	0.122	-0.061	161.1	-64.5	155.6
2.150	9.231	1.386	-4.130	0.122	0.061	-0.061	161.2	-64.5	155.6
2.160	9.215	1.396	-4.114	0.000	-0.427	-0.122	161.2	-64.5	155.6
2.170	9.210	1.410	-4.173	0.000	-0.488	-0.061	161.2	-64.5	155.6
2.180	9.251	1.450	-4.164	0.305	0.183	0.000	161.2	-64.5	155.6
2.190	9.219	1.433	-4.163	0.061	0.854	0.000	161.2	-64.5	155.6
2.200	9.182	1.428	-4.108	0.183	0.854	-0.061	161.2	-64.5	155.6
2.210	9.190	1.444	-4.120	0.000	0.366	-0.122	161.2	-64.5	155.6
2.220	9.188	1.448	-4.092	-0.061	0.183	-0.122	161.2	-64.5	155.6
2.230	9.207	1.408	-4.047	-0.183	-0.061	-0.122	161.2	-64.5	155.6
2.240	9.197	1.414	-4.109	-0.122	-0.366	-0.122	161.2	-64.5	155.6
2.250	9.203	1.387	-4.104	-0.061	-0.366	-0.122	161.2	-64.5	155.6
2.260	9.240	1.409	-4.116	0.061	-0.427	-0.122	161.2	-64.5	155.6
2.270	9.222	1.405	-4.218	-0.122	-0.305	-0.122	161.2	-64.5	155.6
2.280	9.207	1.409	-4.145	0.000	0.244	-0.061	161.2	-64.5	155.6
2.290	9.236	1.428	-4.133	0.122	0.916	-0.122	161.2	-64.5	155.6
2.300	9.237	1.454	-4.159	0.000	1.099	-0.122	161.2	-64.5	155.6
2.310	9.219	1.438	-4.121	0.061	0.671	-0.122	161.2	-64.6	155.6
2.320	9.173	1.404	-4.066	0.000	0.183	-0.122	161.2	-64.6	155.7
2.330	9.202	1.398	-4.108	0.244	0.183	-0.183	161.2	-64.6	155.7
2.340	9.187	1.374	-4.133	0.122	0.061	-0.122	161.2	-64.6	155.7
2.350	9.198	1.399	-4.126	0.000	-0.305	-0.122	161.2	-64.6	155.7
2.360	9.251	1.390	-4.111	-0.061	-0.305	-0.183	161.2	-64.6	155.7
2.370	9.190	1.389	-4.182	-0.061	0.183	-0.122	161.2	-64.6	155.7
2.380	9.205	1.442	-4.091	-0.122	0.549	-0.122	161.2	-64.6	155.7
2.390	9.219	1.410	-4.056	0.061	0.305	-0.061	161.2	-64.6	155.7
2.400	9.198	1.378	-4.090	0.061	0.061	-0.061	161.2	-64.6	155.7
2.410	9.209	1.433	-4.097	0.000	-0.183	-0.183	161.2	-64.6	155.7
2.420	9.235	1.433	-4.176	-0.122	-0.366	-0.244	161.2	-64.6	155.7
2.430	9.215	1.407	-4.139	-0.122	-0.061	-0.244	161.2	-64.6	155.7
2.440	9.197	1.420	-4.136	-0.183	0.122	-0.122	161.2	-64.6	155.7
2.450	9.182	1.393	-4.142	-0.183	0.183	-0.122	161.2	-64.6	155.7
2.460	9.212	1.379	-4.086	-0.122	0.000	-0.183	161.2	-64.6	155.7
2.470	9.198	1.405	-4.151	-0.061	-0.244	-0.122	161.2	-64.6	155.7
2.480	9.230	1.434	-4.136	-0.061	0.000	-0.183	161.2	-64.6	155.7
2.490	9.199	1.414	-4.099	0.122	0.427	-0.244	161.2	-64.6	155.7
2.500	9.239	1.399	-4.082	0.122	0.305	-0.305	161.2	-64.6	155.7
2.510	9.237	1.393	-4.121	0.122	0.000	-0.244	161.2	-64.6	155.7
2.520	9.205	1.460	-4.148	0.366	-0.061	-0.488	161.2	-64.6	155.7
2.530	9.261	1.428	-4.123	0.610	0.122	-0.305	161.2	-64.6	155.7
2.540	9.225	1.393	-4.127	0.488	0.244	-0.366	161.2	-64.6	155.7
2.550	9.241	1.423	-4.110	0.366	0.305	-0.183	161.2	-64.6	155.7
2.560	9.207	1.450	-4.108	0.183	0.305	-0.183	161.2	-64.6	155.7
2.570	9.184	1.429	-4.082	0.366	0.061	-0.183	161.2	-64.6	155.7
2.580	9.221	1.439	-4.164	0.305	-0.305	-0.244	161.2	-64.6	155.7
2.590	9.175	1.428	-4.176	0.244	-0.671	-0.244	161.2	-64.6	155.7
2.600	9.202	1.420	-4.135	0.122	-0.427	-0.122	161.2	-64.6	155.7
2.610	9.179	1.402	-4.134	0.000	-0.427	-0.122	161.2	-64.6	155.7
2.620	9.193	1.433	-4.096	-0.122	-0.244	-0.122	161.2	-64.6	155.7
2.630	9.179	1.402	-4.138	0.061	0.061	-0.122	161.2	-64.6	155.7
2.640	9.217	1.402	-4.100	-0.061	0.366	-0.122	161.2	-64.6	155.7
2.650	9.263	1.414	-4.100	-0.061	0.427	-0.122	161.2	-64.6	155.7
2.660	9.235	1.422	-4.079	0.061	0.244	-0.122	161.2	-64.6	155.7
2.670	9.192	1.434	-4.124	0.122	0.000	-0.183	161.2	-64.6	155.7
2.680	9.246	1.434	-4.099	0.000	0.000	-0.122	161.2	-64.6	155.7
2.690	9.234	1.417	-4.042	-0.061	0.244	-0.122	161.2	-64.6	155.7
2.700	9.213	1.408	-4.072	-0.183	0.122	-0.122	161.2	-64.6	155.7
2.710	9.209	1.430	-4.037	-0.183	-0.244	-0.122	161.2	-64.6	155.7
2.720	9.193	1.389	-4.017	-0.122	-0.610	-0.244	161.2	-64.6	155.7
2.730	9.227	1.435	-4.126	-0.122	-0.793	-0.122	161.2	-64.6	155.7
2.740	9.240	1.396	-4.166	-0.122	-0.671	-0.183	161.2	-64.6	155.7
2.750	9.206	1.452	-4.145	-0.122	-0.305	-0.122	161.2	-64.6	155.7
2.760	9.217	1.414	-4.104	-0.183	0.305	-0.122	161.2	-64.6	155.7
2.770	9.221	1.412	-4.066	-0.183	0.366	-0.122	161.2	-64.6	155.7
2.780	9.237	1.392	-4.081	-0.122	-0.122	-0.122	161.2	-64.6	155.7
2.790	9.209	1.404	-4.146	0.122	-0.610	-0.122	161.2	-64.6	155.7
2.800	9.245	1.429	-4.163	0.244	-0.427	-0.122	161.2	-64.6	155.7
2.810	9.227	1.427	-4.205	0.183	0.000	-0.122	161.2	-64.6	155.7
2.820	9.187	1.436	-4.147	0.122	0.366	-0.061	161.2	-64.6	155.7
2.830	9.144	1.399	-4.139	0.061	0.427	-0.061	161.2	-64.6	155.7
2.840	9.211	1.429	-4.116	0.000	0.244	-0.122	161.2	-64.6	155.7
2.850	9.193	1.373	-4.183	0.000	-0.061	-0.183	161.2	-64.6	155.7
2.860	9.178	1.397	-4.087	-0.122	-0.427	-0.122	161.2	-64.6	155.7
2.870	9.192	1.417	-4.118	-0.061	-0.488	-0.183	161.2	-64.6	155.7
2.880	9.229	1.414	-4.171	-0.061	-0.488	-0.122	161.2	-64.6	155.7
2.890	9.245	1.411	-4.147	-0.122	-0.305	-0.122	161.2	-64.6	155.7
2.900	9.235	1.401	-4.134	-0.061	-0.183	-0.183	161.2	-64.6	155.7
2.910	9.212	1.427	-4.146	-0.122	-0.061	-0.122	161.2	-64.6	155.7
2.920	9.211	1.427	-4.106	-0.183	-0.061	-0.061	161.2	-64.6	155.7
2.930	9.254	1.377	-4.102	-0.061	-0.061	-0.122	161.3	-64.6	155.7
2.940	9.225	1.379	-4.115	-0.061	0.000	-0.183	161.3	-64.6	155.7
2.950	9.233	1.441	-4.093	-0.183	0.000	-0.122	161.3	-64.6	155.7
2.960	9.204	1.379	-4.170	-0.183	-0.366	-0.061	161.3	-64.6	155.7
2.970	9.213	1.392	-4.132	-0.122	-0.061	-0.061	161.3	-64.6	155.7
2.980	9.223	1.401	-4.109	-0.061	0.305	0.000	161.3	-64.6	155.7
2.990	9.211	1.395	-4.102	-0.061	0.732	-0.061	161.3	-64.6	155.7
3.000	9.210	1.417	-4.096	-0.122	0.610	-0.061	161.3	-64.6	155.7
3.010	9.231	1.420	-4.105	0.061	0.427	-0.122	161.3	-64.6	155.7
3.020	9.224	1.417	-4.070	0.000	0.427	-0.061	161.3	-64.6	155.7
3.030	9.221	1.417	-4.051	-0.122	0.427	0.000	161.3	-64.6	155.7
3.040	9.222	1.395	-4.117	-0.183	0.244	-0.061	161.3	-64.6	155.7
3.050	9.243	1.384	-4.164	-0.061	0.183	-0.061	161.3	-64.6	155.7
3.060	9.205	1.405	-4.076	-0.061	0.488	0.000	161.3	-64.6	155.7
3.070	9.229	1.403	-4.178	-0.122	0.488	-0.061	161.3	-64.6	155.7
3.080	9.194	1.410	-4.133	-0.244	0.427	-0.061	161.3	-64.6	155.7
3.090	9.215	1.448	-4.120	-0.427	0.977	0.061	161.3	-64.6	155.7
