BTS G-STUDIO File

--------------------------------------------------------
Versione File:		5
Sensor type:		GS2
Accelerometro (g):	±2
Magnetico (uT):	OFF
Giroscopio (°/s):	±2000
Frequenza (Hz):		100
GPS (Hz):		OFF
Informazioni sull’orientamento:	ON
Frames:	1153
--------------------------------------------------------

Time		Acc.			Gyro.		Roll	Pitch	Yaw
0.220	9.334	-0.309	2.501	0.732	0.244	0.366	-5.5	-74.1	-21.7
0.230	9.331	-0.320	2.521	0.549	0.305	0.305	-5.6	-74.1	-21.6
0.240	9.352	-0.277	2.479	0.488	0.427	0.305	-5.6	-74.1	-21.6
0.250	9.388	-0.251	2.540	0.427	0.061	0.366	-5.6	-74.1	-21.6
0.260	9.325	-0.259	2.511	0.244	0.183	0.366	-5.6	-74.1	-21.6
0.270	9.385	-0.252	2.505	0.244	0.061	0.244	-5.6	-74.1	-21.6
0.280	9.385	-0.285	2.568	0.183	0.244	0.244	-5.6	-74.1	-21.6
0.290	9.428	-0.296	2.554	0.183	0.305	0.061	-5.6	-74.1	-21.6
0.300	9.418	-0.307	2.604	0.244	0.305	-0.061	-5.6	-74.1	-21.6
0.310	9.412	-0.338	2.665	0.305	0.488	-0.122	-5.6	-74.0	-21.6
0.320	9.400	-0.337	2.570	0.427	0.549	-0.061	-5.6	-74.0	-21.6
0.330	9.374	-0.372	2.526	0.427	0.488	0.061	-5.6	-74.0	-21.6
0.340	9.345	-0.385	2.534	0.427	0.549	0.122	-5.6	-74.0	-21.6
0.350	9.302	-0.323	2.551	0.610	0.610	0.183	-5.6	-74.0	-21.5
0.360	9.319	-0.351	2.522	0.610	0.549	0.305	-5.6	-74.0	-21.5
0.370	9.326	-0.350	2.546	0.671	0.793	0.305	-5.7	-74.0	-21.5
0.380	9.333	-0.326	2.564	0.549	0.854	0.305	-5.7	-74.0	-21.5
0.390	9.342	-0.293	2.552	0.488	0.793	0.366	-5.7	-74.0	-21.5
0.400	9.306	-0.284	2.551	0.305	0.732	0.366	-5.7	-74.0	-21.5
0.410	9.330	-0.266	2.594	0.305	0.671	0.427	-5.7	-74.0	-21.5
0.420	9.337	-0.266	2.576	0.244	0.671	0.366	-5.7	-74.0	-21.4
0.430	9.374	-0.305	2.620	0.183	0.610	0.305	-5.7	-74.0	-21.4
0.440	9.348	-0.303	2.631	0.244	0.732	0.183	-5.7	-74.0	-21.4
0.450	9.413	-0.306	2.575	0.244	0.854	0.122	-5.7	-74.0	-21.4
0.460	9.387	-0.285	2.571	0.244	0.732	0.183	-5.8	-74.0	-21.4
0.470	9.356	-0.333	2.590	0.183	0.793	0.122	-5.8	-73.9	-21.4
0.480	9.343	-0.336	2.455	0.122	0.549	0.183	-5.8	-73.9	-21.4
0.490	9.339	-0.366	2.568	-0.061	0.488	0.122	-5.8	-73.9	-21.4
0.500	9.320	-0.351	2.611	-0.061	0.427	0.122	-5.8	-73.9	-21.4
0.510	9.373	-0.317	2.520	0.000	0.366	0.183	-5.8	-73.9	-21.4
0.520	9.377	-0.293	2.619	-0.061	0.610	0.366	-5.9	-73.9	-21.3
0.530	9.326	-0.253	2.583	0.000	0.732	0.305	-5.9	-73.9	-21.3
0.540	9.324	-0.312	2.587	0.061	0.244	0.244	-5.9	-73.9	-21.3
0.550	9.389	-0.332	2.589	-0.061	0.427	0.122	-5.9	-73.9	-21.3
0.560	9.358	-0.349	2.550	-0.061	0.671	0.183	-5.9	-73.9	-21.3
0.570	9.364	-0.375	2.565	0.000	1.038	0.244	-5.9	-73.9	-21.3
0.580	9.345	-0.355	2.551	0.122	1.343	0.305	-5.9	-73.9	-21.3
0.590	9.304	-0.360	2.565	0.244	1.343	0.366	-6.0	-73.9	-21.3
0.600	9.332	-0.349	2.570	0.366	1.038	0.488	-6.0	-73.9	-21.2
0.610	9.333	-0.331	2.611	0.488	0.916	0.488	-6.0	-73.9	-21.2
0.620	9.326	-0.341	2.582	0.244	0.793	0.427	-6.0	-73.8	-21.2
0.630	9.316	-0.299	2.572	0.183	0.793	0.366	-6.0	-73.8	-21.2
0.640	9.316	-0.284	2.611	0.122	0.977	0.305	-6.0	-73.8	-21.2
0.650	9.349	-0.284	2.614	0.122	0.793	0.183	-6.0	-73.8	-21.2
0.660	9.340	-0.293	2.607	-0.122	0.671	0.122	-6.0	-73.8	-21.2
0.670	9.328	-0.288	2.610	-0.183	0.793	0.061	-6.1	-73.8	-21.2
0.680	9.315	-0.325	2.678	-0.244	0.793	0.061	-6.1	-73.8	-21.2
0.690	9.328	-0.350	2.632	-0.122	0.854	0.122	-6.1	-73.8	-21.2
0.700	9.342	-0.320	2.554	-0.122	0.793	0.061	-6.1	-73.8	-21.2
0.710	9.357	-0.354	2.580	0.000	0.916	0.122	-6.1	-73.8	-21.2
0.720	9.355	-0.373	2.608	0.122	0.854	0.122	-6.1	-73.8	-21.2
0.730	9.319	-0.408	2.617	0.244	0.793	0.244	-6.1	-73.8	-21.2
0.740	9.342	-0.400	2.649	0.244	0.732	0.244	-6.1	-73.7	-21.1
0.750	9.309	-0.398	2.633	0.244	0.793	0.244	-6.1	-73.7	-21.1
0.760	9.336	-0.357	2.655	0.244	0.854	0.427	-6.2	-73.7	-21.1
0.770	9.338	-0.333	2.601	0.244	1.099	0.488	-6.2	-73.7	-21.1
0.780	9.357	-0.332	2.647	0.244	1.160	0.427	-6.2	-73.7	-21.1
0.790	9.369	-0.342	2.607	0.061	1.160	0.305	-6.2	-73.7	-21.1
0.800	9.337	-0.351	2.625	-0.122	0.916	0.366	-6.2	-73.7	-21.0
0.810	9.339	-0.345	2.577	-0.183	0.916	0.366	-6.2	-73.7	-21.0
0.820	9.337	-0.320	2.694	0.000	0.854	0.183	-6.3	-73.7	-21.0
0.830	9.279	-0.392	2.600	0.000	0.671	0.183	-6.3	-73.7	-21.0
0.840	9.302	-0.367	2.675	-0.061	0.427	0.183	-6.3	-73.7	-21.0
0.850	9.307	-0.336	2.680	0.061	0.305	0.122	-6.3	-73.6	-21.0
0.860	9.312	-0.320	2.614	0.244	0.427	0.183	-6.3	-73.6	-21.0
0.870	9.363	-0.391	2.657	0.366	0.610	0.183	-6.3	-73.6	-21.0
0.880	9.312	-0.355	2.599	0.610	0.549	0.244	-6.3	-73.6	-21.0
0.890	9.296	-0.405	2.593	0.610	0.671	0.366	-6.3	-73.6	-20.9
0.900	9.300	-0.375	2.596	0.610	0.793	0.427	-6.4	-73.6	-20.9
0.910	9.325	-0.335	2.593	0.366	0.793	0.488	-6.4	-73.6	-20.9
0.920	9.319	-0.312	2.653	0.244	0.916	0.610	-6.4	-73.6	-20.9
0.930	9.321	-0.277	2.685	0.122	1.038	0.610	-6.4	-73.6	-20.9
0.940	9.338	-0.320	2.724	0.183	0.916	0.549	-6.4	-73.6	-20.9
0.950	9.331	-0.275	2.649	0.122	0.793	0.549	-6.4	-73.6	-20.8
0.960	9.281	-0.331	2.722	0.183	0.854	0.488	-6.4	-73.6	-20.8
0.970	9.298	-0.366	2.752	0.244	0.793	0.427	-6.5	-73.5	-20.8
0.980	9.267	-0.421	2.738	0.183	0.854	0.305	-6.5	-73.5	-20.8
0.990	9.281	-0.411	2.659	0.244	0.793	0.122	-6.5	-73.5	-20.8
1.000	9.304	-0.368	2.671	0.244	0.488	0.183	-6.5	-73.5	-20.8
1.010	9.355	-0.388	2.632	0.305	0.427	0.122	-6.5	-73.5	-20.8
1.020	9.310	-0.393	2.669	0.244	0.427	0.244	-6.5	-73.5	-20.8
1.030	9.296	-0.385	2.677	0.244	0.305	0.305	-6.6	-73.5	-20.7
1.040	9.260	-0.410	2.698	0.244	0.122	0.366	-6.6	-73.5	-20.7
1.050	9.276	-0.347	2.686	0.366	0.366	0.488	-6.6	-73.5	-20.7
1.060	9.284	-0.330	2.769	0.366	0.671	0.488	-6.6	-73.5	-20.7
1.070	9.310	-0.343	2.686	0.549	0.732	0.488	-6.6	-73.5	-20.7
1.080	9.327	-0.323	2.714	0.427	0.671	0.671	-6.6	-73.5	-20.6
1.090	9.312	-0.332	2.635	0.366	0.671	0.671	-6.7	-73.5	-20.6
1.100	9.319	-0.355	2.683	0.366	0.793	0.671	-6.7	-73.4	-20.6
1.110	9.308	-0.360	2.636	0.305	0.793	0.671	-6.7	-73.4	-20.6
1.120	9.300	-0.344	2.724	0.183	0.366	0.549	-6.7	-73.4	-20.6
1.130	9.319	-0.297	2.639	0.122	0.244	0.549	-6.7	-73.4	-20.6
1.140	9.312	-0.278	2.669	-0.061	0.244	0.549	-6.7	-73.4	-20.5
1.150	9.327	-0.366	2.726	-0.061	0.244	0.488	-6.8	-73.4	-20.5
1.160	9.313	-0.378	2.763	-0.122	0.061	0.366	-6.8	-73.4	-20.5
1.170	9.292	-0.362	2.710	-0.122	0.000	0.122	-6.8	-73.4	-20.5
1.180	9.281	-0.375	2.732	0.000	0.061	0.061	-6.8	-73.4	-20.5
1.190	9.251	-0.432	2.684	0.061	0.061	0.000	-6.8	-73.4	-20.5
1.200	9.239	-0.390	2.684	0.061	-0.061	-0.061	-6.8	-73.4	-20.5
1.210	9.277	-0.424	2.644	0.000	-0.061	0.122	-6.8	-73.4	-20.5
1.220	9.270	-0.405	2.673	0.000	0.000	0.061	-6.8	-73.4	-20.5
1.230	9.297	-0.362	2.694	0.122	-0.061	0.183	-6.9	-73.4	-20.5
1.240	9.337	-0.345	2.758	0.061	0.122	0.427	-6.9	-73.4	-20.5
1.250	9.296	-0.353	2.704	0.000	0.366	0.549	-6.9	-73.4	-20.4
1.260	9.290	-0.382	2.691	0.061	0.244	0.549	-6.9	-73.4	-20.4
1.270	9.286	-0.394	2.696	0.061	0.061	0.549	-6.9	-73.4	-20.4
1.280	9.304	-0.378	2.694	0.000	-0.061	0.427	-7.0	-73.4	-20.4
1.290	9.298	-0.356	2.720	-0.183	-0.061	0.488	-7.0	-73.4	-20.4
1.300	9.302	-0.319	2.726	-0.244	0.061	0.366	-7.0	-73.4	-20.4
1.310	9.300	-0.399	2.758	-0.122	0.000	0.183	-7.0	-73.4	-20.3
1.320	9.300	-0.355	2.716	0.061	-0.122	0.122	-7.0	-73.4	-20.3
1.330	9.255	-0.406	2.668	0.244	-0.061	0.122	-7.0	-73.4	-20.3
1.340	9.298	-0.464	2.690	0.244	0.000	0.122	-7.0	-73.4	-20.3
1.350	9.252	-0.441	2.654	0.061	-0.244	0.122	-7.0	-73.4	-20.3
1.360	9.255	-0.396	2.631	-0.061	-0.366	0.000	-7.1	-73.4	-20.3
1.370	9.291	-0.363	2.694	-0.122	-0.305	0.000	-7.1	-73.4	-20.3
1.380	9.304	-0.343	2.687	-0.061	-0.305	0.122	-7.1	-73.4	-20.3
1.390	9.312	-0.341	2.720	0.000	-0.122	0.305	-7.1	-73.4	-20.3
1.400	9.331	-0.370	2.781	-0.061	0.061	0.305	-7.1	-73.4	-20.3
1.410	9.324	-0.391	2.704	0.000	0.244	0.427	-7.1	-73.4	-20.3
1.420	9.282	-0.438	2.741	-0.122	0.366	0.549	-7.1	-73.4	-20.2
1.430	9.277	-0.463	2.678	0.183	0.061	0.671	-7.2	-73.4	-20.2
1.440	9.275	-0.493	2.599	0.183	-0.183	0.977	-7.2	-73.4	-20.2
1.450	9.246	-0.420	2.683	-0.122	-0.244	0.793	-7.3	-73.4	-20.1
1.460	9.242	-0.378	2.704	-0.305	-0.427	0.732	-7.3	-73.4	-20.1
1.470	9.282	-0.332	2.721	-0.488	-0.732	0.488	-7.3	-73.4	-20.1
1.480	9.294	-0.329	2.795	-0.488	-0.488	0.427	-7.4	-73.4	-20.1
1.490	9.272	-0.351	2.741	-0.366	-0.427	0.305	-7.4	-73.4	-20.0
1.500	9.279	-0.391	2.744	-0.488	-0.549	0.244	-7.4	-73.4	-20.0
1.510	9.297	-0.403	2.702	-0.488	-0.732	0.122	-7.4	-73.4	-20.0
1.520	9.279	-0.451	2.679	-0.610	-0.793	0.122	-7.4	-73.4	-20.0
1.530	9.278	-0.436	2.651	-0.671	-0.793	0.183	-7.5	-73.4	-20.0
1.540	9.292	-0.458	2.672	-0.610	-0.610	0.305	-7.5	-73.4	-20.0
1.550	9.279	-0.403	2.673	-0.549	-0.488	0.366	-7.5	-73.4	-19.9
1.560	9.273	-0.412	2.675	-0.427	-0.549	0.305	-7.6	-73.4	-19.9
1.570	9.295	-0.436	2.681	-0.366	-0.610	0.488	-7.6	-73.4	-19.9
1.580	9.326	-0.421	2.775	-0.305	-0.610	0.488	-7.6	-73.4	-19.9
1.590	9.290	-0.421	2.721	-0.183	-0.549	0.427	-7.6	-73.4	-19.9
1.600	9.361	-0.378	2.723	-0.061	-0.488	0.366	-7.7	-73.4	-19.8
1.610	9.315	-0.379	2.756	-0.183	-0.427	0.244	-7.7	-73.4	-19.8
1.620	9.310	-0.423	2.673	-0.183	-0.610	0.305	-7.7	-73.4	-19.8
1.630	9.342	-0.417	2.705	-0.122	-0.549	0.427	-7.7	-73.4	-19.8
1.640	9.266	-0.473	2.728	-0.183	-0.305	0.488	-7.7	-73.4	-19.8
1.650	9.261	-0.470	2.607	-0.366	-0.671	0.366	-7.8	-73.4	-19.7
1.660	9.253	-0.428	2.626	-0.549	-1.038	0.183	-7.8	-73.4	-19.7
1.670	9.247	-0.385	2.740	-0.671	-1.160	0.122	-7.8	-73.4	-19.7
1.680	9.241	-0.368	2.830	-0.977	-1.038	0.183	-7.9	-73.5	-19.7
1.690	9.302	-0.397	2.801	-0.916	-0.977	0.122	-7.9	-73.5	-19.7
1.700	9.303	-0.393	2.808	-0.732	-0.854	0.000	-7.9	-73.5	-19.7
1.710	9.339	-0.428	2.747	-0.549	-0.671	-0.061	-7.9	-73.5	-19.7
1.720	9.289	-0.460	2.763	-0.305	-0.427	0.061	-7.9	-73.5	-19.7
1.730	9.225	-0.502	2.655	-0.122	-0.549	0.061	-7.9	-73.5	-19.7
1.740	9.282	-0.521	2.653	0.061	-0.488	0.183	-7.9	-73.5	-19.7
1.750	9.246	-0.500	2.649	0.061	-0.671	0.244	-8.0	-73.5	-19.6
1.760	9.264	-0.428	2.703	-0.061	-1.038	0.244	-8.0	-73.5	-19.6
1.770	9.295	-0.378	2.653	0.000	-1.038	0.366	-8.0	-73.5	-19.6
1.780	9.324	-0.434	2.754	0.183	-0.916	0.549	-8.1	-73.5	-19.6
1.790	9.338	-0.410	2.724	0.244	-0.854	0.427	-8.1	-73.5	-19.5
1.800	9.338	-0.436	2.790	0.244	-1.099	0.305	-8.1	-73.5	-19.5
1.810	9.376	-0.392	2.689	0.244	-1.221	0.183	-8.1	-73.5	-19.5
1.820	9.294	-0.442	2.708	0.244	-0.977	0.000	-8.1	-73.5	-19.5
1.830	9.322	-0.436	2.699	0.244	-0.854	0.000	-8.1	-73.5	-19.5
1.840	9.272	-0.481	2.742	0.244	-0.671	0.000	-8.1	-73.5	-19.5
1.850	9.324	-0.418	2.700	0.183	-0.732	0.122	-8.1	-73.5	-19.5
1.860	9.336	-0.439	2.698	0.183	-0.854	0.183	-8.1	-73.5	-19.5
1.870	9.308	-0.436	2.750	0.244	-0.854	0.183	-8.2	-73.5	-19.5
1.880	9.306	-0.442	2.706	0.244	-0.793	0.244	-8.2	-73.6	-19.4
1.890	9.294	-0.448	2.697	0.366	-0.671	0.122	-8.2	-73.6	-19.4
1.900	9.312	-0.403	2.643	0.549	-0.671	0.000	-8.2	-73.6	-19.4
1.910	9.288	-0.393	2.636	0.305	-0.732	0.122	-8.2	-73.6	-19.4
1.920	9.313	-0.417	2.702	0.244	-0.671	0.000	-8.2	-73.6	-19.4
1.930	9.308	-0.410	2.704	0.244	-0.732	0.061	-8.2	-73.6	-19.4
1.940	9.328	-0.445	2.757	0.244	-0.732	0.061	-8.2	-73.6	-19.4
1.950	9.324	-0.499	2.702	0.244	-0.671	0.061	-8.2	-73.6	-19.4
1.960	9.314	-0.540	2.692	0.427	-0.610	-0.061	-8.2	-73.6	-19.4
1.970	9.307	-0.473	2.750	0.488	-0.427	-0.122	-8.2	-73.6	-19.4
1.980	9.320	-0.442	2.726	0.610	-0.671	-0.061	-8.2	-73.6	-19.4
1.990	9.301	-0.403	2.677	0.793	-0.549	-0.061	-8.2	-73.6	-19.4
2.000	9.309	-0.410	2.687	0.793	-0.427	0.000	-8.2	-73.6	-19.4
2.010	9.300	-0.378	2.667	0.610	-0.366	0.061	-8.2	-73.6	-19.4
2.020	9.254	-0.404	2.648	0.549	-0.488	0.122	-8.2	-73.6	-19.4
2.030	9.302	-0.424	2.595	0.427	-0.671	0.122	-8.2	-73.6	-19.4
2.040	9.282	-0.424	2.684	0.366	-0.549	0.122	-8.2	-73.6	-19.4
2.050	9.318	-0.405	2.655	0.427	-0.549	0.122	-8.2	-73.6	-19.3
2.060	9.352	-0.349	2.612	0.244	-0.732	0.000	-8.2	-73.6	-19.3
2.070	9.328	-0.357	2.645	0.183	-0.854	-0.061	-8.2	-73.6	-19.4
2.080	9.303	-0.432	2.657	0.122	-0.793	-0.061	-8.2	-73.6	-19.4
2.090	9.259	-0.447	2.631	0.183	-1.038	-0.183	-8.2	-73.7	-19.4
2.100	9.282	-0.453	2.708	0.183	-1.221	-0.305	-8.2	-73.7	-19.4
2.110	9.275	-0.471	2.705	0.244	-1.221	-0.305	-8.2	-73.7	-19.4
2.120	9.308	-0.429	2.710	0.183	-1.160	-0.305	-8.2	-73.7	-19.4
2.130	9.297	-0.417	2.653	0.244	-1.404	-0.366	-8.2	-73.7	-19.4
2.140	9.285	-0.459	2.624	0.244	-1.465	-0.366	-8.2	-73.7	-19.4
2.150	9.283	-0.418	2.671	0.244	-1.404	-0.305	-8.2	-73.7	-19.4
2.160	9.253	-0.376	2.627	0.122	-1.404	-0.244	-8.2	-73.7	-19.4
2.170	9.276	-0.414	2.627	0.183	-1.526	-0.122	-8.2	-73.7	-19.4
2.180	9.297	-0.422	2.739	0.244	-1.526	-0.122	-8.2	-73.8	-19.4
2.190	9.330	-0.417	2.618	0.427	-1.465	-0.183	-8.2	-73.8	-19.4
2.200	9.332	-0.452	2.698	0.305	-1.343	-0.122	-8.2	-73.8	-19.4
2.210	9.367	-0.411	2.644	0.366	-1.465	-0.061	-8.2	-73.8	-19.4
2.220	9.339	-0.421	2.581	0.244	-1.465	0.000	-8.2	-73.8	-19.4
2.230	9.336	-0.409	2.532	0.244	-1.404	-0.183	-8.2	-73.8	-19.4
2.240	9.322	-0.408	2.635	0.122	-1.526	-0.366	-8.2	-73.8	-19.4
2.250	9.368	-0.380	2.669	-0.061	-1.282	-0.427	-8.2	-73.9	-19.4
2.260	9.383	-0.327	2.641	0.061	-1.099	-0.366	-8.2	-73.9	-19.4
2.270	9.365	-0.362	2.649	0.122	-0.732	-0.366	-8.2	-73.9	-19.4
2.280	9.312	-0.400	2.699	0.122	-0.854	-0.366	-8.2	-73.9	-19.4
2.290	9.300	-0.397	2.612	0.000	-1.160	-0.366	-8.2	-73.9	-19.4
2.300	9.318	-0.417	2.673	0.000	-1.404	-0.366	-8.2	-73.9	-19.4
2.310	9.328	-0.454	2.600	-0.122	-1.343	-0.366	-8.2	-73.9	-19.4
2.320	9.263	-0.442	2.589	-0.183	-1.343	-0.366	-8.2	-73.9	-19.5
2.330	9.319	-0.424	2.569	-0.244	-1.282	-0.427	-8.2	-73.9	-19.5
2.340	9.288	-0.394	2.531	-0.366	-1.160	-0.366	-8.2	-73.9	-19.5
2.350	9.318	-0.372	2.553	-0.305	-1.343	-0.366	-8.2	-74.0	-19.5
2.360	9.365	-0.394	2.559	-0.427	-1.465	-0.427	-8.2	-74.0	-19.5
2.370	9.349	-0.386	2.618	-0.488	-1.587	-0.427	-8.2	-74.0	-19.5
2.380	9.387	-0.360	2.626	-0.610	-1.526	-0.488	-8.2	-74.0	-19.5
2.390	9.407	-0.384	2.608	-0.366	-1.404	-0.549	-8.2	-74.0	-19.5
2.400	9.424	-0.376	2.575	-0.122	-1.099	-0.732	-8.1	-74.0	-19.5
2.410	9.376	-0.405	2.681	-0.061	-1.038	-0.916	-8.1	-74.0	-19.6
2.420	9.388	-0.387	2.624	-0.244	-0.977	-0.916	-8.1	-74.1	-19.6
2.430	9.322	-0.412	2.568	-0.244	-1.099	-0.977	-8.1	-74.1	-19.6
2.440	9.333	-0.362	2.623	-0.305	-0.916	-0.977	-8.0	-74.1	-19.7
2.450	9.282	-0.374	2.599	-0.244	-0.732	-0.793	-8.0	-74.1	-19.7
2.460	9.279	-0.422	2.577	-0.427	-0.610	-0.732	-8.0	-74.1	-19.7
2.470	9.285	-0.394	2.557	-0.366	-0.671	-0.488	-8.0	-74.1	-19.8
2.480	9.279	-0.405	2.525	-0.366	-0.732	-0.488	-8.0	-74.1	-19.8
2.490	9.284	-0.471	2.497	-0.366	-0.854	-0.305	-8.0	-74.1	-19.8
2.500	9.272	-0.405	2.580	-0.305	-1.160	-0.183	-8.0	-74.1	-19.8
2.510	9.344	-0.459	2.623	-0.244	-1.404	-0.183	-8.0	-74.1	-19.8
2.520	9.369	-0.485	2.629	-0.061	-1.404	-0.122	-8.0	-74.1	-19.8
2.530	9.357	-0.414	2.637	0.000	-1.282	-0.122	-8.0	-74.2	-19.7
2.540	9.397	-0.433	2.611	0.122	-1.099	-0.183	-8.0	-74.2	-19.7
2.550	9.370	-0.448	2.599	0.244	-0.854	-0.061	-8.0	-74.2	-19.7
2.560	9.319	-0.406	2.596	0.244	-0.854	0.122	-8.0	-74.2	-19.7
2.570	9.331	-0.414	2.574	0.244	-0.977	0.122	-8.1	-74.2	-19.7
2.580	9.340	-0.399	2.548	0.244	-1.282	0.122	-8.1	-74.2	-19.7
2.590	9.380	-0.452	2.580	0.244	-1.404	0.061	-8.1	-74.2	-19.7
2.600	9.399	-0.363	2.474	0.366	-1.404	-0.061	-8.1	-74.2	-19.7
2.610	9.397	-0.354	2.503	0.366	-1.282	-0.061	-8.1	-74.2	-19.7
2.620	9.373	-0.379	2.540	0.244	-1.099	-0.122	-8.1	-74.3	-19.7
2.630	9.352	-0.357	2.590	0.183	-1.038	-0.183	-8.1	-74.3	-19.7
2.640	9.362	-0.381	2.556	0.183	-1.221	-0.305	-8.1	-74.3	-19.7
2.650	9.362	-0.400	2.520	0.061	-1.221	-0.366	-8.0	-74.3	-19.7
2.660	9.373	-0.367	2.602	0.000	-1.099	-0.366	-8.0	-74.3	-19.7
2.670	9.388	-0.392	2.601	0.000	-0.793	-0.427	-8.0	-74.3	-19.8
2.680	9.406	-0.396	2.601	0.061	-0.549	-0.305	-8.0	-74.3	-19.8
2.690	9.399	-0.406	2.540	0.122	-0.549	-0.183	-8.0	-74.3	-19.8
2.700	9.404	-0.448	2.574	0.183	-0.427	-0.061	-8.0	-74.3	-19.8
2.710	9.394	-0.417	2.619	0.244	-0.366	0.061	-8.0	-74.3	-19.8
2.720	9.371	-0.423	2.580	0.244	-0.427	0.061	-8.0	-74.3	-19.8
2.730	9.374	-0.447	2.505	0.061	-0.305	0.061	-8.0	-74.3	-19.8
2.740	9.286	-0.445	2.568	0.061	-0.366	-0.122	-8.0	-74.3	-19.8
2.750	9.328	-0.374	2.595	0.183	-0.854	-0.244	-8.0	-74.3	-19.8
2.760	9.320	-0.349	2.582	0.000	-0.977	-0.305	-8.0	-74.3	-19.8
2.770	9.356	-0.376	2.548	-0.122	-0.671	-0.244	-8.0	-74.3	-19.8
2.780	9.389	-0.396	2.544	-0.244	-0.610	-0.244	-8.0	-74.3	-19.8
2.790	9.388	-0.405	2.563	-0.122	-0.488	-0.183	-8.0	-74.4	-19.8
2.800	9.422	-0.400	2.559	0.000	-0.427	-0.305	-8.0	-74.4	-19.8
2.810	9.388	-0.409	2.544	0.122	-0.427	-0.183	-8.0	-74.4	-19.8
2.820	9.357	-0.438	2.570	0.244	-0.122	-0.122	-8.0	-74.4	-19.8
2.830	9.344	-0.442	2.521	0.305	-0.305	-0.061	-8.0	-74.4	-19.8
2.840	9.319	-0.441	2.550	0.366	-0.488	0.061	-8.0	-74.4	-19.8
2.850	9.322	-0.435	2.508	0.305	-0.244	0.183	-8.0	-74.4	-19.8
2.860	9.369	-0.410	2.563	0.244	-0.183	0.244	-8.1	-74.4	-19.8
2.870	9.379	-0.399	2.486	0.244	-0.366	0.183	-8.1	-74.4	-19.7
2.880	9.419	-0.342	2.514	0.183	-0.549	0.183	-8.1	-74.4	-19.7
2.890	9.391	-0.337	2.499	0.183	-0.427	0.122	-8.1	-74.4	-19.7
2.900	9.386	-0.343	2.558	0.183	-0.488	0.061	-8.1	-74.4	-19.7
2.910	9.348	-0.344	2.593	0.244	-0.488	-0.122	-8.1	-74.4	-19.8
2.920	9.330	-0.406	2.574	0.244	-0.610	-0.183	-8.1	-74.4	-19.8
2.930	9.306	-0.433	2.611	0.427	-0.549	-0.244	-8.0	-74.4	-19.8
2.940	9.339	-0.440	2.554	0.488	-0.732	-0.305	-8.0	-74.4	-19.8
2.950	9.340	-0.404	2.539	0.366	-0.610	-0.183	-8.0	-74.4	-19.8
2.960	9.354	-0.411	2.527	0.244	-0.671	0.000	-8.0	-74.4	-19.8
2.970	9.307	-0.449	2.513	0.244	-0.488	0.122	-8.1	-74.4	-19.8
2.980	9.316	-0.422	2.468	0.366	-0.671	0.122	-8.1	-74.4	-19.7
2.990	9.318	-0.368	2.560	0.305	-0.732	0.122	-8.1	-74.4	-19.7
3.000	9.355	-0.370	2.559	0.305	-0.854	0.122	-8.1	-74.4	-19.7
