BTS G-STUDIO File

--------------------------------------------------------
Versione File:		5
Sensor type:		GS2
Accelerometro (g):	±2
Magnetico (uT):	OFF
Giroscopio (°/s):	±2000
Frequenza (Hz):		100
GPS (Hz):		OFF
Informazioni sull’orientamento:	ON
Frames:	971
--------------------------------------------------------

Time		Acc.			Gyro.		Roll	Pitch	Yaw
0.270	9.376	-0.003	2.645	1.343	-0.305	0.549	-1.2	-73.5	-40.0
0.280	9.278	-0.058	2.668	1.709	0.000	0.549	-1.2	-73.5	-40.0
0.290	9.243	-0.031	2.661	2.014	-0.244	0.793	-1.2	-73.5	-40.0
0.300	9.260	-0.042	2.681	2.075	-0.427	0.916	-1.2	-73.5	-40.0
0.310	9.273	-0.011	2.788	2.014	-0.671	1.099	-1.2	-73.5	-39.9
0.320	9.251	0.048	2.748	1.892	-1.038	1.099	-1.2	-73.5	-39.9
0.330	9.284	0.073	2.716	1.648	-1.038	1.099	-1.1	-73.5	-39.9
0.340	9.319	0.071	2.631	1.343	-1.038	1.038	-1.1	-73.5	-39.9
0.350	9.310	0.108	2.627	1.282	-1.221	1.038	-1.1	-73.5	-39.9
0.360	9.308	0.109	2.641	1.160	-1.526	0.854	-1.1	-73.5	-39.8
0.370	9.356	0.054	2.659	1.038	-1.709	0.916	-1.1	-73.5	-39.8
0.380	9.306	0.040	2.677	1.099	-1.587	0.671	-1.1	-73.5	-39.8
0.390	9.315	0.041	2.703	0.977	-1.526	0.488	-1.0	-73.5	-39.8
0.400	9.260	0.032	2.750	1.038	-1.831	0.244	-1.0	-73.5	-39.8
0.410	9.237	-0.035	2.683	0.854	-2.441	0.061	-1.0	-73.5	-39.8
0.420	9.275	0.049	2.663	0.671	-3.052	0.000	-1.0	-73.5	-39.8
0.430	9.272	0.022	2.679	0.427	-3.113	0.122	-0.9	-73.5	-39.8
0.440	9.319	0.029	2.669	0.061	-2.930	0.000	-0.9	-73.5	-39.8
0.450	9.291	0.122	2.705	-0.122	-2.380	0.000	-0.9	-73.6	-39.9
0.460	9.328	0.104	2.692	-0.549	-2.075	0.183	-0.8	-73.6	-39.9
0.470	9.367	0.110	2.748	-0.916	-2.075	0.122	-0.8	-73.6	-39.9
0.480	9.412	0.116	2.775	-0.977	-2.014	0.000	-0.8	-73.6	-39.9
0.490	9.373	0.073	2.887	-0.488	-1.343	0.000	-0.8	-73.6	-39.9
0.500	9.300	0.031	2.746	-0.183	-0.977	0.122	-0.7	-73.6	-40.0
0.510	9.282	-0.053	2.788	-0.122	-0.854	0.305	-0.7	-73.6	-40.0
0.520	9.240	-0.057	2.684	-0.244	-0.916	0.488	-0.7	-73.5	-39.9
0.530	9.252	-0.028	2.696	-0.732	-0.916	0.488	-0.7	-73.5	-39.9
0.540	9.181	0.053	2.686	-1.038	-1.282	0.549	-0.7	-73.5	-39.9
0.550	9.206	0.101	2.756	-1.343	-1.709	0.549	-0.8	-73.5	-39.9
0.560	9.263	0.105	2.758	-1.404	-2.319	0.610	-0.8	-73.5	-39.9
0.570	9.361	0.051	2.775	-1.404	-2.380	0.488	-0.7	-73.5	-39.9
0.580	9.354	0.087	2.814	-1.404	-2.136	0.305	-0.7	-73.5	-39.9
0.590	9.327	0.023	2.808	-1.404	-2.136	0.000	-0.7	-73.5	-39.9
0.600	9.290	0.017	2.787	-1.404	-2.258	-0.244	-0.7	-73.6	-39.9
0.610	9.248	0.048	2.815	-1.404	-2.136	-0.305	-0.7	-73.6	-39.9
0.620	9.248	0.057	2.753	-1.404	-1.953	-0.427	-0.7	-73.6	-40.0
0.630	9.272	-0.004	2.770	-1.404	-1.709	-0.244	-0.7	-73.6	-40.0
0.640	9.248	0.010	2.672	-1.404	-1.892	-0.183	-0.6	-73.6	-40.0
0.650	9.295	0.029	2.694	-1.587	-1.953	-0.183	-0.6	-73.6	-40.0
0.660	9.281	0.072	2.700	-1.892	-2.014	-0.061	-0.6	-73.6	-40.0
0.670	9.277	0.044	2.717	-2.075	-2.502	0.000	-0.6	-73.6	-40.1
0.680	9.331	0.026	2.728	-2.380	-2.502	0.000	-0.6	-73.6	-40.1
0.690	9.312	0.048	2.793	-2.686	-2.380	0.000	-0.6	-73.6	-40.1
0.700	9.339	-0.005	2.726	-2.686	-2.502	-0.305	-0.6	-73.6	-40.1
0.710	9.352	0.055	2.759	-2.502	-2.563	-0.549	-0.6	-73.6	-40.1
0.720	9.356	0.018	2.738	-2.441	-2.625	-0.854	-0.6	-73.6	-40.2
0.730	9.346	0.050	2.750	-2.319	-2.686	-0.854	-0.5	-73.6	-40.2
0.740	9.362	-0.026	2.742	-2.197	-2.441	-0.854	-0.5	-73.6	-40.2
0.750	9.332	-0.004	2.807	-2.075	-2.136	-0.793	-0.5	-73.6	-40.3
0.760	9.296	0.026	2.769	-2.014	-2.014	-0.610	-0.5	-73.6	-40.3
0.770	9.337	0.022	2.739	-2.014	-2.014	-0.488	-0.4	-73.6	-40.3
0.780	9.343	0.020	2.795	-2.380	-1.770	-0.305	-0.4	-73.6	-40.3
0.790	9.294	0.030	2.690	-2.625	-1.709	-0.244	-0.4	-73.6	-40.4
0.800	9.275	0.048	2.691	-2.563	-1.709	-0.244	-0.4	-73.6	-40.4
0.810	9.278	0.067	2.745	-2.563	-1.648	-0.244	-0.4	-73.6	-40.4
0.820	9.301	0.019	2.727	-2.625	-1.709	-0.366	-0.4	-73.6	-40.4
0.830	9.303	0.004	2.789	-2.502	-1.831	-0.366	-0.4	-73.6	-40.5
0.840	9.368	-0.045	2.738	-2.380	-2.136	-0.549	-0.4	-73.6	-40.5
0.850	9.278	-0.013	2.734	-2.441	-2.441	-0.854	-0.4	-73.6	-40.5
0.860	9.322	-0.016	2.715	-2.319	-2.319	-1.038	-0.3	-73.6	-40.5
0.870	9.275	-0.026	2.662	-2.197	-2.319	-0.793	-0.3	-73.7	-40.6
0.880	9.217	-0.034	2.709	-2.075	-2.075	-0.610	-0.3	-73.7	-40.6
0.890	9.188	-0.080	2.781	-1.892	-2.441	-0.549	-0.3	-73.7	-40.6
0.900	9.230	-0.020	2.735	-2.014	-2.869	-0.427	-0.3	-73.7	-40.6
0.910	9.278	-0.028	2.678	-1.770	-2.991	-0.183	-0.3	-73.7	-40.6
0.920	9.273	-0.039	2.624	-1.709	-2.991	-0.122	-0.3	-73.7	-40.6
0.930	9.314	0.037	2.717	-1.709	-2.930	0.000	-0.3	-73.7	-40.6
0.940	9.304	0.086	2.708	-1.648	-2.808	0.000	-0.3	-73.7	-40.6
0.950	9.328	0.056	2.730	-1.648	-2.869	-0.061	-0.3	-73.7	-40.7
0.960	9.263	0.068	2.709	-1.648	-2.930	-0.122	-0.2	-73.7	-40.7
0.970	9.289	0.030	2.720	-1.770	-2.869	-0.305	-0.2	-73.8	-40.7
0.980	9.296	-0.002	2.720	-1.648	-2.991	-0.305	-0.2	-73.8	-40.7
0.990	9.339	-0.050	2.789	-1.709	-3.235	-0.305	-0.2	-73.8	-40.7
1.000	9.354	-0.050	2.626	-1.648	-3.357	-0.366	-0.2	-73.8	-40.7
1.010	9.357	-0.004	2.598	-1.587	-3.052	-0.305	-0.2	-73.8	-40.7
1.020	9.318	-0.039	2.654	-1.648	-2.625	-0.183	-0.2	-73.8	-40.8
1.030	9.345	0.054	2.730	-1.648	-2.686	-0.061	-0.2	-73.8	-40.8
1.040	9.375	0.069	2.735	-1.709	-3.113	-0.122	-0.2	-73.9	-40.8
1.050	9.327	0.104	2.722	-1.648	-3.296	-0.061	-0.2	-73.9	-40.8
1.060	9.267	0.075	2.647	-1.648	-3.174	0.000	-0.1	-73.9	-40.8
1.070	9.303	0.067	2.607	-1.709	-3.479	0.000	-0.1	-73.9	-40.8
1.080	9.301	0.014	2.633	-2.014	-3.601	0.061	-0.1	-73.9	-40.8
1.090	9.304	0.023	2.610	-2.136	-3.357	-0.061	-0.1	-73.9	-40.8
1.100	9.324	0.043	2.602	-2.197	-3.357	0.000	-0.1	-74.0	-40.8
1.110	9.338	0.023	2.654	-2.075	-3.357	0.000	-0.1	-74.0	-40.8
1.120	9.351	0.060	2.574	-1.892	-2.930	0.183	-0.1	-74.0	-40.8
1.130	9.333	0.032	2.578	-1.709	-2.808	0.366	-0.1	-74.0	-40.8
1.140	9.358	-0.014	2.644	-1.587	-2.991	0.305	-0.2	-74.0	-40.8
1.150	9.376	0.025	2.689	-1.404	-3.235	0.183	-0.2	-74.0	-40.8
1.160	9.382	0.042	2.581	-1.587	-3.113	0.183	-0.2	-74.1	-40.8
1.170	9.364	0.036	2.586	-1.892	-2.869	0.000	-0.2	-74.1	-40.8
1.180	9.312	0.071	2.712	-2.075	-2.991	-0.061	-0.2	-74.1	-40.8
1.190	9.367	0.116	2.651	-2.197	-3.296	-0.183	-0.2	-74.1	-40.9
1.200	9.374	0.101	2.618	-2.319	-3.479	-0.244	-0.1	-74.1	-40.9
1.210	9.356	0.073	2.566	-2.502	-3.418	-0.305	-0.1	-74.1	-40.9
1.220	9.322	0.085	2.582	-2.502	-3.174	-0.244	-0.1	-74.2	-40.9
1.230	9.352	0.055	2.638	-2.686	-2.869	-0.244	-0.1	-74.2	-41.0
1.240	9.339	0.062	2.659	-2.563	-3.052	-0.244	-0.1	-74.2	-41.0
1.250	9.348	0.036	2.617	-2.563	-3.052	-0.183	-0.1	-74.2	-41.0
1.260	9.374	0.031	2.645	-2.441	-2.686	-0.183	-0.1	-74.2	-41.0
1.270	9.376	0.028	2.733	-2.319	-2.441	-0.183	-0.1	-74.2	-41.0
1.280	9.356	0.026	2.662	-2.441	-2.380	-0.244	-0.1	-74.2	-41.0
1.290	9.361	0.010	2.606	-2.380	-2.258	-0.122	-0.1	-74.2	-41.0
1.300	9.333	0.008	2.624	-2.075	-2.136	-0.122	-0.1	-74.2	-41.1
1.310	9.339	0.022	2.600	-2.014	-2.197	-0.061	-0.1	-74.2	-41.1
1.320	9.332	0.017	2.604	-2.014	-2.197	0.000	-0.1	-74.2	-41.1
1.330	9.338	0.042	2.618	-1.892	-2.197	0.000	-0.1	-74.2	-41.1
1.340	9.263	0.004	2.594	-2.014	-2.258	0.183	-0.1	-74.2	-41.1
1.350	9.320	-0.019	2.680	-2.136	-2.441	0.183	-0.1	-74.3	-41.1
1.360	9.291	-0.013	2.692	-2.258	-2.808	0.244	-0.1	-74.3	-41.1
1.370	9.340	0.004	2.651	-2.441	-3.113	0.061	-0.1	-74.3	-41.1
1.380	9.352	0.049	2.696	-2.441	-3.296	-0.061	-0.1	-74.3	-41.1
1.390	9.358	0.085	2.656	-2.625	-3.357	-0.244	-0.1	-74.3	-41.1
1.400	9.362	0.089	2.662	-2.747	-2.991	-0.488	-0.1	-74.3	-41.1
1.410	9.334	0.108	2.666	-2.747	-2.686	-0.732	-0.1	-74.3	-41.1
1.420	9.332	0.097	2.601	-2.625	-2.563	-0.793	0.0	-74.3	-41.2
1.430	9.358	0.086	2.633	-2.686	-2.441	-0.793	0.0	-74.3	-41.2
1.440	9.362	0.049	2.550	-2.563	-2.319	-0.610	0.0	-74.3	-41.3
1.450	9.336	0.019	2.534	-2.563	-2.258	-0.427	0.0	-74.4	-41.3
1.460	9.336	-0.003	2.578	-2.441	-2.625	-0.305	0.0	-74.4	-41.3
1.470	9.360	-0.059	2.571	-2.502	-2.441	-0.122	0.0	-74.4	-41.3
1.480	9.377	-0.052	2.548	-2.319	-2.563	0.000	0.0	-74.4	-41.3
1.490	9.404	-0.068	2.566	-2.380	-2.686	0.000	0.0	-74.4	-41.3
1.500	9.409	-0.026	2.568	-2.319	-2.625	0.061	0.0	-74.4	-41.3
1.510	9.363	-0.034	2.595	-2.319	-2.686	0.000	-0.1	-74.4	-41.3
1.520	9.342	-0.010	2.599	-2.075	-2.686	0.061	-0.1	-74.4	-41.3
1.530	9.377	0.001	2.559	-1.831	-2.563	0.000	-0.1	-74.4	-41.3
1.540	9.373	-0.023	2.613	-2.075	-2.441	0.061	-0.1	-74.5	-41.3
1.550	9.388	-0.003	2.587	-2.319	-1.953	0.183	-0.1	-74.5	-41.3
1.560	9.344	0.001	2.566	-2.441	-1.770	0.244	-0.1	-74.5	-41.3
1.570	9.326	0.045	2.589	-2.747	-1.831	0.122	-0.1	-74.5	-41.3
1.580	9.375	0.107	2.611	-2.747	-1.770	0.000	-0.1	-74.5	-41.3
1.590	9.383	0.063	2.660	-2.686	-1.770	-0.122	-0.1	-74.5	-41.3
1.600	9.383	0.040	2.557	-2.563	-2.075	-0.183	-0.1	-74.5	-41.3
1.610	9.356	0.030	2.605	-2.502	-2.197	-0.183	-0.1	-74.5	-41.3
1.620	9.427	-0.014	2.600	-2.563	-1.892	-0.366	-0.1	-74.5	-41.4
1.630	9.406	0.011	2.649	-2.625	-1.526	-0.488	-0.1	-74.5	-41.4
1.640	9.427	-0.005	2.545	-2.625	-1.465	-0.488	-0.1	-74.5	-41.4
1.650	9.398	-0.015	2.604	-2.747	-1.404	-0.305	-0.1	-74.5	-41.4
1.660	9.397	-0.056	2.590	-2.258	-1.343	-0.305	-0.1	-74.5	-41.4
1.670	9.322	-0.066	2.624	-2.014	-1.221	-0.183	-0.1	-74.4	-41.4
1.680	9.303	-0.071	2.637	-1.831	-1.282	-0.122	-0.1	-74.4	-41.4
1.690	9.271	-0.066	2.657	-1.770	-1.465	-0.122	-0.1	-74.4	-41.4
1.700	9.303	-0.046	2.596	-1.648	-1.343	0.000	-0.1	-74.4	-41.4
1.710	9.318	-0.032	2.644	-1.648	-1.343	0.183	-0.1	-74.4	-41.4
1.720	9.318	-0.003	2.690	-1.526	-1.282	0.244	-0.2	-74.4	-41.4
1.730	9.315	-0.034	2.626	-1.404	-1.526	0.183	-0.2	-74.4	-41.4
1.740	9.344	0.007	2.544	-1.404	-1.709	0.183	-0.2	-74.4	-41.4
1.750	9.348	0.013	2.548	-1.404	-1.770	0.061	-0.2	-74.4	-41.4
1.760	9.319	-0.034	2.539	-1.404	-2.136	0.122	-0.2	-74.4	-41.4
1.770	9.363	-0.008	2.589	-1.404	-2.258	0.183	-0.2	-74.4	-41.4
1.780	9.386	-0.046	2.575	-1.404	-2.197	0.122	-0.2	-74.4	-41.4
1.790	9.365	-0.023	2.610	-1.404	-1.953	0.183	-0.2	-74.4	-41.3
1.800	9.352	-0.051	2.621	-1.404	-1.770	0.183	-0.2	-74.4	-41.3
1.810	9.332	-0.010	2.598	-1.343	-1.831	0.000	-0.2	-74.4	-41.3
1.820	9.338	-0.005	2.572	-1.282	-1.892	-0.122	-0.2	-74.4	-41.3
1.830	9.351	-0.005	2.601	-1.343	-1.709	-0.244	-0.2	-74.4	-41.3
1.840	9.351	0.028	2.553	-1.282	-1.587	-0.244	-0.2	-74.4	-41.4
1.850	9.354	0.034	2.602	-1.160	-1.526	0.000	-0.2	-74.4	-41.4
1.860	9.365	-0.003	2.601	-1.038	-1.770	0.122	-0.2	-74.4	-41.4
1.870	9.394	0.007	2.593	-0.977	-2.014	0.061	-0.2	-74.4	-41.4
1.880	9.413	0.007	2.637	-1.160	-1.770	0.061	-0.2	-74.4	-41.4
1.890	9.404	0.023	2.678	-1.038	-1.709	0.244	-0.2	-74.4	-41.4
1.900	9.450	0.043	2.633	-1.221	-1.770	0.305	-0.2	-74.4	-41.4
1.910	9.392	0.005	2.671	-1.160	-1.709	0.366	-0.2	-74.4	-41.3
1.920	9.393	0.050	2.615	-1.099	-1.404	0.366	-0.2	-74.4	-41.3
1.930	9.370	-0.015	2.599	-1.038	-1.099	0.244	-0.2	-74.4	-41.3
1.940	9.316	-0.029	2.618	-0.977	-0.732	0.122	-0.2	-74.4	-41.3
1.950	9.325	0.042	2.614	-1.099	-0.793	-0.061	-0.2	-74.4	-41.3
1.960	9.331	0.026	2.581	-1.221	-0.854	-0.122	-0.2	-74.4	-41.3
1.970	9.308	0.016	2.636	-1.221	-0.732	-0.244	-0.1	-74.4	-41.3
1.980	9.316	0.005	2.595	-1.160	-0.854	-0.122	-0.1	-74.4	-41.4
1.990	9.273	-0.057	2.607	-1.282	-0.671	0.000	-0.1	-74.4	-41.4
2.000	9.346	-0.130	2.683	-1.282	-0.916	0.000	-0.1	-74.4	-41.4
2.010	9.357	-0.069	2.569	-1.160	-1.160	0.061	-0.1	-74.4	-41.3
2.020	9.321	-0.112	2.596	-1.038	-1.221	0.061	-0.2	-74.4	-41.3
2.030	9.295	-0.094	2.661	-0.793	-1.282	0.183	-0.2	-74.3	-41.3
2.040	9.301	-0.044	2.697	-0.488	-1.404	0.244	-0.2	-74.3	-41.3
2.050	9.380	0.030	2.694	-0.427	-1.648	0.427	-0.2	-74.3	-41.3
2.060	9.375	0.018	2.601	-0.427	-1.526	0.427	-0.2	-74.3	-41.3
2.070	9.391	0.004	2.586	-0.549	-1.221	0.427	-0.2	-74.3	-41.2
2.080	9.348	-0.021	2.623	-0.671	-1.221	0.488	-0.2	-74.3	-41.2
2.090	9.330	0.030	2.610	-0.854	-1.038	0.488	-0.2	-74.3	-41.2
2.100	9.315	0.014	2.577	-0.854	-0.916	0.488	-0.2	-74.3	-41.2
2.110	9.288	-0.028	2.557	-0.854	-0.977	0.488	-0.2	-74.3	-41.2
2.120	9.257	0.028	2.581	-0.916	-1.160	0.427	-0.2	-74.3	-41.2
2.130	9.320	0.010	2.644	-0.854	-1.282	0.305	-0.2	-74.3	-41.2
2.140	9.338	0.017	2.607	-0.916	-1.465	0.183	-0.2	-74.3	-41.2
2.150	9.332	0.049	2.553	-1.038	-1.587	0.244	-0.2	-74.3	-41.2
2.160	9.328	0.054	2.596	-1.160	-1.465	0.183	-0.2	-74.3	-41.2
2.170	9.301	0.011	2.649	-1.099	-1.343	0.122	-0.2	-74.3	-41.2
2.180	9.294	0.028	2.630	-0.854	-1.587	0.061	-0.2	-74.3	-41.2
2.190	9.313	-0.035	2.598	-0.916	-1.831	-0.122	-0.2	-74.3	-41.2
2.200	9.326	0.006	2.532	-0.977	-2.136	-0.183	-0.2	-74.3	-41.2
2.210	9.377	0.004	2.592	-0.977	-2.502	-0.244	-0.2	-74.3	-41.2
2.220	9.419	-0.008	2.569	-0.854	-2.502	-0.122	-0.2	-74.3	-41.2
2.230	9.380	0.005	2.620	-0.916	-2.380	0.000	-0.2	-74.3	-41.2
2.240	9.380	0.023	2.649	-0.977	-2.258	0.000	-0.1	-74.3	-41.2
2.250	9.406	0.013	2.595	-1.099	-2.075	0.061	-0.1	-74.3	-41.2
2.260	9.354	0.004	2.568	-1.282	-1.953	0.244	-0.1	-74.3	-41.2
2.270	9.294	-0.028	2.629	-1.221	-1.709	0.305	-0.2	-74.3	-41.2
2.280	9.324	-0.014	2.645	-1.282	-1.709	0.366	-0.2	-74.3	-41.2
2.290	9.312	-0.046	2.617	-1.404	-1.892	0.244	-0.2	-74.3	-41.2
2.300	9.336	-0.025	2.654	-1.404	-2.197	0.183	-0.2	-74.3	-41.1
2.310	9.386	0.035	2.615	-1.404	-2.014	0.061	-0.2	-74.3	-41.1
2.320	9.403	0.068	2.605	-1.526	-1.892	0.000	-0.2	-74.3	-41.2
2.330	9.379	0.028	2.557	-1.526	-1.770	0.000	-0.2	-74.4	-41.2
2.340	9.331	0.004	2.625	-1.465	-1.709	0.000	-0.2	-74.4	-41.2
2.350	9.315	-0.008	2.631	-1.404	-1.892	0.061	-0.2	-74.4	-41.2
2.360	9.304	-0.052	2.560	-1.465	-2.258	0.000	-0.2	-74.4	-41.2
2.370	9.346	-0.015	2.642	-1.465	-2.319	-0.061	-0.2	-74.4	-41.2
2.380	9.365	-0.001	2.624	-1.404	-2.258	-0.061	-0.2	-74.4	-41.2
2.390	9.383	0.040	2.683	-1.526	-2.197	0.000	-0.2	-74.4	-41.2
2.400	9.338	0.045	2.610	-1.465	-1.770	0.000	-0.2	-74.4	-41.2
2.410	9.333	0.066	2.569	-1.587	-1.648	0.000	-0.2	-74.4	-41.2
2.420	9.375	0.023	2.649	-1.709	-1.648	0.122	-0.2	-74.4	-41.2
2.430	9.349	0.036	2.539	-1.831	-1.709	0.183	-0.2	-74.4	-41.2
2.440	9.365	0.042	2.558	-2.014	-1.648	0.061	-0.2	-74.4	-41.2
2.450	9.344	0.028	2.566	-2.197	-1.648	0.000	-0.2	-74.4	-41.2
2.460	9.343	0.032	2.558	-2.258	-1.892	0.000	-0.2	-74.4	-41.2
2.470	9.345	0.019	2.563	-2.258	-1.892	0.000	-0.2	-74.4	-41.2
2.480	9.350	0.011	2.599	-2.258	-2.136	0.000	-0.2	-74.4	-41.2
2.490	9.351	0.012	2.563	-2.258	-1.892	0.000	-0.2	-74.4	-41.2
2.500	9.370	-0.004	2.583	-2.319	-1.709	0.000	-0.2	-74.4	-41.2
2.510	9.338	-0.041	2.615	-2.319	-1.831	-0.183	-0.2	-74.4	-41.2
2.520	9.314	-0.003	2.564	-2.258	-2.014	-0.305	-0.2	-74.4	-41.2
2.530	9.343	-0.047	2.606	-2.197	-2.014	-0.366	-0.2	-74.4	-41.3
2.540	9.301	-0.029	2.587	-2.197	-2.197	-0.488	-0.2	-74.4	-41.3
2.550	9.300	0.004	2.649	-2.258	-2.075	-0.549	-0.2	-74.4	-41.3
2.560	9.304	0.025	2.626	-2.319	-2.014	-0.610	-0.1	-74.4	-41.3
2.570	9.343	-0.002	2.687	-2.258	-1.953	-0.549	-0.1	-74.4	-41.3
2.580	9.344	0.011	2.632	-2.075	-1.770	-0.427	-0.1	-74.4	-41.4
2.590	9.354	-0.034	2.686	-1.831	-1.648	-0.305	-0.1	-74.4	-41.4
2.600	9.371	-0.042	2.636	-1.831	-1.587	-0.061	-0.1	-74.4	-41.4
2.610	9.385	-0.068	2.577	-1.709	-1.831	0.000	-0.1	-74.4	-41.4
2.620	9.423	-0.072	2.545	-1.709	-1.770	0.183	-0.1	-74.4	-41.4
2.630	9.365	-0.045	2.547	-1.953	-1.831	0.061	-0.2	-74.4	-41.3
2.640	9.400	0.008	2.569	-2.075	-1.892	0.000	-0.2	-74.4	-41.3
2.650	9.352	0.001	2.632	-2.136	-1.648	-0.061	-0.2	-74.4	-41.3
2.660	9.400	0.029	2.665	-2.014	-1.465	-0.061	-0.2	-74.4	-41.4
2.670	9.379	-0.027	2.704	-1.770	-1.221	0.000	-0.2	-74.4	-41.4
2.680	9.382	-0.013	2.714	-1.648	-1.343	-0.305	-0.2	-74.4	-41.4
2.690	9.344	0.001	2.779	-1.709	-1.343	-0.427	-0.2	-74.4	-41.4
2.700	9.352	-0.035	2.650	-1.709	-1.160	-0.427	-0.2	-74.4	-41.4
2.710	9.312	-0.031	2.648	-1.831	-0.916	-0.427	-0.2	-74.4	-41.4
2.720	9.267	0.014	2.642	-1.831	-0.549	-0.305	-0.1	-74.3	-41.4
2.730	9.252	0.034	2.618	-1.709	-0.549	-0.366	-0.1	-74.3	-41.4
2.740	9.303	0.030	2.574	-1.465	-0.854	-0.244	-0.1	-74.3	-41.5
2.750	9.307	-0.048	2.594	-1.404	-1.038	-0.061	-0.1	-74.3	-41.5
2.760	9.348	-0.046	2.612	-1.404	-1.038	0.122	-0.1	-74.3	-41.5
2.770	9.368	-0.099	2.627	-1.404	-1.343	0.061	-0.1	-74.3	-41.4
2.780	9.357	-0.083	2.650	-1.465	-1.465	0.122	-0.1	-74.3	-41.4
2.790	9.375	-0.045	2.626	-1.648	-1.526	0.122	-0.2	-74.3	-41.4
2.800	9.345	-0.001	2.671	-1.587	-1.526	0.183	-0.2	-74.3	-41.4
2.810	9.389	0.030	2.697	-1.648	-1.465	0.122	-0.2	-74.3	-41.4
2.820	9.326	0.014	2.671	-1.404	-1.343	0.122	-0.2	-74.3	-41.4
2.830	9.310	-0.003	2.708	-1.404	-1.221	0.000	-0.2	-74.3	-41.4
2.840	9.327	-0.026	2.663	-1.160	-1.221	0.000	-0.2	-74.3	-41.4
2.850	9.281	-0.008	2.606	-1.099	-1.160	0.000	-0.2	-74.3	-41.4
2.860	9.327	-0.050	2.619	-1.221	-1.404	0.000	-0.2	-74.3	-41.4
2.870	9.334	-0.032	2.620	-1.282	-1.465	0.061	-0.2	-74.3	-41.4
2.880	9.294	0.012	2.607	-1.221	-1.526	0.061	-0.2	-74.2	-41.4
2.890	9.343	0.005	2.644	-1.343	-1.587	0.122	-0.2	-74.2	-41.4
2.900	9.362	0.010	2.575	-1.343	-1.709	0.183	-0.2	-74.2	-41.4
2.910	9.371	-0.022	2.615	-1.404	-1.709	0.305	-0.2	-74.3	-41.4
2.920	9.389	-0.009	2.565	-1.282	-1.648	0.183	-0.2	-74.3	-41.4
2.930	9.349	-0.044	2.607	-1.038	-1.587	0.122	-0.2	-74.3	-41.4
2.940	9.373	-0.029	2.629	-0.916	-1.465	0.244	-0.2	-74.2	-41.3
2.950	9.394	-0.044	2.607	-0.916	-1.587	0.122	-0.2	-74.2	-41.3
2.960	9.371	-0.013	2.651	-1.038	-1.282	0.061	-0.2	-74.2	-41.3
2.970	9.344	0.038	2.728	-1.282	-1.343	0.061	-0.2	-74.2	-41.3
